cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Duero,Úzquiza,2016-09-13,75.0,47.0,62.67,9,2016
Duero,Úzquiza,2016-09-20,75.0,46.0,61.33,9,2016
Duero,Úzquiza,2016-09-27,75.0,45.0,60.0,9,2016
Duero,Úzquiza,2016-10-04,75.0,44.0,58.67,10,2016
Duero,Úzquiza,2016-10-11,75.0,44.0,58.67,10,2016
Duero,Úzquiza,2016-10-18,75.0,42.0,56.0,10,2016
Duero,Úzquiza,2016-10-25,75.0,41.0,54.67,10,2016
Duero,Úzquiza,2016-11-01,75.0,41.0,54.67,11,2016
Duero,Úzquiza,2016-11-08,75.0,40.0,53.33,11,2016
Duero,Úzquiza,2016-11-15,75.0,39.0,52.0,11,2016
Duero,Úzquiza,2016-11-22,75.0,39.0,52.0,11,2016
Duero,Úzquiza,2016-11-29,75.0,39.0,52.0,11,2016
Duero,Úzquiza,2016-12-06,75.0,38.0,50.67,12,2016
Duero,Úzquiza,2016-12-13,75.0,38.0,50.67,12,2016
Duero,Úzquiza,2016-12-20,75.0,37.0,49.33,12,2016
Duero,Úzquiza,2016-12-27,75.0,37.0,49.33,12,2016
Duero,Úzquiza,2017-01-03,75.0,37.0,49.33,1,2017
Duero,Úzquiza,2017-01-10,75.0,36.0,48.0,1,2017
Duero,Úzquiza,2017-01-17,75.0,36.0,48.0,1,2017
Duero,Úzquiza,2017-01-24,75.0,35.0,46.67,1,2017
Duero,Úzquiza,2017-01-31,75.0,35.0,46.67,1,2017
Duero,Úzquiza,2017-02-07,75.0,35.0,46.67,2,2017
Duero,Úzquiza,2017-02-14,75.0,35.0,46.67,2,2017
Duero,Úzquiza,2017-02-21,75.0,35.0,46.67,2,2017
Duero,Úzquiza,2017-02-28,75.0,35.0,46.67,2,2017
Duero,Úzquiza,2017-03-07,75.0,35.0,46.67,3,2017
Duero,Úzquiza,2017-03-14,75.0,35.0,46.67,3,2017
Duero,Úzquiza,2017-03-21,75.0,35.0,46.67,3,2017
Duero,Úzquiza,2017-03-28,75.0,35.0,46.67,3,2017
Duero,Úzquiza,2017-04-04,75.0,35.0,46.67,4,2017
Duero,Úzquiza,2017-04-11,75.0,35.0,46.67,4,2017
Duero,Úzquiza,2017-04-18,75.0,35.0,46.67,4,2017
Duero,Úzquiza,2017-04-25,75.0,35.0,46.67,4,2017
Duero,Úzquiza,2017-05-02,75.0,35.0,46.67,5,2017
Duero,Úzquiza,2017-05-09,75.0,35.0,46.67,5,2017
Duero,Úzquiza,2017-05-16,75.0,34.0,45.33,5,2017
Duero,Úzquiza,2017-05-23,75.0,34.0,45.33,5,2017
Duero,Úzquiza,2017-05-30,75.0,34.0,45.33,5,2017
Duero,Úzquiza,2017-06-06,75.0,34.0,45.33,6,2017
Duero,Úzquiza,2017-06-13,75.0,34.0,45.33,6,2017
Duero,Úzquiza,2017-06-20,75.0,35.0,46.67,6,2017
Duero,Úzquiza,2017-06-27,75.0,35.0,46.67,6,2017
Duero,Úzquiza,2017-07-04,75.0,35.0,46.67,7,2017
Duero,Úzquiza,2017-07-11,75.0,35.0,46.67,7,2017
Duero,Úzquiza,2017-07-18,75.0,34.0,45.33,7,2017
Duero,Úzquiza,2017-07-25,75.0,34.0,45.33,7,2017
Duero,Úzquiza,2017-08-01,75.0,33.0,44.0,8,2017
Duero,Úzquiza,2017-08-08,75.0,32.0,42.67,8,2017
Duero,Úzquiza,2017-08-15,75.0,31.0,41.33,8,2017
Duero,Úzquiza,2017-08-22,75.0,30.0,40.0,8,2017
Duero,Úzquiza,2017-08-29,75.0,29.0,38.67,8,2017
Duero,Úzquiza,2017-09-05,75.0,29.0,38.67,9,2017
Duero,Úzquiza,2017-09-12,75.0,27.0,36.0,9,2017
Duero,Úzquiza,2017-09-19,75.0,27.0,36.0,9,2017
Duero,Úzquiza,2017-09-26,75.0,26.0,34.67,9,2017
Duero,Úzquiza,2017-10-03,75.0,26.0,34.67,10,2017
Duero,Úzquiza,2017-10-10,75.0,25.0,33.33,10,2017
Duero,Úzquiza,2017-10-17,75.0,24.0,32.0,10,2017
Duero,Úzquiza,2017-10-24,75.0,24.0,32.0,10,2017
Duero,Úzquiza,2017-10-31,75.0,24.0,32.0,10,2017
Duero,Úzquiza,2017-11-07,75.0,22.0,29.33,11,2017
Duero,Úzquiza,2017-11-14,75.0,22.0,29.33,11,2017
Duero,Úzquiza,2017-11-21,75.0,22.0,29.33,11,2017
Duero,Úzquiza,2017-11-28,75.0,21.0,28.0,11,2017
Duero,Úzquiza,2017-12-05,75.0,21.0,28.0,12,2017
Duero,Úzquiza,2017-12-12,75.0,20.0,26.67,12,2017
Duero,Úzquiza,2017-12-19,75.0,20.0,26.67,12,2017
Duero,Úzquiza,2017-12-26,75.0,20.0,26.67,12,2017
Duero,Úzquiza,2018-01-02,75.0,20.0,26.67,1,2018
Duero,Úzquiza,2018-01-09,75.0,19.0,25.33,1,2018
Duero,Úzquiza,2018-01-16,75.0,19.0,25.33,1,2018
Duero,Úzquiza,2018-01-23,75.0,19.0,25.33,1,2018
Duero,Úzquiza,2018-01-30,75.0,19.0,25.33,1,2018
Duero,Úzquiza,2018-02-06,75.0,20.0,26.67,2,2018
Duero,Úzquiza,2018-02-13,75.0,20.0,26.67,2,2018
Duero,Úzquiza,2018-02-20,75.0,21.0,28.0,2,2018
Duero,Úzquiza,2018-02-27,75.0,22.0,29.33,2,2018
Duero,Úzquiza,2018-03-06,75.0,32.0,42.67,3,2018
Duero,Úzquiza,2018-03-13,75.0,43.0,57.33,3,2018
Duero,Úzquiza,2018-03-20,75.0,51.0,68.0,3,2018
Duero,Úzquiza,2018-03-27,75.0,56.0,74.67,3,2018
Duero,Úzquiza,2018-04-03,75.0,60.0,80.0,4,2018
Duero,Úzquiza,2018-04-10,75.0,64.0,85.33,4,2018
Duero,Úzquiza,2018-04-17,75.0,66.0,88.0,4,2018
Duero,Úzquiza,2018-04-24,75.0,66.0,88.0,4,2018
Duero,Úzquiza,2018-05-01,75.0,65.0,86.67,5,2018
Duero,Úzquiza,2018-05-08,75.0,66.0,88.0,5,2018
Duero,Úzquiza,2018-05-15,75.0,66.0,88.0,5,2018
Duero,Úzquiza,2018-05-22,75.0,66.0,88.0,5,2018
Duero,Úzquiza,2018-05-29,75.0,66.0,88.0,5,2018
Duero,Úzquiza,2018-06-05,75.0,66.0,88.0,6,2018
Duero,Úzquiza,2018-06-12,75.0,68.0,90.67,6,2018
Duero,Úzquiza,2018-06-19,75.0,68.0,90.67,6,2018
Duero,Úzquiza,2018-06-26,75.0,69.0,92.0,6,2018
Duero,Úzquiza,2018-07-03,75.0,68.0,90.67,7,2018
Duero,Úzquiza,2018-07-10,75.0,67.0,89.33,7,2018
Duero,Úzquiza,2018-07-17,75.0,66.0,88.0,7,2018
Duero,Úzquiza,2018-07-24,75.0,64.0,85.33,7,2018
Duero,Úzquiza,2018-07-31,75.0,62.0,82.67,7,2018
Duero,Úzquiza,2018-08-07,75.0,60.0,80.0,8,2018
Duero,Úzquiza,2018-08-14,75.0,58.0,77.33,8,2018
Duero,Úzquiza,2018-08-21,75.0,56.0,74.67,8,2018
Duero,Úzquiza,2018-08-28,75.0,55.0,73.33,8,2018
Duero,Úzquiza,2018-09-04,75.0,53.0,70.67,9,2018
Duero,Úzquiza,2018-09-11,75.0,51.0,68.0,9,2018
Duero,Úzquiza,2018-09-18,75.0,49.0,65.33,9,2018
Duero,Úzquiza,2018-09-25,75.0,47.0,62.67,9,2018
Duero,Úzquiza,2018-10-02,75.0,46.0,61.33,10,2018
Duero,Úzquiza,2018-10-09,75.0,44.0,58.67,10,2018
Duero,Úzquiza,2018-10-16,75.0,44.0,58.67,10,2018
Duero,Úzquiza,2018-10-23,75.0,43.0,57.33,10,2018
Duero,Úzquiza,2018-10-30,75.0,43.0,57.33,10,2018
Duero,Úzquiza,2018-11-06,75.0,42.0,56.0,11,2018
Duero,Úzquiza,2018-11-13,75.0,42.0,56.0,11,2018
Duero,Úzquiza,2018-11-20,75.0,41.0,54.67,11,2018
Duero,Úzquiza,2018-11-27,75.0,41.0,54.67,11,2018
Duero,Úzquiza,2018-12-04,75.0,41.0,54.67,12,2018
Duero,Úzquiza,2018-12-11,75.0,40.0,53.33,12,2018
Duero,Úzquiza,2018-12-18,75.0,40.0,53.33,12,2018
Duero,Úzquiza,2018-12-25,75.0,41.0,54.67,12,2018
Duero,Úzquiza,2019-01-01,75.0,42.0,56.0,1,2019
Duero,Úzquiza,2019-01-08,75.0,42.0,56.0,1,2019
Duero,Úzquiza,2019-01-15,75.0,43.0,57.33,1,2019
Duero,Úzquiza,2019-01-22,75.0,44.0,58.67,1,2019
Duero,Úzquiza,2019-01-29,75.0,45.0,60.0,1,2019
Duero,Úzquiza,2019-02-05,75.0,50.0,66.67,2,2019
Duero,Úzquiza,2019-02-12,75.0,54.0,72.0,2,2019
Duero,Úzquiza,2019-02-19,75.0,57.0,76.0,2,2019
Duero,Úzquiza,2019-02-26,75.0,57.0,76.0,2,2019
Duero,Úzquiza,2019-03-05,75.0,50.0,66.67,3,2019
Duero,Úzquiza,2019-03-12,75.0,59.0,78.67,3,2019
Duero,Úzquiza,2019-03-19,75.0,59.0,78.67,3,2019
Duero,Úzquiza,2019-03-26,75.0,59.0,78.67,3,2019
Duero,Úzquiza,2019-04-02,75.0,59.0,78.67,4,2019
Duero,Úzquiza,2019-04-09,75.0,58.0,77.33,4,2019
Duero,Úzquiza,2019-04-16,75.0,58.0,77.33,4,2019
Duero,Úzquiza,2019-04-23,75.0,58.0,77.33,4,2019
Duero,Úzquiza,2019-04-30,75.0,60.0,80.0,4,2019
Duero,Úzquiza,2019-05-07,75.0,62.0,82.67,5,2019
Duero,Úzquiza,2019-05-14,75.0,64.0,85.33,5,2019
Duero,Úzquiza,2019-05-21,75.0,65.0,86.67,5,2019
Duero,Úzquiza,2019-05-28,75.0,65.0,86.67,5,2019
Duero,Úzquiza,2019-06-04,75.0,65.0,86.67,6,2019
Duero,Úzquiza,2019-06-11,75.0,65.0,86.67,6,2019
Duero,Úzquiza,2019-06-18,75.0,64.0,85.33,6,2019
Duero,Úzquiza,2019-06-25,75.0,64.0,85.33,6,2019
Duero,Úzquiza,2019-07-02,75.0,62.0,82.67,7,2019
Duero,Úzquiza,2019-07-09,75.0,61.0,81.33,7,2019
Duero,Úzquiza,2019-07-16,75.0,60.0,80.0,7,2019
Duero,Úzquiza,2019-07-23,75.0,58.0,77.33,7,2019
Duero,Úzquiza,2019-07-30,75.0,57.0,76.0,7,2019
Duero,Úzquiza,2019-08-06,75.0,56.0,74.67,8,2019
Duero,Úzquiza,2019-08-13,75.0,55.0,73.33,8,2019
Duero,Úzquiza,2019-08-20,75.0,53.0,70.67,8,2019
Duero,Úzquiza,2019-08-27,75.0,52.0,69.33,8,2019
Duero,Úzquiza,2019-09-03,75.0,51.0,68.0,9,2019
Duero,Úzquiza,2019-09-10,75.0,49.0,65.33,9,2019
Duero,Úzquiza,2019-09-17,75.0,47.0,62.67,9,2019
Duero,Úzquiza,2019-09-24,75.0,45.0,60.0,9,2019
Duero,Úzquiza,2019-10-01,75.0,43.0,57.33,10,2019
Duero,Úzquiza,2019-10-08,75.0,42.0,56.0,10,2019
Duero,Úzquiza,2019-10-15,75.0,42.0,56.0,10,2019
Duero,Úzquiza,2019-10-22,75.0,41.0,54.67,10,2019
Duero,Úzquiza,2019-10-29,75.0,40.0,53.33,10,2019
Duero,Úzquiza,2019-11-05,75.0,40.0,53.33,11,2019
Duero,Úzquiza,2019-11-12,75.0,39.0,52.0,11,2019
Duero,Úzquiza,2019-11-19,75.0,39.0,52.0,11,2019
Duero,Úzquiza,2019-11-26,75.0,39.0,52.0,11,2019
Duero,Úzquiza,2019-12-03,75.0,46.0,61.33,12,2019
Duero,Úzquiza,2019-12-10,75.0,50.0,66.67,12,2019
Duero,Úzquiza,2019-12-17,75.0,53.0,70.67,12,2019
Duero,Úzquiza,2019-12-24,75.0,57.0,76.0,12,2019
Duero,Úzquiza,2019-12-31,75.0,54.0,72.0,12,2019
Duero,Úzquiza,2020-01-07,75.0,58.0,77.33,1,2020
Duero,Úzquiza,2020-01-14,75.0,59.0,78.67,1,2020
Duero,Úzquiza,2020-01-21,75.0,59.0,78.67,1,2020
Duero,Úzquiza,2020-01-28,75.0,59.0,78.67,1,2020
Duero,Úzquiza,2020-02-04,75.0,59.0,78.67,2,2020
Duero,Úzquiza,2020-02-11,75.0,58.0,77.33,2,2020
Duero,Úzquiza,2020-02-18,75.0,58.0,77.33,2,2020
Duero,Úzquiza,2020-02-25,75.0,59.0,78.67,2,2020
Duero,Úzquiza,2020-03-03,75.0,59.0,78.67,3,2020
Duero,Úzquiza,2020-03-10,75.0,59.0,78.67,3,2020
Duero,Úzquiza,2020-03-17,75.0,59.0,78.67,3,2020
Duero,Úzquiza,2020-03-24,75.0,62.0,82.67,3,2020
Duero,Úzquiza,2020-03-31,75.0,63.0,84.0,3,2020
Duero,Úzquiza,2020-04-07,75.0,63.0,84.0,4,2020
Duero,Úzquiza,2020-04-14,75.0,64.0,85.33,4,2020
Duero,Úzquiza,2020-04-21,75.0,66.0,88.0,4,2020
Duero,Úzquiza,2020-04-28,75.0,67.0,89.33,4,2020
Duero,Úzquiza,2020-05-05,75.0,67.0,89.33,5,2020
Duero,Úzquiza,2020-05-12,75.0,67.0,89.33,5,2020
Duero,Úzquiza,2020-05-19,75.0,68.0,90.67,5,2020
Duero,Úzquiza,2020-05-26,75.0,68.0,90.67,5,2020
Duero,Úzquiza,2020-06-02,75.0,67.0,89.33,6,2020
Duero,Úzquiza,2020-06-09,75.0,67.0,89.33,6,2020
Duero,Úzquiza,2020-06-16,75.0,66.0,88.0,6,2020
Duero,Úzquiza,2020-06-23,75.0,66.0,88.0,6,2020
Duero,Úzquiza,2020-06-30,75.0,65.0,86.67,6,2020
Duero,Úzquiza,2020-07-07,75.0,64.0,85.33,7,2020
Duero,Úzquiza,2020-07-14,75.0,63.0,84.0,7,2020
Duero,Úzquiza,2020-07-21,75.0,61.0,81.33,7,2020
Duero,Úzquiza,2020-07-28,75.0,60.0,80.0,7,2020
Duero,Úzquiza,2020-08-04,75.0,58.0,77.33,8,2020
Duero,Úzquiza,2020-08-11,75.0,57.0,76.0,8,2020
Duero,Úzquiza,2020-08-18,75.0,55.0,73.33,8,2020
Duero,Úzquiza,2020-08-25,75.0,54.0,72.0,8,2020
Duero,Úzquiza,2020-09-01,75.0,52.0,69.33,9,2020
Duero,Úzquiza,2020-09-08,75.0,51.0,68.0,9,2020
Duero,Úzquiza,2020-09-15,75.0,49.0,65.33,9,2020
Duero,Úzquiza,2020-09-22,75.0,49.0,65.33,9,2020
Duero,Úzquiza,2020-09-29,75.0,46.0,61.33,9,2020
Duero,Úzquiza,2020-10-06,75.0,45.0,60.0,10,2020
Duero,Úzquiza,2020-10-13,75.0,44.0,58.67,10,2020
Duero,Úzquiza,2020-10-20,75.0,44.0,58.67,10,2020
Duero,Úzquiza,2020-10-27,75.0,43.0,57.33,10,2020
Duero,Úzquiza,2020-11-03,75.0,43.0,57.33,11,2020
Duero,Úzquiza,2020-11-10,75.0,42.0,56.0,11,2020
Duero,Úzquiza,2020-11-17,75.0,42.0,56.0,11,2020
Duero,Úzquiza,2020-11-24,75.0,41.0,54.67,11,2020
Duero,Úzquiza,2020-12-01,75.0,40.0,53.33,12,2020
Duero,Úzquiza,2020-12-08,75.0,40.0,53.33,12,2020
Duero,Úzquiza,2020-12-15,75.0,39.0,52.0,12,2020
Duero,Úzquiza,2020-12-22,75.0,39.0,52.0,12,2020
Duero,Úzquiza,2020-12-29,75.0,38.0,50.67,12,2020
Duero,Úzquiza,2021-01-05,75.0,38.0,50.67,1,2021
Duero,Úzquiza,2021-01-12,75.0,38.0,50.67,1,2021
Duero,Úzquiza,2021-01-19,75.0,38.0,50.67,1,2021
Duero,Úzquiza,2021-01-26,75.0,38.0,50.67,1,2021
Duero,Úzquiza,2021-02-02,75.0,46.0,61.33,2,2021
Duero,Úzquiza,2021-02-09,75.0,51.0,68.0,2,2021
Duero,Úzquiza,2021-02-16,75.0,56.0,74.67,2,2021
Duero,Úzquiza,2021-02-23,75.0,56.0,74.67,2,2021
Duero,Úzquiza,2021-03-02,75.0,57.0,76.0,3,2021
Duero,Úzquiza,2021-03-09,75.0,59.0,78.67,3,2021
Duero,Úzquiza,2021-03-16,75.0,59.0,78.67,3,2021
Duero,Úzquiza,2021-03-23,75.0,59.0,78.67,3,2021
Duero,Úzquiza,2021-03-30,75.0,59.0,78.67,3,2021
Duero,Úzquiza,2021-04-06,75.0,58.0,77.33,4,2021
Duero,Úzquiza,2021-04-13,75.0,58.0,77.33,4,2021
Duero,Úzquiza,2021-04-20,75.0,58.0,77.33,4,2021
Duero,Úzquiza,2021-04-27,75.0,57.0,76.0,4,2021
Duero,Úzquiza,2021-05-04,75.0,57.0,76.0,5,2021
Duero,Úzquiza,2021-05-11,75.0,57.0,76.0,5,2021
Duero,Úzquiza,2021-05-18,75.0,57.0,76.0,5,2021
Duero,Úzquiza,2021-05-25,75.0,56.0,74.67,5,2021
Duero,Úzquiza,2021-06-01,75.0,56.0,74.67,6,2021
Duero,Úzquiza,2021-06-08,75.0,55.0,73.33,6,2021
Duero,Úzquiza,2021-06-15,75.0,55.0,73.33,6,2021
Duero,Úzquiza,2021-06-22,75.0,54.0,72.0,6,2021
Duero,Úzquiza,2021-06-29,75.0,54.0,72.0,6,2021
Duero,Úzquiza,2021-07-06,75.0,53.0,70.67,7,2021
Duero,Úzquiza,2021-07-13,75.0,52.0,69.33,7,2021
Duero,Úzquiza,2021-07-20,75.0,51.0,68.0,7,2021
Duero,Úzquiza,2021-07-27,75.0,50.0,66.67,7,2021
Duero,Úzquiza,2021-08-03,75.0,49.0,65.33,8,2021
Duero,Úzquiza,2021-08-10,75.0,48.0,64.0,8,2021
Duero,Úzquiza,2021-08-17,75.0,47.0,62.67,8,2021
Duero,Úzquiza,2021-08-24,75.0,46.0,61.33,8,2021
Duero,Úzquiza,2021-08-31,75.0,45.0,60.0,8,2021
Duero,Úzquiza,2021-09-07,75.0,44.0,58.67,9,2021
Duero,Úzquiza,2021-09-14,75.0,43.0,57.33,9,2021
Duero,Úzquiza,2021-09-21,75.0,42.0,56.0,9,2021
Duero,Úzquiza,2021-09-28,75.0,41.0,54.67,9,2021
Duero,Úzquiza,2021-10-05,75.0,40.0,53.33,10,2021
Duero,Úzquiza,2021-10-12,75.0,40.0,53.33,10,2021
Duero,Úzquiza,2021-10-19,75.0,39.0,52.0,10,2021
Duero,Úzquiza,2021-10-26,75.0,39.0,52.0,10,2021
Duero,Úzquiza,2021-11-02,75.0,38.0,50.67,11,2021
Duero,Úzquiza,2021-11-09,75.0,38.0,50.67,11,2021
Duero,Úzquiza,2021-11-16,75.0,37.0,49.33,11,2021
Duero,Úzquiza,2021-11-23,75.0,37.0,49.33,11,2021
Duero,Úzquiza,2021-11-30,75.0,37.0,49.33,11,2021
Duero,Úzquiza,2021-12-07,75.0,37.0,49.33,12,2021
Duero,Úzquiza,2021-12-14,75.0,37.0,49.33,12,2021
Duero,Úzquiza,2021-12-21,75.0,38.0,50.67,12,2021
Duero,Úzquiza,2021-12-28,75.0,39.0,52.0,12,2021
Duero,Valparaíso,2012-01-03,162.0,148.0,91.36,1,2012
Duero,Valparaíso,2012-01-10,162.0,152.0,93.83,1,2012
Duero,Valparaíso,2012-01-17,162.0,155.0,95.68,1,2012
Duero,Valparaíso,2012-01-24,162.0,158.0,97.53,1,2012
Duero,Valparaíso,2012-01-31,162.0,158.0,97.53,1,2012
Duero,Valparaíso,2012-02-07,162.0,159.0,98.15,2,2012
Duero,Valparaíso,2012-02-14,162.0,159.0,98.15,2,2012
Duero,Valparaíso,2012-02-21,162.0,158.0,97.53,2,2012
Duero,Valparaíso,2012-02-28,162.0,158.0,97.53,2,2012
Duero,Valparaíso,2012-03-06,162.0,158.0,97.53,3,2012
Duero,Valparaíso,2012-03-13,162.0,157.0,96.91,3,2012
Duero,Valparaíso,2012-03-20,162.0,157.0,96.91,3,2012
Duero,Valparaíso,2012-03-27,162.0,157.0,96.91,3,2012
Duero,Valparaíso,2012-04-03,162.0,156.0,96.3,4,2012
Duero,Valparaíso,2012-04-10,162.0,156.0,96.3,4,2012
Duero,Valparaíso,2012-04-17,162.0,151.0,93.21,4,2012
Duero,Valparaíso,2012-04-24,162.0,154.0,95.06,4,2012
Duero,Valparaíso,2012-05-01,162.0,152.0,93.83,5,2012
Duero,Valparaíso,2012-05-08,162.0,152.0,93.83,5,2012
Duero,Valparaíso,2012-05-15,162.0,153.0,94.44,5,2012
Duero,Valparaíso,2012-05-22,162.0,153.0,94.44,5,2012
Duero,Valparaíso,2012-05-29,162.0,153.0,94.44,5,2012
Duero,Valparaíso,2012-06-05,162.0,152.0,93.83,6,2012
Duero,Valparaíso,2012-06-12,162.0,151.0,93.21,6,2012
Duero,Valparaíso,2012-06-19,162.0,153.0,94.44,6,2012
Duero,Valparaíso,2012-06-26,162.0,158.0,97.53,6,2012
Duero,Valparaíso,2012-07-03,162.0,160.0,98.77,7,2012
Duero,Valparaíso,2012-07-10,162.0,158.0,97.53,7,2012
Duero,Valparaíso,2012-07-17,162.0,157.0,96.91,7,2012
Duero,Valparaíso,2012-07-24,169.0,157.0,92.9,7,2012
Duero,Valparaíso,2012-07-31,169.0,157.0,92.9,7,2012
Duero,Valparaíso,2012-08-07,169.0,156.0,92.31,8,2012
Duero,Valparaíso,2012-08-14,169.0,155.0,91.72,8,2012
Duero,Valparaíso,2012-08-21,169.0,153.0,90.53,8,2012
Duero,Valparaíso,2012-08-28,169.0,154.0,91.12,8,2012
Duero,Valparaíso,2012-09-04,169.0,156.0,92.31,9,2012
Duero,Valparaíso,2012-09-11,169.0,160.0,94.67,9,2012
Duero,Valparaíso,2012-09-18,169.0,155.0,91.72,9,2012
Duero,Valparaíso,2012-09-25,169.0,153.0,90.53,9,2012
Duero,Valparaíso,2012-10-02,169.0,147.0,86.98,10,2012
Duero,Valparaíso,2012-10-09,169.0,147.0,86.98,10,2012
Duero,Valparaíso,2012-10-16,169.0,145.0,85.8,10,2012
Duero,Valparaíso,2012-10-23,169.0,145.0,85.8,10,2012
Duero,Valparaíso,2012-10-30,169.0,145.0,85.8,10,2012
Duero,Valparaíso,2012-11-06,169.0,145.0,85.8,11,2012
Duero,Valparaíso,2012-11-13,169.0,144.0,85.21,11,2012
Duero,Valparaíso,2012-11-20,169.0,143.0,84.62,11,2012
Duero,Valparaíso,2012-11-27,169.0,139.0,82.25,11,2012
Duero,Valparaíso,2012-12-04,169.0,135.0,79.88,12,2012
Duero,Valparaíso,2012-12-11,169.0,129.0,76.33,12,2012
Duero,Valparaíso,2012-12-18,169.0,126.0,74.56,12,2012
Duero,Valparaíso,2012-12-25,169.0,127.0,75.15,12,2012
Duero,Valparaíso,2013-01-01,169.0,143.0,84.62,1,2013
Duero,Valparaíso,2013-01-08,169.0,153.0,90.53,1,2013
Duero,Valparaíso,2013-01-15,169.0,156.0,92.31,1,2013
Duero,Valparaíso,2013-01-22,169.0,157.0,92.9,1,2013
Duero,Valparaíso,2013-01-29,169.0,157.0,92.9,1,2013
Duero,Valparaíso,2013-02-05,169.0,159.0,94.08,2,2013
Duero,Valparaíso,2013-02-12,169.0,156.0,92.31,2,2013
Duero,Valparaíso,2013-02-19,169.0,157.0,92.9,2,2013
Duero,Valparaíso,2013-02-26,169.0,157.0,92.9,2,2013
Duero,Valparaíso,2013-03-05,169.0,157.0,92.9,3,2013
Duero,Valparaíso,2013-03-12,169.0,157.0,92.9,3,2013
Duero,Valparaíso,2013-03-19,169.0,158.0,93.49,3,2013
Duero,Valparaíso,2013-03-26,169.0,157.0,92.9,3,2013
Duero,Valparaíso,2013-04-02,169.0,157.0,92.9,4,2013
Duero,Valparaíso,2013-04-09,169.0,153.0,90.53,4,2013
Duero,Valparaíso,2013-04-16,169.0,156.0,92.31,4,2013
Duero,Valparaíso,2013-04-23,169.0,157.0,92.9,4,2013
Duero,Valparaíso,2013-04-30,169.0,156.0,92.31,4,2013
Duero,Valparaíso,2013-05-07,169.0,158.0,93.49,5,2013
Duero,Valparaíso,2013-05-14,169.0,158.0,93.49,5,2013
Duero,Valparaíso,2013-05-21,169.0,156.0,92.31,5,2013
Duero,Valparaíso,2013-05-28,169.0,154.0,91.12,5,2013
Duero,Valparaíso,2013-06-04,169.0,154.0,91.12,6,2013
Duero,Valparaíso,2013-06-11,169.0,154.0,91.12,6,2013
Duero,Valparaíso,2013-06-18,169.0,153.0,90.53,6,2013
Duero,Valparaíso,2013-06-25,169.0,152.0,89.94,6,2013
Duero,Valparaíso,2013-07-02,169.0,152.0,89.94,7,2013
Duero,Valparaíso,2013-07-09,169.0,150.0,88.76,7,2013
Duero,Valparaíso,2013-07-16,169.0,149.0,88.17,7,2013
Duero,Valparaíso,2013-07-23,169.0,150.0,88.76,7,2013
Duero,Valparaíso,2013-07-30,169.0,149.0,88.17,7,2013
Duero,Valparaíso,2013-08-06,169.0,149.0,88.17,8,2013
Duero,Valparaíso,2013-08-13,169.0,149.0,88.17,8,2013
Duero,Valparaíso,2013-08-20,169.0,147.0,86.98,8,2013
Duero,Valparaíso,2013-08-27,169.0,149.0,88.17,8,2013
Duero,Valparaíso,2013-09-03,169.0,152.0,89.94,9,2013
Duero,Valparaíso,2013-09-10,169.0,154.0,91.12,9,2013
Duero,Valparaíso,2013-09-17,169.0,153.0,90.53,9,2013
Duero,Valparaíso,2013-09-24,169.0,152.0,89.94,9,2013
Duero,Valparaíso,2013-10-01,169.0,153.0,90.53,10,2013
Duero,Valparaíso,2013-10-08,169.0,156.0,92.31,10,2013
Duero,Valparaíso,2013-10-15,169.0,155.0,91.72,10,2013
Duero,Valparaíso,2013-10-22,169.0,155.0,91.72,10,2013
Duero,Valparaíso,2013-10-29,169.0,154.0,91.12,10,2013
Duero,Valparaíso,2013-11-05,169.0,150.0,88.76,11,2013
Duero,Valparaíso,2013-11-12,169.0,147.0,86.98,11,2013
Duero,Valparaíso,2013-11-19,169.0,149.0,88.17,11,2013
Duero,Valparaíso,2013-11-26,169.0,149.0,88.17,11,2013
Duero,Valparaíso,2013-12-03,169.0,152.0,89.94,12,2013
Duero,Valparaíso,2013-12-10,169.0,158.0,93.49,12,2013
Duero,Valparaíso,2013-12-17,169.0,154.0,91.12,12,2013
Duero,Valparaíso,2013-12-24,169.0,152.0,89.94,12,2013
Duero,Valparaíso,2013-12-31,169.0,155.0,91.72,12,2013
Duero,Valparaíso,2014-01-07,169.0,157.0,92.9,1,2014
Duero,Valparaíso,2014-01-14,169.0,156.0,92.31,1,2014
Duero,Valparaíso,2014-01-21,169.0,157.0,92.9,1,2014
Duero,Valparaíso,2014-01-28,169.0,157.0,92.9,1,2014
Duero,Valparaíso,2014-02-04,169.0,157.0,92.9,2,2014
Duero,Valparaíso,2014-02-11,169.0,155.0,91.72,2,2014
Duero,Valparaíso,2014-02-18,169.0,156.0,92.31,2,2014
Duero,Valparaíso,2014-02-25,169.0,154.0,91.12,2,2014
Duero,Valparaíso,2014-03-04,169.0,153.0,90.53,3,2014
Duero,Valparaíso,2014-03-11,169.0,153.0,90.53,3,2014
Duero,Valparaíso,2014-03-18,169.0,154.0,91.12,3,2014
Duero,Valparaíso,2014-03-25,169.0,153.0,90.53,3,2014
Duero,Valparaíso,2014-04-01,169.0,158.0,93.49,4,2014
Duero,Valparaíso,2014-04-08,169.0,156.0,92.31,4,2014
Duero,Valparaíso,2014-04-15,169.0,156.0,92.31,4,2014
Duero,Valparaíso,2014-04-22,169.0,156.0,92.31,4,2014
