cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Ebro,Oliana,2018-01-09,84.0,42.0,50.0,1,2018
Ebro,Oliana,2018-01-16,84.0,45.0,53.57,1,2018
Ebro,Oliana,2018-01-23,84.0,47.0,55.95,1,2018
Ebro,Oliana,2018-01-30,84.0,55.0,65.48,1,2018
Ebro,Oliana,2018-02-06,84.0,59.0,70.24,2,2018
Ebro,Oliana,2018-02-13,84.0,56.0,66.67,2,2018
Ebro,Oliana,2018-02-20,84.0,56.0,66.67,2,2018
Ebro,Oliana,2018-02-27,84.0,58.0,69.05,2,2018
Ebro,Oliana,2018-03-06,84.0,68.0,80.95,3,2018
Ebro,Oliana,2018-03-13,84.0,64.0,76.19,3,2018
Ebro,Oliana,2018-03-20,84.0,63.0,75.0,3,2018
Ebro,Oliana,2018-03-27,84.0,56.0,66.67,3,2018
Ebro,Oliana,2018-04-03,84.0,53.0,63.1,4,2018
Ebro,Oliana,2018-04-10,84.0,55.0,65.48,4,2018
Ebro,Oliana,2018-04-17,84.0,70.0,83.33,4,2018
Ebro,Oliana,2018-04-24,84.0,77.0,91.67,4,2018
Ebro,Oliana,2018-05-01,84.0,71.0,84.52,5,2018
Ebro,Oliana,2018-05-08,84.0,67.0,79.76,5,2018
Ebro,Oliana,2018-05-15,84.0,75.0,89.29,5,2018
Ebro,Oliana,2018-05-22,84.0,75.0,89.29,5,2018
Ebro,Oliana,2018-05-29,84.0,82.0,97.62,5,2018
Ebro,Oliana,2018-06-05,84.0,74.0,88.1,6,2018
Ebro,Oliana,2018-06-12,84.0,75.0,89.29,6,2018
Ebro,Oliana,2018-06-19,84.0,72.0,85.71,6,2018
Ebro,Oliana,2018-06-26,84.0,68.0,80.95,6,2018
Ebro,Oliana,2018-07-03,84.0,73.0,86.9,7,2018
Ebro,Oliana,2018-07-10,84.0,73.0,86.9,7,2018
Ebro,Oliana,2018-07-17,84.0,81.0,96.43,7,2018
Ebro,Oliana,2018-07-24,84.0,82.0,97.62,7,2018
Ebro,Oliana,2018-07-31,84.0,79.0,94.05,7,2018
Ebro,Oliana,2018-08-07,84.0,73.0,86.9,8,2018
Ebro,Oliana,2018-08-14,84.0,74.0,88.1,8,2018
Ebro,Oliana,2018-08-21,84.0,79.0,94.05,8,2018
Ebro,Oliana,2018-08-28,84.0,76.0,90.48,8,2018
Ebro,Oliana,2018-09-04,84.0,70.0,83.33,9,2018
Ebro,Oliana,2018-09-11,84.0,68.0,80.95,9,2018
Ebro,Oliana,2018-09-18,84.0,64.0,76.19,9,2018
Ebro,Oliana,2018-09-25,84.0,59.0,70.24,9,2018
Ebro,Oliana,2018-10-02,84.0,57.0,67.86,10,2018
Ebro,Oliana,2018-10-09,84.0,55.0,65.48,10,2018
Ebro,Oliana,2018-10-16,84.0,58.0,69.05,10,2018
Ebro,Oliana,2018-10-23,84.0,66.0,78.57,10,2018
Ebro,Oliana,2018-10-30,84.0,64.0,76.19,10,2018
Ebro,Oliana,2018-11-06,84.0,63.0,75.0,11,2018
Ebro,Oliana,2018-11-13,84.0,70.0,83.33,11,2018
Ebro,Oliana,2018-11-20,84.0,64.0,76.19,11,2018
Ebro,Oliana,2018-11-27,84.0,57.0,67.86,11,2018
Ebro,Oliana,2018-12-04,84.0,56.0,66.67,12,2018
Ebro,Oliana,2018-12-11,84.0,59.0,70.24,12,2018
Ebro,Oliana,2018-12-18,84.0,61.0,72.62,12,2018
Ebro,Oliana,2018-12-25,84.0,63.0,75.0,12,2018
Ebro,Oliana,2019-01-01,84.0,64.0,76.19,1,2019
Ebro,Oliana,2019-01-08,84.0,65.0,77.38,1,2019
Ebro,Oliana,2019-01-15,84.0,64.0,76.19,1,2019
Ebro,Oliana,2019-01-22,84.0,63.0,75.0,1,2019
Ebro,Oliana,2019-01-29,84.0,63.0,75.0,1,2019
Ebro,Oliana,2019-02-05,84.0,64.0,76.19,2,2019
Ebro,Oliana,2019-02-12,84.0,64.0,76.19,2,2019
Ebro,Oliana,2019-02-19,84.0,56.0,66.67,2,2019
Ebro,Oliana,2019-02-26,84.0,54.0,64.29,2,2019
Ebro,Oliana,2019-03-05,84.0,50.0,59.52,3,2019
Ebro,Oliana,2019-03-12,84.0,51.0,60.71,3,2019
Ebro,Oliana,2019-03-19,84.0,50.0,59.52,3,2019
Ebro,Oliana,2019-03-26,84.0,48.0,57.14,3,2019
Ebro,Oliana,2019-04-02,84.0,48.0,57.14,4,2019
Ebro,Oliana,2019-04-09,84.0,48.0,57.14,4,2019
Ebro,Oliana,2019-04-16,84.0,47.0,55.95,4,2019
Ebro,Oliana,2019-04-23,84.0,53.0,63.1,4,2019
Ebro,Oliana,2019-04-30,84.0,61.0,72.62,4,2019
Ebro,Oliana,2019-05-07,84.0,61.0,72.62,5,2019
Ebro,Oliana,2019-05-14,84.0,57.0,67.86,5,2019
Ebro,Oliana,2019-05-21,84.0,64.0,76.19,5,2019
Ebro,Oliana,2019-05-28,84.0,72.0,85.71,5,2019
Ebro,Oliana,2019-06-04,84.0,80.0,95.24,6,2019
Ebro,Oliana,2019-06-11,84.0,81.0,96.43,6,2019
Ebro,Oliana,2019-06-18,84.0,83.0,98.81,6,2019
Ebro,Oliana,2019-06-25,84.0,80.0,95.24,6,2019
Ebro,Oliana,2019-07-02,84.0,84.0,100.0,7,2019
Ebro,Oliana,2019-07-09,84.0,78.0,92.86,7,2019
Ebro,Oliana,2019-07-16,84.0,74.0,88.1,7,2019
Ebro,Oliana,2019-07-23,84.0,72.0,85.71,7,2019
Ebro,Oliana,2019-07-30,84.0,70.0,83.33,7,2019
Ebro,Oliana,2019-08-06,84.0,67.0,79.76,8,2019
Ebro,Oliana,2019-08-13,84.0,62.0,73.81,8,2019
Ebro,Oliana,2019-08-20,84.0,58.0,69.05,8,2019
Ebro,Oliana,2019-08-27,84.0,57.0,67.86,8,2019
Ebro,Oliana,2019-09-03,84.0,53.0,63.1,9,2019
Ebro,Oliana,2019-09-10,84.0,49.0,58.33,9,2019
Ebro,Oliana,2019-09-17,84.0,47.0,55.95,9,2019
Ebro,Oliana,2019-09-24,84.0,47.0,55.95,9,2019
Ebro,Oliana,2019-10-01,84.0,46.0,54.76,10,2019
Ebro,Oliana,2019-10-08,84.0,44.0,52.38,10,2019
Ebro,Oliana,2019-10-15,84.0,42.0,50.0,10,2019
Ebro,Oliana,2019-10-22,84.0,42.0,50.0,10,2019
Ebro,Oliana,2019-10-29,84.0,57.0,67.86,10,2019
Ebro,Oliana,2019-11-05,84.0,53.0,63.1,11,2019
Ebro,Oliana,2019-11-12,84.0,59.0,70.24,11,2019
Ebro,Oliana,2019-11-19,84.0,63.0,75.0,11,2019
Ebro,Oliana,2019-11-26,84.0,67.0,79.76,11,2019
Ebro,Oliana,2019-12-03,84.0,67.0,79.76,12,2019
Ebro,Oliana,2019-12-10,84.0,66.0,78.57,12,2019
Ebro,Oliana,2019-12-17,84.0,69.0,82.14,12,2019
Ebro,Oliana,2019-12-24,84.0,78.0,92.86,12,2019
Ebro,Oliana,2019-12-31,84.0,71.0,84.52,12,2019
Ebro,Oliana,2020-01-07,84.0,67.0,79.76,1,2020
Ebro,Oliana,2020-01-14,84.0,65.0,77.38,1,2020
Ebro,Oliana,2020-01-21,84.0,62.0,73.81,1,2020
Ebro,Oliana,2020-01-28,84.0,73.0,86.9,1,2020
Ebro,Oliana,2020-02-04,84.0,67.0,79.76,2,2020
Ebro,Oliana,2020-02-11,84.0,64.0,76.19,2,2020
Ebro,Oliana,2020-02-18,84.0,67.0,79.76,2,2020
Ebro,Oliana,2020-02-25,84.0,64.0,76.19,2,2020
Ebro,Oliana,2020-03-03,84.0,65.0,77.38,3,2020
Ebro,Oliana,2020-03-10,84.0,66.0,78.57,3,2020
Ebro,Oliana,2020-03-17,84.0,66.0,78.57,3,2020
Ebro,Oliana,2020-03-24,84.0,69.0,82.14,3,2020
Ebro,Oliana,2020-03-31,84.0,57.0,67.86,3,2020
Ebro,Oliana,2020-04-07,84.0,49.0,58.33,4,2020
Ebro,Oliana,2020-04-14,84.0,46.0,54.76,4,2020
Ebro,Oliana,2020-04-21,84.0,47.0,55.95,4,2020
Ebro,Oliana,2020-04-28,84.0,54.0,64.29,4,2020
Ebro,Oliana,2020-05-05,84.0,62.0,73.81,5,2020
Ebro,Oliana,2020-05-12,84.0,66.0,78.57,5,2020
Ebro,Oliana,2020-05-19,84.0,84.0,100.0,5,2020
Ebro,Oliana,2020-05-26,84.0,82.0,97.62,5,2020
Ebro,Oliana,2020-06-02,84.0,75.0,89.29,6,2020
Ebro,Oliana,2020-06-09,84.0,72.0,85.71,6,2020
Ebro,Oliana,2020-06-16,84.0,82.0,97.62,6,2020
Ebro,Oliana,2020-06-23,84.0,74.0,88.1,6,2020
Ebro,Oliana,2020-06-30,84.0,74.0,88.1,6,2020
Ebro,Oliana,2020-07-07,84.0,74.0,88.1,7,2020
Ebro,Oliana,2020-07-14,84.0,71.0,84.52,7,2020
Ebro,Oliana,2020-07-21,84.0,69.0,82.14,7,2020
Ebro,Oliana,2020-07-28,84.0,65.0,77.38,7,2020
Ebro,Oliana,2020-08-04,84.0,61.0,72.62,8,2020
Ebro,Oliana,2020-08-11,84.0,60.0,71.43,8,2020
Ebro,Oliana,2020-08-18,84.0,60.0,71.43,8,2020
Ebro,Oliana,2020-08-25,84.0,58.0,69.05,8,2020
Ebro,Oliana,2020-09-01,84.0,58.0,69.05,9,2020
Ebro,Oliana,2020-09-08,84.0,60.0,71.43,9,2020
Ebro,Oliana,2020-09-15,84.0,62.0,73.81,9,2020
Ebro,Oliana,2020-09-22,84.0,60.0,71.43,9,2020
Ebro,Oliana,2020-09-29,84.0,52.0,61.9,9,2020
Ebro,Oliana,2020-10-06,84.0,51.0,60.71,10,2020
Ebro,Oliana,2020-10-13,84.0,50.0,59.52,10,2020
Ebro,Oliana,2020-10-20,84.0,51.0,60.71,10,2020
Ebro,Oliana,2020-10-27,84.0,54.0,64.29,10,2020
Ebro,Oliana,2020-11-03,84.0,53.0,63.1,11,2020
Ebro,Oliana,2020-11-10,84.0,54.0,64.29,11,2020
Ebro,Oliana,2020-11-17,84.0,50.0,59.52,11,2020
Ebro,Oliana,2020-11-24,84.0,48.0,57.14,11,2020
Ebro,Oliana,2020-12-01,84.0,45.0,53.57,12,2020
Ebro,Oliana,2020-12-08,84.0,42.0,50.0,12,2020
Ebro,Oliana,2020-12-15,84.0,44.0,52.38,12,2020
Ebro,Oliana,2020-12-22,84.0,44.0,52.38,12,2020
Ebro,Oliana,2020-12-29,84.0,42.0,50.0,12,2020
Ebro,Oliana,2021-01-05,84.0,44.0,52.38,1,2021
Ebro,Oliana,2021-01-12,84.0,44.0,52.38,1,2021
Ebro,Oliana,2021-01-19,84.0,44.0,52.38,1,2021
Ebro,Oliana,2021-01-26,84.0,44.0,52.38,1,2021
Ebro,Oliana,2021-02-02,84.0,47.0,55.95,2,2021
Ebro,Oliana,2021-02-09,84.0,48.0,57.14,2,2021
Ebro,Oliana,2021-02-16,84.0,48.0,57.14,2,2021
Ebro,Oliana,2021-02-23,84.0,46.0,54.76,2,2021
Ebro,Oliana,2021-03-02,84.0,51.0,60.71,3,2021
Ebro,Oliana,2021-03-09,84.0,49.0,58.33,3,2021
Ebro,Oliana,2021-03-16,84.0,48.0,57.14,3,2021
Ebro,Oliana,2021-03-23,84.0,48.0,57.14,3,2021
Ebro,Oliana,2021-03-30,84.0,46.0,54.76,3,2021
Ebro,Oliana,2021-04-06,84.0,50.0,59.52,4,2021
Ebro,Oliana,2021-04-13,84.0,55.0,65.48,4,2021
Ebro,Oliana,2021-04-20,84.0,55.0,65.48,4,2021
Ebro,Oliana,2021-04-27,84.0,52.0,61.9,4,2021
Ebro,Oliana,2021-05-04,84.0,53.0,63.1,5,2021
Ebro,Oliana,2021-05-11,84.0,57.0,67.86,5,2021
Ebro,Oliana,2021-05-18,84.0,65.0,77.38,5,2021
Ebro,Oliana,2021-05-25,84.0,71.0,84.52,5,2021
Ebro,Oliana,2021-06-01,84.0,73.0,86.9,6,2021
Ebro,Oliana,2021-06-08,84.0,77.0,91.67,6,2021
Ebro,Oliana,2021-06-15,84.0,77.0,91.67,6,2021
Ebro,Oliana,2021-06-22,84.0,78.0,92.86,6,2021
Ebro,Oliana,2021-06-29,84.0,78.0,92.86,6,2021
Ebro,Oliana,2021-07-06,84.0,75.0,89.29,7,2021
Ebro,Oliana,2021-07-13,84.0,71.0,84.52,7,2021
Ebro,Oliana,2021-07-20,84.0,69.0,82.14,7,2021
Ebro,Oliana,2021-07-27,84.0,69.0,82.14,7,2021
Ebro,Oliana,2021-08-03,84.0,66.0,78.57,8,2021
Ebro,Oliana,2021-08-10,84.0,63.0,75.0,8,2021
Ebro,Oliana,2021-08-17,84.0,53.0,63.1,8,2021
Ebro,Oliana,2021-08-24,84.0,47.0,55.95,8,2021
Ebro,Oliana,2021-08-31,84.0,43.0,51.19,8,2021
Ebro,Oliana,2021-09-07,84.0,41.0,48.81,9,2021
Ebro,Oliana,2021-09-14,84.0,40.0,47.62,9,2021
Ebro,Oliana,2021-09-21,84.0,41.0,48.81,9,2021
Ebro,Oliana,2021-09-28,84.0,41.0,48.81,9,2021
Ebro,Oliana,2021-10-05,84.0,41.0,48.81,10,2021
Ebro,Oliana,2021-10-12,84.0,44.0,52.38,10,2021
Ebro,Oliana,2021-10-19,84.0,42.0,50.0,10,2021
Ebro,Oliana,2021-10-26,84.0,39.0,46.43,10,2021
Ebro,Oliana,2021-11-02,84.0,38.0,45.24,11,2021
Ebro,Oliana,2021-11-09,84.0,38.0,45.24,11,2021
Ebro,Oliana,2021-11-16,84.0,38.0,45.24,11,2021
Ebro,Oliana,2021-11-23,84.0,37.0,44.05,11,2021
Ebro,Oliana,2021-11-30,84.0,38.0,45.24,11,2021
Ebro,Oliana,2021-12-07,84.0,38.0,45.24,12,2021
Ebro,Oliana,2021-12-14,84.0,39.0,46.43,12,2021
Ebro,Oliana,2021-12-21,84.0,40.0,47.62,12,2021
Ebro,Oliana,2021-12-28,84.0,41.0,48.81,12,2021
Ebro,Pajares,2012-01-03,35.0,11.0,31.43,1,2012
Ebro,Pajares,2012-01-10,35.0,11.0,31.43,1,2012
Ebro,Pajares,2012-01-17,35.0,11.0,31.43,1,2012
Ebro,Pajares,2012-01-24,35.0,11.0,31.43,1,2012
Ebro,Pajares,2012-01-31,35.0,11.0,31.43,1,2012
Ebro,Pajares,2012-02-07,35.0,11.0,31.43,2,2012
Ebro,Pajares,2012-02-14,35.0,11.0,31.43,2,2012
Ebro,Pajares,2012-02-21,35.0,11.0,31.43,2,2012
Ebro,Pajares,2012-02-28,35.0,11.0,31.43,2,2012
Ebro,Pajares,2012-03-06,35.0,12.0,34.29,3,2012
Ebro,Pajares,2012-03-13,35.0,14.0,40.0,3,2012
Ebro,Pajares,2012-03-20,35.0,15.0,42.86,3,2012
Ebro,Pajares,2012-03-27,35.0,16.0,45.71,3,2012
Ebro,Pajares,2012-04-03,35.0,17.0,48.57,4,2012
Ebro,Pajares,2012-04-10,35.0,18.0,51.43,4,2012
Ebro,Pajares,2012-04-17,35.0,18.0,51.43,4,2012
Ebro,Pajares,2012-04-24,35.0,19.0,54.29,4,2012
Ebro,Pajares,2012-05-01,35.0,21.0,60.0,5,2012
Ebro,Pajares,2012-05-08,35.0,22.0,62.86,5,2012
Ebro,Pajares,2012-05-15,35.0,23.0,65.71,5,2012
Ebro,Pajares,2012-05-22,35.0,23.0,65.71,5,2012
Ebro,Pajares,2012-05-29,35.0,23.0,65.71,5,2012
Ebro,Pajares,2012-06-05,35.0,22.0,62.86,6,2012
Ebro,Pajares,2012-06-12,35.0,22.0,62.86,6,2012
Ebro,Pajares,2012-06-19,35.0,21.0,60.0,6,2012
Ebro,Pajares,2012-06-26,35.0,21.0,60.0,6,2012
Ebro,Pajares,2012-07-03,35.0,20.0,57.14,7,2012
Ebro,Pajares,2012-07-10,35.0,19.0,54.29,7,2012
Ebro,Pajares,2012-07-17,35.0,18.0,51.43,7,2012
Ebro,Pajares,2012-07-24,35.0,17.0,48.57,7,2012
Ebro,Pajares,2012-07-31,35.0,16.0,45.71,7,2012
Ebro,Pajares,2012-08-07,35.0,15.0,42.86,8,2012
Ebro,Pajares,2012-08-14,35.0,14.0,40.0,8,2012
Ebro,Pajares,2012-08-21,35.0,13.0,37.14,8,2012
Ebro,Pajares,2012-08-28,35.0,13.0,37.14,8,2012
Ebro,Pajares,2012-09-04,35.0,12.0,34.29,9,2012
Ebro,Pajares,2012-09-11,35.0,12.0,34.29,9,2012
Ebro,Pajares,2012-09-18,35.0,12.0,34.29,9,2012
Ebro,Pajares,2012-09-25,35.0,12.0,34.29,9,2012
Ebro,Pajares,2012-10-02,35.0,11.0,31.43,10,2012
Ebro,Pajares,2012-10-09,35.0,11.0,31.43,10,2012
Ebro,Pajares,2012-10-16,35.0,10.0,28.57,10,2012
Ebro,Pajares,2012-10-23,35.0,10.0,28.57,10,2012
Ebro,Pajares,2012-10-30,35.0,10.0,28.57,10,2012
Ebro,Pajares,2012-11-06,35.0,10.0,28.57,11,2012
Ebro,Pajares,2012-11-13,35.0,10.0,28.57,11,2012
Ebro,Pajares,2012-11-20,35.0,10.0,28.57,11,2012
Ebro,Pajares,2012-11-27,35.0,10.0,28.57,11,2012
Ebro,Pajares,2012-12-04,35.0,10.0,28.57,12,2012
Ebro,Pajares,2012-12-11,35.0,10.0,28.57,12,2012
Ebro,Pajares,2012-12-18,35.0,11.0,31.43,12,2012
Ebro,Pajares,2012-12-25,35.0,12.0,34.29,12,2012
Ebro,Pajares,2013-01-01,35.0,12.0,34.29,1,2013
Ebro,Pajares,2013-01-08,35.0,12.0,34.29,1,2013
Ebro,Pajares,2013-01-15,35.0,12.0,34.29,1,2013
Ebro,Pajares,2013-01-22,35.0,14.0,40.0,1,2013
Ebro,Pajares,2013-01-29,35.0,15.0,42.86,1,2013
Ebro,Pajares,2013-02-05,35.0,17.0,48.57,2,2013
Ebro,Pajares,2013-02-12,35.0,18.0,51.43,2,2013
Ebro,Pajares,2013-02-19,35.0,20.0,57.14,2,2013
Ebro,Pajares,2013-02-26,35.0,21.0,60.0,2,2013
Ebro,Pajares,2013-03-05,35.0,22.0,62.86,3,2013
Ebro,Pajares,2013-03-12,35.0,29.0,82.86,3,2013
Ebro,Pajares,2013-03-19,35.0,31.0,88.57,3,2013
Ebro,Pajares,2013-03-26,35.0,32.0,91.43,3,2013
Ebro,Pajares,2013-04-02,35.0,33.0,94.29,4,2013
Ebro,Pajares,2013-04-09,35.0,35.0,100.0,4,2013
Ebro,Pajares,2013-04-16,35.0,35.0,100.0,4,2013
Ebro,Pajares,2013-04-23,35.0,35.0,100.0,4,2013
Ebro,Pajares,2013-04-30,35.0,35.0,100.0,4,2013
Ebro,Pajares,2013-05-07,35.0,34.0,97.14,5,2013
Ebro,Pajares,2013-05-14,35.0,35.0,100.0,5,2013
Ebro,Pajares,2013-05-21,35.0,35.0,100.0,5,2013
Ebro,Pajares,2013-05-28,35.0,35.0,100.0,5,2013
Ebro,Pajares,2013-06-04,35.0,35.0,100.0,6,2013
Ebro,Pajares,2013-06-11,35.0,35.0,100.0,6,2013
Ebro,Pajares,2013-06-18,35.0,35.0,100.0,6,2013
Ebro,Pajares,2013-06-25,35.0,35.0,100.0,6,2013
Ebro,Pajares,2013-07-02,35.0,35.0,100.0,7,2013
Ebro,Pajares,2013-07-09,35.0,35.0,100.0,7,2013
Ebro,Pajares,2013-07-16,35.0,34.0,97.14,7,2013
Ebro,Pajares,2013-07-23,35.0,34.0,97.14,7,2013
Ebro,Pajares,2013-07-30,35.0,33.0,94.29,7,2013
Ebro,Pajares,2013-08-06,35.0,32.0,91.43,8,2013
Ebro,Pajares,2013-08-13,35.0,29.0,82.86,8,2013
Ebro,Pajares,2013-08-20,35.0,27.0,77.14,8,2013
Ebro,Pajares,2013-08-27,35.0,24.0,68.57,8,2013
Ebro,Pajares,2013-09-03,35.0,23.0,65.71,9,2013
Ebro,Pajares,2013-09-10,35.0,22.0,62.86,9,2013
Ebro,Pajares,2013-09-17,35.0,21.0,60.0,9,2013
Ebro,Pajares,2013-09-24,35.0,21.0,60.0,9,2013
Ebro,Pajares,2013-10-01,35.0,20.0,57.14,10,2013
Ebro,Pajares,2013-10-08,35.0,20.0,57.14,10,2013
Ebro,Pajares,2013-10-15,35.0,20.0,57.14,10,2013
Ebro,Pajares,2013-10-22,35.0,20.0,57.14,10,2013
Ebro,Pajares,2013-10-29,35.0,20.0,57.14,10,2013
Ebro,Pajares,2013-11-05,35.0,19.0,54.29,11,2013
Ebro,Pajares,2013-11-12,35.0,19.0,54.29,11,2013
Ebro,Pajares,2013-11-19,35.0,19.0,54.29,11,2013
Ebro,Pajares,2013-11-26,35.0,19.0,54.29,11,2013
Ebro,Pajares,2013-12-03,35.0,19.0,54.29,12,2013
Ebro,Pajares,2013-12-10,35.0,19.0,54.29,12,2013
Ebro,Pajares,2013-12-17,35.0,19.0,54.29,12,2013
Ebro,Pajares,2013-12-24,35.0,19.0,54.29,12,2013
Ebro,Pajares,2013-12-31,35.0,22.0,62.86,12,2013
Ebro,Pajares,2014-01-07,35.0,23.0,65.71,1,2014
Ebro,Pajares,2014-01-14,35.0,26.0,74.29,1,2014
Ebro,Pajares,2014-01-21,35.0,26.0,74.29,1,2014
Ebro,Pajares,2014-01-28,35.0,28.0,80.0,1,2014
Ebro,Pajares,2014-02-04,35.0,29.0,82.86,2,2014
Ebro,Pajares,2014-02-11,35.0,31.0,88.57,2,2014
Ebro,Pajares,2014-02-18,35.0,32.0,91.43,2,2014
Ebro,Pajares,2014-02-25,35.0,33.0,94.29,2,2014
Ebro,Pajares,2014-03-04,35.0,34.0,97.14,3,2014
Ebro,Pajares,2014-03-11,35.0,35.0,100.0,3,2014
Ebro,Pajares,2014-03-18,35.0,35.0,100.0,3,2014
Ebro,Pajares,2014-03-25,35.0,35.0,100.0,3,2014
Ebro,Pajares,2014-04-01,35.0,35.0,100.0,4,2014
Ebro,Pajares,2014-04-08,35.0,35.0,100.0,4,2014
Ebro,Pajares,2014-04-15,35.0,35.0,100.0,4,2014
Ebro,Pajares,2014-04-22,35.0,35.0,100.0,4,2014
Ebro,Pajares,2014-04-29,35.0,35.0,100.0,4,2014
Ebro,Pajares,2014-05-06,35.0,34.0,97.14,5,2014
Ebro,Pajares,2014-05-13,35.0,34.0,97.14,5,2014
Ebro,Pajares,2014-05-20,35.0,34.0,97.14,5,2014
Ebro,Pajares,2014-05-27,35.0,34.0,97.14,5,2014
Ebro,Pajares,2014-06-03,35.0,34.0,97.14,6,2014
Ebro,Pajares,2014-06-10,35.0,34.0,97.14,6,2014
Ebro,Pajares,2014-06-17,35.0,33.0,94.29,6,2014
Ebro,Pajares,2014-06-24,35.0,32.0,91.43,6,2014
Ebro,Pajares,2014-07-01,35.0,32.0,91.43,7,2014
Ebro,Pajares,2014-07-08,35.0,31.0,88.57,7,2014
Ebro,Pajares,2014-07-15,35.0,31.0,88.57,7,2014
Ebro,Pajares,2014-07-22,35.0,27.0,77.14,7,2014
Ebro,Pajares,2014-07-29,35.0,24.0,68.57,7,2014
Ebro,Pajares,2014-08-05,35.0,21.0,60.0,8,2014
Ebro,Pajares,2014-08-12,35.0,20.0,57.14,8,2014
Ebro,Pajares,2014-08-19,35.0,18.0,51.43,8,2014
Ebro,Pajares,2014-08-26,35.0,17.0,48.57,8,2014
Ebro,Pajares,2014-09-02,35.0,16.0,45.71,9,2014
Ebro,Pajares,2014-09-09,35.0,16.0,45.71,9,2014
Ebro,Pajares,2014-09-16,35.0,15.0,42.86,9,2014
Ebro,Pajares,2014-09-23,35.0,15.0,42.86,9,2014
Ebro,Pajares,2014-09-30,35.0,14.0,40.0,9,2014
Ebro,Pajares,2014-10-07,35.0,14.0,40.0,10,2014
Ebro,Pajares,2014-10-14,35.0,14.0,40.0,10,2014
Ebro,Pajares,2014-10-21,35.0,13.0,37.14,10,2014
Ebro,Pajares,2014-10-28,35.0,13.0,37.14,10,2014
Ebro,Pajares,2014-11-04,35.0,13.0,37.14,11,2014
Ebro,Pajares,2014-11-11,35.0,13.0,37.14,11,2014
Ebro,Pajares,2014-11-18,35.0,13.0,37.14,11,2014
Ebro,Pajares,2014-11-25,35.0,13.0,37.14,11,2014
Ebro,Pajares,2014-12-02,35.0,16.0,45.71,12,2014
Ebro,Pajares,2014-12-09,35.0,18.0,51.43,12,2014
Ebro,Pajares,2014-12-16,35.0,20.0,57.14,12,2014
Ebro,Pajares,2014-12-23,35.0,23.0,65.71,12,2014
Ebro,Pajares,2014-12-30,35.0,24.0,68.57,12,2014
Ebro,Pajares,2015-01-06,35.0,24.0,68.57,1,2015
Ebro,Pajares,2015-01-13,35.0,24.0,68.57,1,2015
Ebro,Pajares,2015-01-20,35.0,24.0,68.57,1,2015
Ebro,Pajares,2015-01-27,35.0,24.0,68.57,1,2015
Ebro,Pajares,2015-02-03,35.0,26.0,74.29,2,2015
Ebro,Pajares,2015-02-10,35.0,27.0,77.14,2,2015
Ebro,Pajares,2015-02-17,35.0,28.0,80.0,2,2015
Ebro,Pajares,2015-02-24,35.0,29.0,82.86,2,2015
Ebro,Pajares,2015-03-03,35.0,34.0,97.14,3,2015
Ebro,Pajares,2015-03-10,35.0,34.0,97.14,3,2015
Ebro,Pajares,2015-03-17,35.0,34.0,97.14,3,2015
Ebro,Pajares,2015-03-24,35.0,35.0,100.0,3,2015
Ebro,Pajares,2015-03-31,35.0,34.0,97.14,3,2015
Ebro,Pajares,2015-04-07,35.0,34.0,97.14,4,2015
Ebro,Pajares,2015-04-14,35.0,34.0,97.14,4,2015
Ebro,Pajares,2015-04-21,35.0,34.0,97.14,4,2015
Ebro,Pajares,2015-04-28,35.0,34.0,97.14,4,2015
Ebro,Pajares,2015-05-05,35.0,34.0,97.14,5,2015
Ebro,Pajares,2015-05-12,35.0,34.0,97.14,5,2015
Ebro,Pajares,2015-05-19,35.0,33.0,94.29,5,2015
Ebro,Pajares,2015-05-26,35.0,32.0,91.43,5,2015
Ebro,Pajares,2015-06-02,35.0,31.0,88.57,6,2015
Ebro,Pajares,2015-06-09,35.0,30.0,85.71,6,2015
Ebro,Pajares,2015-06-16,35.0,30.0,85.71,6,2015
Ebro,Pajares,2015-06-23,35.0,30.0,85.71,6,2015
Ebro,Pajares,2015-06-30,35.0,28.0,80.0,6,2015
Ebro,Pajares,2015-07-07,35.0,28.0,80.0,7,2015
Ebro,Pajares,2015-07-14,35.0,26.0,74.29,7,2015
Ebro,Pajares,2015-07-21,35.0,24.0,68.57,7,2015
Ebro,Pajares,2015-07-28,35.0,20.0,57.14,7,2015
Ebro,Pajares,2015-08-04,35.0,18.0,51.43,8,2015
Ebro,Pajares,2015-08-11,35.0,15.0,42.86,8,2015
Ebro,Pajares,2015-08-18,35.0,13.0,37.14,8,2015
Ebro,Pajares,2015-08-25,35.0,12.0,34.29,8,2015
Ebro,Pajares,2015-09-01,35.0,11.0,31.43,9,2015
Ebro,Pajares,2015-09-08,35.0,11.0,31.43,9,2015
Ebro,Pajares,2015-09-15,35.0,11.0,31.43,9,2015
Ebro,Pajares,2015-09-22,35.0,11.0,31.43,9,2015
Ebro,Pajares,2015-09-29,35.0,10.0,28.57,9,2015
Ebro,Pajares,2015-10-06,35.0,10.0,28.57,10,2015
Ebro,Pajares,2015-10-13,35.0,10.0,28.57,10,2015
Ebro,Pajares,2015-10-20,35.0,10.0,28.57,10,2015
Ebro,Pajares,2015-10-27,35.0,9.0,25.71,10,2015
Ebro,Pajares,2015-11-03,35.0,9.0,25.71,11,2015
Ebro,Pajares,2015-11-10,35.0,9.0,25.71,11,2015
