;;;;GASTOS DE PRESTACIONES POR DESEMPLEO (miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Gasto Total Prestación;Gasto Prestación Contributiva;Gasto Subsidio Desempleo;Gasto Renta Activa Inserción;Gasto Subsidio Eventuales Agrarios
201611;Noviembre de 2016;2;Aragón;50;Zaragoza;25793,34;19195,82;5287,13;1249,23;0
201611;Noviembre de 2016;3;Asturias, Principado de;33;Asturias;29296;19970,55;7533,16;1723,57;0
201611;Noviembre de 2016;4;Balears, Illes;7;Balears, Illes;59162,14;44551,53;13597,72;970,56;0
201611;Noviembre de 2016;5;Canarias;35;Palmas, Las;39436,94;23495,34;11573,86;3913,55;0
201611;Noviembre de 2016;5;Canarias;38;Santa Cruz de Tenerife;36546,07;20681,2;11789,98;3688,35;0
201611;Noviembre de 2016;6;Cantabria;39;Cantabria;16355,94;11216,01;4260,42;846,32;0
201611;Noviembre de 2016;7;Castilla y León;5;Ávila;4312,8;2554,36;1417,6;316,71;0
201611;Noviembre de 2016;7;Castilla y León;9;Burgos;10459,78;7454,84;2511,45;462,48;0
201611;Noviembre de 2016;7;Castilla y León;24;León;13572,79;9234,03;3569,72;725,32;0
201611;Noviembre de 2016;7;Castilla y León;34;Palencia;4502,14;3240,13;1052,49;198;0
201611;Noviembre de 2016;7;Castilla y León;37;Salamanca;8972,23;5566,91;2732,55;622,93;0
201611;Noviembre de 2016;7;Castilla y León;40;Segovia;3473,81;2413,21;873,51;178,67;0
201611;Noviembre de 2016;7;Castilla y León;42;Soria;2137,37;1553,44;492,76;87,52;0
201611;Noviembre de 2016;7;Castilla y León;47;Valladolid;13483,6;9712,29;2978,11;752,3;0
201611;Noviembre de 2016;7;Castilla y León;49;Zamora;4454,41;2654,11;1458,93;318,32;0
201611;Noviembre de 2016;8;Castilla - La Mancha;2;Albacete;12679,6;7347,2;4068,34;1132,14;0
201611;Noviembre de 2016;8;Castilla - La Mancha;13;Ciudad Real;16917,22;8916,87;6011,62;1719,94;0
201611;Noviembre de 2016;8;Castilla - La Mancha;16;Cuenca;5405,72;3150,97;1757,97;450,35;0
201611;Noviembre de 2016;8;Castilla - La Mancha;19;Guadalajara;7765,8;5470,51;1881,67;376,73;0
201611;Noviembre de 2016;8;Castilla - La Mancha;45;Toledo;22661,01;12737,32;7619,27;2036,69;0
201611;Noviembre de 2016;9;Cataluña;8;Barcelona;168969,78;122963,13;38313,65;7318,32;0
201611;Noviembre de 2016;9;Cataluña;17;Girona;27113,03;19252,59;6851,61;964,49;0
201611;Noviembre de 2016;9;Cataluña;25;Lleida;12763,43;9332,27;2820,83;572,1;0
201611;Noviembre de 2016;9;Cataluña;43;Tarragona;28836,94;19692,96;7567,8;1488,59;0
201611;Noviembre de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;56115,16;32586,99;17601,77;5378,07;0
201611;Noviembre de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;17234,19;10768,56;5037,82;1313,78;0
201611;Noviembre de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;76324,21;47510,65;21547,13;6654,35;0
201611;Noviembre de 2016;11;Extremadura;6;Badajoz;31503,05;13245,32;11469,14;2130,26;4412,48
201611;Noviembre de 2016;11;Extremadura;10;Cáceres;17167,36;7438,1;6126,46;1045,17;2469,19
201611;Noviembre de 2016;12;Galicia;15;Coruña, A;31420,84;21403,8;8180,25;1733,2;0
201611;Noviembre de 2016;12;Galicia;27;Lugo;7947,38;5107,13;2327,94;484,97;0
201611;Noviembre de 2016;12;Galicia;32;Ourense;8067,96;4654,81;2851,97;523,81;0
201611;Noviembre de 2016;12;Galicia;36;Pontevedra;30454,39;19151,56;9221,81;1932,87;0
201611;Noviembre de 2016;13;Madrid, Comunidad de;28;Madrid;189001,47;148451,31;32679,18;7525,08;0
201611;Noviembre de 2016;14;Murcia, Región de;30;Murcia;45602,05;30797,93;10583,51;3817,47;0
201611;Noviembre de 2016;15;Navarra, Comunidad Foral de;31;Navarra;17207,78;13279,51;3361,49;557,25;0
201611;Noviembre de 2016;16;País Vasco;1;Araba/Álava;8065,48;6341,85;1504,16;217;0
201611;Noviembre de 2016;16;País Vasco;20;Gipuzkoa;16806,55;13425,1;3032,72;342,2;0
201611;Noviembre de 2016;16;País Vasco;48;Bizkaia;28386,7;22118,53;5457,79;802,19;0
201611;Noviembre de 2016;17;Rioja, La;26;Rioja, La;8674,29;6412,54;1814,03;425,28;0
201611;Noviembre de 2016;18;Ceuta;51;Ceuta;2329,21;937,76;948,87;321,23;0
201611;Noviembre de 2016;19;Melilla;52;Melilla;2018,97;970,76;738,89;247,34;0
201612;Diciembre de 2016;1;Andalucía;4;Almería;23565,87;12749,12;7327,83;1897,65;1348,85
201612;Diciembre de 2016;1;Andalucía;11;Cádiz;52697,19;25985,39;17228,82;5115,74;3605,15
201612;Diciembre de 2016;1;Andalucía;14;Córdoba;32657,77;11415,45;11155,27;2236,07;7570,29
201612;Diciembre de 2016;1;Andalucía;18;Granada;37079,8;16255,19;12610,3;2731,87;5146,67
201612;Diciembre de 2016;1;Andalucía;21;Huelva;29164,41;14759,37;8697,13;1675,97;3827,29
201612;Diciembre de 2016;1;Andalucía;23;Jaén;21703,4;7825,16;6948,71;1546,16;5208,13
201612;Diciembre de 2016;1;Andalucía;29;Málaga;63527,32;36710,1;17976,23;4756,49;3532,11
201612;Diciembre de 2016;1;Andalucía;41;Sevilla;80922,27;35234,25;26512,02;6389,75;11869,3
201612;Diciembre de 2016;2;Aragón;22;Huesca;5588,61;4289;1083,42;200,88;0
201612;Diciembre de 2016;2;Aragón;44;Teruel;3491,26;2563,63;761,13;156,06;0
201612;Diciembre de 2016;2;Aragón;50;Zaragoza;25059,28;18538,08;5228,58;1231,65;0
201612;Diciembre de 2016;3;Asturias, Principado de;33;Asturias;29369,85;20065,39;7525,87;1713,48;0
201612;Diciembre de 2016;4;Balears, Illes;7;Balears, Illes;86661,25;68716,41;16941,16;965,86;0
201612;Diciembre de 2016;5;Canarias;35;Palmas, Las;38825,4;23120,81;11376,64;3865,56;0
201612;Diciembre de 2016;5;Canarias;38;Santa Cruz de Tenerife;35929,9;20297,83;11592,7;3642,54;0
201612;Diciembre de 2016;6;Cantabria;39;Cantabria;17588,57;12172,8;4533,13;852,02;0
201612;Diciembre de 2016;7;Castilla y León;5;Ávila;4222,26;2516,39;1363,95;316,18;0
201612;Diciembre de 2016;7;Castilla y León;9;Burgos;10180,03;7156,4;2529,51;464,68;0
201612;Diciembre de 2016;7;Castilla y León;24;León;13677,4;9343,99;3573,23;716,5;0
201612;Diciembre de 2016;7;Castilla y León;34;Palencia;4580,17;3288,35;1085,78;194,89;0
201612;Diciembre de 2016;7;Castilla y León;37;Salamanca;9089,64;5683,21;2732,59;624,24;0
201612;Diciembre de 2016;7;Castilla y León;40;Segovia;3536,09;2483,8;859,37;184,71;0
201612;Diciembre de 2016;7;Castilla y León;42;Soria;2253,46;1667,28;502,62;79,24;0
201612;Diciembre de 2016;7;Castilla y León;47;Valladolid;12893,23;9181,38;2922,83;745,1;0
201612;Diciembre de 2016;7;Castilla y León;49;Zamora;4611,99;2763,26;1510,52;318,97;0
201612;Diciembre de 2016;8;Castilla - La Mancha;2;Albacete;12888,35;7410,94;4215,94;1124,95;0
201612;Diciembre de 2016;8;Castilla - La Mancha;13;Ciudad Real;16716,12;8771,81;5974,98;1702,03;0
201612;Diciembre de 2016;8;Castilla - La Mancha;16;Cuenca;5264,36;3022,29;1738,63;454,68;0
201612;Diciembre de 2016;8;Castilla - La Mancha;19;Guadalajara;7930,26;5636,14;1898,94;362,69;0
201612;Diciembre de 2016;8;Castilla - La Mancha;45;Toledo;22567,17;12635,6;7632,32;2046,24;0
201612;Diciembre de 2016;9;Cataluña;8;Barcelona;168593,21;123271,12;37731,49;7195,58;0
201612;Diciembre de 2016;9;Cataluña;17;Girona;28942,71;20995,22;6933,83;966,91;0
201612;Diciembre de 2016;9;Cataluña;25;Lleida;12036,77;8706,22;2725,22;569,5;0
201612;Diciembre de 2016;9;Cataluña;43;Tarragona;30385,47;21124,02;7654,87;1514,76;0
201612;Diciembre de 2016;10;Comunitat Valenciana;3;Alicante/Alacant;56713,97;33355,42;17513,52;5308,74;0
201612;Diciembre de 2016;10;Comunitat Valenciana;12;Castellón/Castelló;17307,78;11064,09;4871,14;1268,32;0
201612;Diciembre de 2016;10;Comunitat Valenciana;46;Valencia/Valéncia;74264,17;46118,03;21001,69;6541,39;0
201612;Diciembre de 2016;11;Extremadura;6;Badajoz;30885,36;13118,12;11237,04;2105,65;4188,9
201612;Diciembre de 2016;11;Extremadura;10;Cáceres;17715,48;7771,28;6282,18;1053,51;2520,91
201612;Diciembre de 2016;12;Galicia;15;Coruña, A;32437,9;22368,04;8220,26;1747,36;0
201612;Diciembre de 2016;12;Galicia;27;Lugo;8328,33;5452,18;2368,07;484,64;0
201612;Diciembre de 2016;12;Galicia;32;Ourense;8276,83;4922,93;2799,34;518,9;0
201612;Diciembre de 2016;12;Galicia;36;Pontevedra;31347,27;20016,79;9216,45;1968,04;0
201612;Diciembre de 2016;13;Madrid, Comunidad de;28;Madrid;181927,74;142441;31725,02;7417,01;0
201612;Diciembre de 2016;14;Murcia, Región de;30;Murcia;44902,91;30145,08;10548,77;3798,09;0
201612;Diciembre de 2016;15;Navarra, Comunidad Foral de;31;Navarra;17772,1;13783,28;3425,07;554,52;0
201612;Diciembre de 2016;16;País Vasco;1;Araba/Álava;7744,87;6056,23;1466,7;219,24;0
201612;Diciembre de 2016;16;País Vasco;20;Gipuzkoa;16954,22;13569,51;3047,33;330,29;0
201612;Diciembre de 2016;16;País Vasco;48;Bizkaia;27616,52;21350,27;5481,55;775,95;0
201612;Diciembre de 2016;17;Rioja, La;26;Rioja, La;8572,01;6360,88;1758,53;429,82;0
201612;Diciembre de 2016;18;Ceuta;51;Ceuta;2363,52;962,69;945,86;323,01;0
201612;Diciembre de 2016;19;Melilla;52;Melilla;1865,29;875,02;686,86;244,75;0
