ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ISLA,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,NUDO_INFO,CARRETERA_CRUCE,PRIORI_NORMA,PRIORI_AGENTE,PRIORI_SEMAFORO,PRIORI_VERT_STOP,PRIORI_VERT_CEDA,PRIORI_HORIZ_STOP,PRIORI_HORIZ_CEDA,PRIORI_MARCAS,PRIORI_PEA_NO_ELEV,PRIORI_PEA_ELEV,PRIORI_MARCA_CICLOS,PRIORI_CIRCUNSTANCIAL,PRIORI_OTRA,CONDICION_NIVEL_CIRCULA,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_VIENTO,VISIB_RESTRINGIDA_POR,ACERA,TRAZADO_PLANTA
77,2024,1,7,15,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,1,4,,,18,999,998
78,2024,1,1,10,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,1,,,18,998,998
79,2024,1,1,16,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,,,18,998,998
80,2024,1,2,13,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
81,2024,1,3,8,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,7,,,18,999,998
82,2024,1,4,20,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,7,,,18,999,998
83,2024,1,5,8,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,3,1,7,,,18,999,998
84,2024,1,1,8,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,999,998
85,2024,1,2,12,1,01059,,3,2,No inventariada,0,4,4,9,7,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,7,,,18,999,998
86,2024,1,3,5,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
87,2024,1,5,18,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,999,998
88,2024,1,6,19,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
89,2024,1,6,21,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,4,3,,,18,998,998
90,2024,1,7,13,1,01059,,3,2,No inventariada,0,4,4,9,2,0,1,1,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,9,1,7,,,18,998,998
91,2024,1,1,8,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
92,2024,1,2,6,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,998,998
93,2024,1,3,14,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,9,1,7,,,18,998,998
94,2024,1,3,14,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,18,998,998
95,2024,1,5,14,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,,,18,998,998
96,2024,1,7,9,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,1,1,,,18,998,998
97,2024,1,1,18,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,7,,,18,999,998
98,2024,3,5,6,1,00000,,1,1,A-3612,26,2,3,14,8,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,6,2,2,,5,998,4
99,2024,1,2,11,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,18,998,998
100,2024,1,3,8,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,1,,,18,998,998
101,2024,2,4,14,1,01059,,3,2,No inventariada,0,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,998,998
102,2024,2,4,12,1,01059,,3,2,No inventariada,0,4,4,9,4,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,998,998
103,2024,2,6,21,1,01059,,3,2,No inventariada,0,4,4,9,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
104,2024,2,7,20,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,5,5,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
105,2024,1,1,6,1,00000,,1,1,A-2604,56,2,3,6,16,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,2,1,,,1,998,1
106,2024,3,3,23,1,00000,,3,2,No inventariada,0,4,4,9,16,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,4,1,,,1,998,998
107,2024,3,5,20,1,00000,,1,1,N-124,29,1,5,8,5,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,,,1,998,3
108,2024,2,2,12,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,1,7,,,18,998,998
109,2024,2,4,5,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,4,3,,,18,998,998
110,2024,2,4,8,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,2,998,998
111,2024,3,6,13,1,00000,,1,1,A-4339,30,1,3,14,4,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,1
112,2024,3,4,1,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
113,2024,2,6,3,1,01059,,3,2,No inventariada,0,4,4,9,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,3,4,3,,,18,998,998
114,2024,2,2,18,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,1,1,,,18,998,998
115,2024,2,5,15,1,01059,,3,2,No inventariada,0,4,4,9,3,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
116,2024,3,6,14,1,00000,,1,1,AP-68,69,1,2,1,12,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,3
117,2024,3,2,8,1,00000,,1,1,N-124,25,1,5,14,16,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,1,2,,,1,998,4
118,2024,3,2,17,1,01059,,3,2,No inventariada,0,4,5,7,10,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
119,2024,3,2,17,1,00000,,1,1,A-2134,2,2,3,6,13,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,,,6,998,2
120,2024,3,4,13,1,00000,,1,1,A-124,60,1,3,6,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,998,2
121,2024,3,3,18,1,00000,,3,2,No inventariada,0,4,4,9,19,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,2,2,,,1,998,998
122,2024,3,4,13,1,00000,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,1,2,,,1,998,998
123,2024,2,6,18,1,01059,,3,2,No inventariada,0,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,18,998,998
124,2024,2,7,13,1,01059,,3,2,No inventariada,0,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,7,,,18,998,998
125,2024,2,2,15,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
126,2024,2,3,15,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
127,2024,2,4,16,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,999,998
128,2024,3,5,17,1,00000,,1,1,A-3122,32,2,3,6,19,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,2
129,2024,4,1,14,1,01059,,1,1,A-4107,7,3,3,6,1,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,1
130,2024,2,5,14,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,2,,,18,998,998
131,2024,2,5,21,1,01059,,3,2,No inventariada,0,4,4,9,11,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,2,,,18,998,998
132,2024,2,6,12,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,2,,,9,999,998
133,2024,2,6,12,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,3,1,3,,,18,998,998
134,2024,2,1,11,1,01059,,3,2,No inventariada,0,4,4,9,11,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
135,2024,2,2,13,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
136,2024,3,1,14,1,00000,,1,1,A-3941,25,3,3,6,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,2
137,2024,2,2,19,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,2,2,,,18,998,998
138,2024,2,4,12,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,1,1,,,18,998,998
139,2024,3,4,18,1,01059,,1,1,A-1,352,2,3,3,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,3,,,1,998,2
140,2024,4,5,12,1,00000,,1,1,A-1,326,2,3,3,6,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,1
141,2024,4,7,19,1,01059,,1,1,A-1,352,2,3,3,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,2
142,2024,4,1,6,1,01059,,1,1,N-624,9,2,5,5,18,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,6,1,,,1,998,1
143,2024,4,2,14,1,00000,,1,1,AP-68,29,2,2,1,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,2,,,1,998,3
144,2024,3,1,22,1,01059,,3,2,No inventariada,0,4,4,9,7,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,4,1,,,18,999,998
145,2024,3,5,8,1,01059,,3,2,No inventariada,0,4,4,9,10,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,18,998,998
146,2024,3,5,9,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,3,1,3,,,18,998,998
147,2024,4,6,12,1,01059,,1,1,A-3102,5,1,3,6,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,3
148,2024,4,5,13,1,01002,,1,1,A-624,36,2,3,14,15,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,1
149,2024,3,5,15,1,01059,,3,2,No inventariada,0,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
150,2024,3,6,6,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
151,2024,3,6,20,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,2,1,7,,,18,998,998
152,2024,3,7,13,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
153,2024,3,2,7,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,3,7,,,18,998,998
154,2024,3,3,10,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
155,2024,4,7,15,1,00000,,1,1,AP-68,30,2,2,1,19,0,1,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,1,3,,,1,998,3
156,2024,3,3,18,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,1,7,,,18,998,998
157,2024,3,4,8,1,01059,,3,2,No inventariada,0,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,1,7,,,18,999,998
158,2024,3,5,14,1,01059,,3,2,No inventariada,0,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,998,998
159,2024,4,2,14,1,01002,,1,1,AP-68,22,2,2,1,19,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,1,2,,,1,998,2
160,2024,4,5,19,1,00000,,1,1,A-3002,9,1,3,6,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,3
161,2024,4,7,22,1,00000,,1,1,AP-68,70,1,2,2,8,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,6,1,,,1,998,2
162,2024,3,7,18,1,01059,,3,2,No inventariada,0,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
163,2024,3,1,21,1,01059,,3,2,No inventariada,0,4,4,9,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,1,7,,,18,998,998
164,2024,3,1,17,1,01059,,3,2,No inventariada,0,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,9,1,7,,,18,998,998
