ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ISLA,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,NUDO_INFO,CARRETERA_CRUCE,PRIORI_NORMA,PRIORI_AGENTE,PRIORI_SEMAFORO,PRIORI_VERT_STOP,PRIORI_VERT_CEDA,PRIORI_HORIZ_STOP,PRIORI_HORIZ_CEDA,PRIORI_MARCAS,PRIORI_PEA_NO_ELEV,PRIORI_PEA_ELEV,PRIORI_MARCA_CICLOS,PRIORI_CIRCUNSTANCIAL,PRIORI_OTRA,CONDICION_NIVEL_CIRCULA,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_VIENTO,VISIB_RESTRINGIDA_POR,ACERA,TRAZADO_PLANTA
55805,2024,9,4,21,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,1,,,1,998,998
55806,2024,9,4,6,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,18,998,998
55807,2024,9,4,23,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55808,2024,9,4,23,28,28079,,3,2,No inventariada,,4,4,9,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,,,18,998,998
55809,2024,9,4,23,28,28079,,3,2,No inventariada,,4,4,9,7,1,0,2,3,1,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,1,998
55810,2024,9,4,13,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,4,998
55811,2024,9,4,13,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,,,1,998,998
55812,2024,9,1,11,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55813,2024,9,3,11,28,28079,,3,2,No inventariada,,4,4,9,12,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,18,4,998
55814,2024,9,5,8,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,3,998
55815,2024,9,5,9,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55816,2024,9,2,11,28,28079,,3,2,No inventariada,,4,4,9,14,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,998,998
55817,2024,9,5,9,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,6,4,998
55818,2024,9,4,9,28,28079,,3,2,No inventariada,,4,4,9,16,0,2,1,3,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55819,2024,9,2,13,28,28079,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,,,9,998,998
55820,2024,8,6,12,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55821,2024,9,5,11,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55822,2024,9,5,12,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
55823,2024,9,5,12,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55824,2024,9,5,12,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55825,2024,9,4,17,28,28079,,3,2,No inventariada,,4,4,9,10,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55826,2024,9,5,13,28,28079,,3,2,No inventariada,,4,4,9,6,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55827,2024,9,5,16,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,998,998
55828,2024,9,5,15,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,,,1,998,998
55829,2024,9,5,14,28,28079,,3,2,No inventariada,,4,4,9,5,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,3,1,1,1,,,1,998,998
55830,2024,9,5,17,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
55831,2024,9,5,18,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,18,4,998
55832,2024,9,5,17,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,998,998
55833,2024,9,5,19,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,,,6,4,998
55834,2024,9,1,19,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55835,2024,9,5,19,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,4,998
55836,2024,9,5,20,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,4,998,998
55837,2024,9,5,22,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55838,2024,9,6,0,28,28079,,3,2,No inventariada,,4,4,9,12,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55839,2024,9,5,23,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55840,2024,9,5,23,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,,,1,998,998
55841,2024,9,2,6,28,28079,,3,2,No inventariada,,4,4,9,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,,,1,998,998
55842,2024,9,6,2,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55843,2024,9,6,0,28,28079,,3,2,No inventariada,,4,4,9,5,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,1,,,1,998,998
55844,2024,9,6,0,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,4,1,,,1,998,998
55845,2024,9,6,6,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55846,2024,9,5,13,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,1,1,998
55847,2024,9,6,19,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,4,998
55848,2024,9,5,13,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,4,998
55849,2024,9,5,13,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,18,998,998
55850,2024,9,6,7,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,3,1,,,1,998,998
55851,2024,9,6,11,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,10,998,998
55852,2024,9,6,11,28,28079,,1,1,M-40,22.1,1,1,3,5,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,3,1,1,1,,,1,998,1
55853,2024,9,6,11,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,,,1,998,998
55854,2024,9,6,12,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,,18,998,998
55855,2024,9,6,15,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55856,2024,9,6,5,28,28079,,3,2,No inventariada,,4,4,9,19,0,1,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55857,2024,9,6,16,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55858,2024,9,6,17,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,1,1,,,1,4,998
55859,2024,9,6,23,28,28079,,3,2,No inventariada,,4,4,9,6,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55860,2024,9,7,0,28,28079,,3,2,No inventariada,,4,4,9,3,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55861,2024,9,6,0,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55862,2024,9,6,23,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,,,1,998,998
55863,2024,9,7,3,28,28079,,3,2,No inventariada,,4,4,9,3,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55864,2024,9,7,5,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,,,1,998,998
55865,2024,9,7,4,28,28079,,3,2,No inventariada,,4,4,9,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,4,1,,,1,998,998
55866,2024,9,7,5,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55867,2024,9,6,0,28,28079,,3,2,No inventariada,,4,4,9,15,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,,,1,998,998
55868,2024,9,7,9,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,6,998,998
55869,2024,9,7,11,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,2,1,1,,,1,998,998
55870,2024,9,7,11,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
55871,2024,9,7,12,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,1,998,998
55872,2024,9,7,11,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55873,2024,9,7,12,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55874,2024,9,7,13,28,28079,,3,2,No inventariada,,4,4,9,4,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55875,2024,9,7,10,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,4,998
55876,2024,9,7,11,28,28079,,3,2,No inventariada,,4,4,9,16,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55877,2024,9,7,11,28,28079,,3,2,No inventariada,,4,1,9,16,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55878,2024,9,7,12,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55879,2024,9,7,14,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
55880,2024,9,6,21,28,28079,,3,2,No inventariada,,4,4,9,19,0,0,5,5,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,998,998
55881,2024,9,7,14,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55882,2024,9,7,16,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,18,998,998
55883,2024,9,7,16,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,,,1,998,998
55884,2024,9,7,18,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,,,1,998,998
55885,2024,9,6,21,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,,,1,998,998
55886,2024,9,7,18,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,,,1,998,998
55887,2024,9,7,19,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,998,998
55888,2024,9,7,18,28,28079,,3,2,No inventariada,,4,4,9,2,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,,9,998,998
55889,2024,9,1,0,28,28079,,3,2,No inventariada,,4,4,9,10,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,,,1,998,998
55890,2024,9,7,23,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,,,1,4,998
55891,2024,9,1,0,28,28079,,3,2,No inventariada,,4,4,9,5,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,4,1,,,1,998,998
55892,2024,9,5,8,28,28079,,3,2,No inventariada,,4,4,9,7,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,,,1,4,998
