trip_minutes,unlock_date,unlock_station_name,lock_station_name
17.33,2022-03-01T00:17:45,Plaza de Lavapiés,Puerta de Toledo
7.43,2022-03-01T00:17:52,Palos de la Frontera,Menéndez Pelayo
10.73,2022-03-01T00:18:03,Fernando el Católico,Carlos Cambronero
31.85,2022-03-01T00:18:33,Plaza de Castilla 2,Plaza de Castilla 2
16.28,2022-03-01T00:19:23,San Andrés,Puerta del Doce de Octubre
16.13,2022-03-01T00:19:41,San Andrés,Puerta del Doce de Octubre
8.72,2022-03-01T00:19:58,Desengaño,Ortega y Gasset
3.5,2022-03-01T00:20:25,Plaza Conde Suchil,Alonso Martínez
9.43,2022-03-01T00:20:43,Batalla del Salado,General Pardiñas
7.32,2022-03-01T00:22:12,Batalla del Salado,General Pardiñas
7.2,2022-03-01T00:22:54,Antón Martín,Jacometrezo
5.27,2022-03-01T00:23:19,Batalla del Salado,General Pardiñas
10.73,2022-03-01T00:23:25,Segovia 45,Desengaño
6.78,2022-03-01T00:23:56,Plaza de Nelson Mandela,Paseo Imperial
6.08,2022-03-01T00:24:08,Santa Engracia 14,Glorieta de los Cuatro Caminos
8.93,2022-03-01T00:24:27,Augusto Figueroa,Guzmán el Bueno
0.75,2022-03-01T00:24:47,Embajadores 2,Embajadores 2
7.57,2022-03-01T00:24:50,Plaza de Pedro Zerolo,Plaza Ramales
1.97,2022-03-01T00:25:09,Batalla del Salado,General Pardiñas
6.92,2022-03-01T00:25:16,Quintana,San Quintín
14.4,2022-03-01T00:25:49,Narváez,Marqués de Corbera 52
9.23,2022-03-01T00:26:03,Embajadores 2,Delicias
59.92,2022-03-01T00:26:38,Batalla del Salado,General Pardiñas
0.23,2022-03-01T00:27:01,Ronda de Atocha,Ronda de Atocha
23.1,2022-03-01T00:27:13,Ronda de Atocha,Glorieta de los Cuatro Caminos
0.18,2022-03-01T00:27:25,Ronda de Atocha,Ronda de Atocha
3.23,2022-03-01T00:27:45,Plaza de la Cebada,Segovia 45
11.23,2022-03-01T00:27:49,Puente de Ventas,Plaza del Encuentro
6.52,2022-03-01T00:27:50,Cuesta de Moyano,Plaza de las Salesas
57.22,2022-03-01T00:28:47,Batalla del Salado,General Pardiñas
11.35,2022-03-01T00:29:23,Manuel Silvela,Metro Tetuán
55.47,2022-03-01T00:29:34,Batalla del Salado,General Pardiñas
0.2,2022-03-01T00:29:59,Museo Reina Sofía,Museo Reina Sofía
0.2,2022-03-01T00:30:17,Museo Reina Sofía,Museo Reina Sofía
2.68,2022-03-01T00:30:35,,
20.57,2022-03-01T00:30:37,Museo Reina Sofía,Glorieta de los Cuatro Caminos
10.78,2022-03-01T00:31:49,Castellana 42,Paseo de la Esperanza
10.42,2022-03-01T00:31:53,Plaza de Juan Pujol,Puerta del Doce de Octubre
23.15,2022-03-01T00:32:26,Plaza de San Miguel,Embajadores-Cáceres
16.88,2022-03-01T00:32:49,Santo Domingo,Sainz de Baranda
24.13,2022-03-01T00:33:07,Juan Bravo 50,C.D. Concepción
0.17,2022-03-01T00:34:02,Velázquez,Velázquez
36.03,2022-03-01T00:34:04,Jacinto Benavente,Plaza de la Cebada
7.75,2022-03-01T00:34:31,Velázquez,San Vicente Ferrer
20.4,2022-03-01T00:36:22,Velázquez 130,José María Pereda
10.75,2022-03-01T00:36:49,Fuencarral,Menéndez Pelayo
9.82,2022-03-01T00:36:57,General Martínez Campos ,Narváez
4.28,2022-03-01T00:37:38,Plaza de San Miguel,Paseo de la Esperanza
4.67,2022-03-01T00:37:57,Cibeles,Plaza de la Independencia
12.12,2022-03-01T00:38:24,Manuel Silvela,María Francisca 1
5.98,2022-03-01T00:38:57,Guzmán el Bueno,Augusto Figueroa
5.75,2022-03-01T00:39:21,Colombia,General Perón con Poeta Joan Maragall
0.15,2022-03-01T00:39:28,Plaza de Santa Ana,Plaza de Santa Ana
4.45,2022-03-01T00:39:54,Plaza de San Miguel,Puerta de Toledo
2.98,2022-03-01T00:40:07,Plaza de la Cebada,Segovia 45
0.68,2022-03-01T00:41:04,Paseo de la Habana 42,Paseo de la Habana 42
6.27,2022-03-01T00:41:34,Antonio Maura,Casa Encendida
14.78,2022-03-01T00:42:03,Paseo de la Habana 42,Palos de la Frontera
22.58,2022-03-01T00:42:32,Castellana,Puente de Vallecas
6.38,2022-03-01T00:42:33,Diego de león,Doctor Esquerdo-Hermosilla
0.17,2022-03-01T00:43:06,Velázquez,Velázquez
22.53,2022-03-01T00:43:25,Marqués de Cubas,Sierra Toledana
9.93,2022-03-01T00:43:27,Plaza de la Independencia,Conde Peñalver
0.25,2022-03-01T00:43:35,Velázquez,Velázquez
10.47,2022-03-01T00:43:43,Marqués de Cubas,Marqués de Cubas
0.73,2022-03-01T00:44:05,Velázquez,Velázquez
0.38,2022-03-01T00:44:18,Velázquez,Velázquez
11.32,2022-03-01T00:44:37,Claudio Coello,Cuatro Caminos 2
9.8,2022-03-01T00:44:42,Embajadores 1,Pedro Bosch
15.47,2022-03-01T00:45:03,Velázquez,Plaza de Lavapiés
9.6,2022-03-01T00:45:11,General Pardiñas,Avenida Donostiarra
0.28,2022-03-01T00:45:32,Plaza de los Carros,Plaza de los Carros
9.55,2022-03-01T00:45:43,Plaza de Santa Ana,Puerta del Ángel
5.42,2022-03-01T00:45:46,Galileo,Barceló
15.7,2022-03-01T00:45:56,Velázquez,Paseo de la Esperanza
6.8,2022-03-01T00:46:13,Jacinto Benavente,Paseo de la Florida
8.3,2022-03-01T00:46:13,Barceló,Moncloa
10.35,2022-03-01T00:46:14,Plaza de los Carros,Entrada Matadero
12.38,2022-03-01T00:46:46,General Pardiñas,Concordia
2.47,2022-03-01T00:46:47,Plaza de Santa Ana,Conde de Romanones
7.12,2022-03-01T00:47:51,Huertas,Retiro-Ibiza
0.95,2022-03-01T00:49:16,Doce de Octubre,Doce de Octubre
3.78,2022-03-01T00:50:59,Marqués de Cubas,Marqués de Cubas
8.47,2022-03-01T00:51:07,Hortaleza,Fernando el Católico
0.18,2022-03-01T00:51:48,Entrada Matadero,Entrada Matadero
0.2,2022-03-01T00:52:56,Castellana,Castellana
15.0,2022-03-01T00:53:27,Entrada Matadero,Conde Duque
12.53,2022-03-01T00:53:43,Marroquina,Avenida de América 2
14.82,2022-03-01T00:53:52,Castellana,C.D. Concepción
0.25,2022-03-01T00:53:55,Ibiza,Ibiza
7.1,2022-03-01T00:54:12,Ibiza,Avenida de los Toreros
16.58,2022-03-01T00:54:50,Plaza Conde Suchil,Embajadores-Cáceres
3.5,2022-03-01T00:54:51,Plaza de Lavapiés,Embajadores-Cáceres
8.2,2022-03-01T00:54:59,General Pardiñas,José Abascal
14.95,2022-03-01T00:55:22,Remonta,Conde Peñalver
12.12,2022-03-01T00:55:23,Ibiza,Jesús y María
20.48,2022-03-01T00:55:23,Espalter,Galileo
24.7,2022-03-01T00:55:31,Doce de Octubre,Manuel Caldeiro
24.45,2022-03-01T00:55:38,Doce de Octubre,Manuel Caldeiro
8.12,2022-03-01T00:56:08,Hortaleza,Ronda de Atocha
11.22,2022-03-01T00:56:51,Diego de León 52,Plaza de Santa Ana
18.23,2022-03-01T00:57:04,Retiro-Ibiza,San Delfín
18.5,2022-03-01T00:59:11,Plaza de Santa Ana,Camino Vinateros
3.42,2022-03-01T00:59:29,Conde de Romanones,Plaza de Santa Ana
9.32,2022-03-01T01:00:39,Puerta del Ángel Caído,Embajadores-Cáceres
9.63,2022-03-01T01:01:08,Ayala,General Álvarez de Castro
3.37,2022-03-01T01:01:37,Plaza de los Astros,Puerta del Pacífico 
5.87,2022-03-01T01:01:39,Avenida de los Toreros,Prosperidad
4.85,2022-03-01T01:02:48,Puente de Vallecas,Conde de Casal
0.47,2022-03-01T01:03:12,Ronda de Atocha,Ronda de Atocha
17.72,2022-03-01T01:04:16,Ronda de Atocha,Caramuel
8.35,2022-03-01T01:06:22,Museo Reina Sofía,Plaza de los Astros
21.08,2022-03-01T01:07:54,Beata,Méndez Álvaro
27.25,2022-03-01T01:08:02,,
3.8,2022-03-01T01:08:18,Madrid Río-Yeserías,Pirámides
7.33,2022-03-01T01:08:54,Ronda de Atocha,Pirámides
0.25,2022-03-01T01:09:19,Plaza de Castilla 2,Plaza de Castilla 2
0.32,2022-03-01T01:09:50,Fuencarral,Fuencarral
4.7,2022-03-01T01:10:20,Plaza de Castilla 2,San Germán 57
21.98,2022-03-01T01:10:20,Puente Praga,Pirámides
1.22,2022-03-01T01:10:37,Fuencarral,Malasaña
14.63,2022-03-01T01:11:49,Jacometrezo,Estrecho
9.77,2022-03-01T01:11:53,Marqués de la Ensenada,Puente Praga
18.78,2022-03-01T01:11:56,Puerta del Sol A,Fernando el Católico
4.23,2022-03-01T01:12:09,Plaza de Lavapiés,Embajadores-Cáceres
3.78,2022-03-01T01:17:31,Malasaña,Malasaña
12.8,2022-03-01T01:18:29,Fuencarral,Francos Rodríguez
10.7,2022-03-01T01:19:09,Plaza de la Provincia,Glorieta de Cádiz
7.38,2022-03-01T01:20:41,Santo Domingo,Puerta del Ángel
10.3,2022-03-01T01:20:41,Plaza del Cordón,Puerta de Granada
0.3,2022-03-01T01:21:46,Velázquez-Diego de León,Velázquez-Diego de León
7.97,2022-03-01T01:22:08,,
3.48,2022-03-01T01:22:21,Conde Peñalver,Avenida de los Toreros
13.17,2022-03-01T01:22:49,Velázquez-Diego de León,
20.58,2022-03-01T01:23:21,Serrano,Gutierre de Cetina
8.38,2022-03-01T01:27:00,Santa Engracia 14,San Germán 57
8.25,2022-03-01T01:27:51,Alonso Martínez,Plaza de San Miguel
4.42,2022-03-01T01:28:29,Avenida Brasilia,José María Pereda
54.32,2022-03-01T01:28:51,Plaza de San Francisco,General Pardiñas
17.67,2022-03-01T01:29:05,Plaza de Juan Pujol,Plaza de Lavapiés
8.0,2022-03-01T01:29:14,General Pardiñas,Doctor Arce 45
52.73,2022-03-01T01:29:47,Plaza de San Francisco,General Pardiñas
50.65,2022-03-01T01:31:24,Plaza de San Francisco,General Pardiñas
14.88,2022-03-01T01:32:35,Embajadores 191,Sierra Toledana
37.6,2022-03-01T01:32:58,Plaza de San Francisco,Príncipe de Vergara
13.78,2022-03-01T01:33:43,Jacinto Benavente,Beata
2901.47,2022-03-01T01:35:19,Santa Engracia 127,Barceló
11.08,2022-03-01T01:35:58,Quevedo,Metro Tetuán
7.17,2022-03-01T01:36:10,Embajadores-Cáceres,Jesús y María
16.28,2022-03-01T01:36:47,Plaza de Pedro Zerolo,Plaza de Pedro Zerolo
13.13,2022-03-01T01:36:49,Barceló,Beata
13.0,2022-03-01T01:37:06,Plaza de Pedro Zerolo,Madrid Río-Yeserías
9.48,2022-03-01T01:37:07,Carretas,Delicias
27.48,2022-03-01T01:37:44,Plaza de Lavapiés,Plaza de Lavapiés
31.08,2022-03-01T01:38:42,Plaza de la Cebada,Príncipe de Vergara
31.5,2022-03-01T01:38:46,Plaza de la Cebada,Príncipe de Vergara
0.25,2022-03-01T01:40:48,Ibiza,Ibiza
6.52,2022-03-01T01:40:52,Plaza de Nelson Mandela,Santo Domingo
0.23,2022-03-01T01:41:10,Ibiza,Ibiza
4.23,2022-03-01T01:41:36,Ibiza,Marqués de Corbera 12
44.98,2022-03-01T01:42:08,Tres Cruces,Plaza de Lavapiés
24.85,2022-03-01T01:43:56,Plaza de la Cebada,Príncipe de Vergara
23.78,2022-03-01T01:44:39,Plaza de la Cebada,Príncipe de Vergara
5.0,2022-03-01T01:45:09,Santo Domingo,Santo Domingo
2.3,2022-03-01T01:45:35,Cibeles,Cibeles
23.33,2022-03-01T01:45:35,Plaza de la Cebada,Príncipe de Vergara
11.2,2022-03-01T01:45:57,Marqués de Zafra,Marqués de Corbera 52
0.27,2022-03-01T01:47:06,Plaza de la Cebada,Plaza de la Cebada
12.85,2022-03-01T01:47:24,Desengaño,Niño Jesús
0.73,2022-03-01T01:47:30,Plaza de la Cebada,Plaza de la Cebada
10.93,2022-03-01T01:47:36,Santo Domingo,Velázquez-Diego de León
3.72,2022-03-01T01:47:39,Plaza de la Cebada,Plaza de Lavapiés
1.45,2022-03-01T01:48:11,Cibeles,Cibeles
4.93,2022-03-01T01:48:12,Sainz de Baranda,Marqués de Corbera 12
0.35,2022-03-01T01:48:18,Plaza de la Cebada,Plaza de la Cebada
16.05,2022-03-01T01:49:45,Madrid Río-Yeserías,Plaza de los Astros
6.43,2022-03-01T01:50:01,Cibeles,Juan Martín
14.7,2022-03-01T01:50:33,Carlos Cambronero,Estrecho
5.35,2022-03-01T01:51:03,Jacometrezo,Embajadores 2
15.1,2022-03-01T01:51:27,Colegio Arquitectos,Camino Vinateros
0.17,2022-03-01T01:54:48,Jacometrezo,Jacometrezo
7.78,2022-03-01T01:55:11,Jacometrezo,Batalla del Salado
8.58,2022-03-01T01:55:22,Concordia,Camino Vinateros
0.25,2022-03-01T01:56:06,López Pozas,López Pozas
21.0,2022-03-01T01:57:23,López Pozas,Plaza de los Astros
14.17,2022-03-01T01:59:02,San Francisco de Sales,Retiro-Ibiza
2.18,2022-03-01T01:59:46,Fuencarral,Fuencarral
10.9,2022-03-01T01:59:53,Fuencarral,Príncipe de Vergara
10.45,2022-03-01T02:00:40,Barceló,Estrecho
8.48,2022-03-01T02:02:16,Fuencarral,Príncipe de Vergara
0.85,2022-03-01T02:03:45,,
9.17,2022-03-01T02:04:32,Palacio de Deportes,Cuesta de Moyano
16.98,2022-03-01T02:04:32,Palacio de Deportes,Plaza de Nelson Mandela
13.32,2022-03-01T02:06:18,Alonso Martínez,Junta Municipal Retiro
13.93,2022-03-01T02:08:02,Legazpi,Paseo de la Florida
6.38,2022-03-01T02:09:27,Embajadores 2,Embajadores 191
10.02,2022-03-01T02:10:58,Puerta de Toledo,San Andrés
2.38,2022-03-01T02:11:12,Arcipreste de Hita B,Guzmán el Bueno
1.45,2022-03-01T02:13:39,Desengaño,Desengaño
3.82,2022-03-01T02:14:03,Plaza de las Salesas,Cibeles
25.23,2022-03-01T02:15:01,José María Pereda,Embajadores-Cáceres
14.23,2022-03-01T02:15:27,Plaza de Juan Pujol,Paseo Imperial
7.65,2022-03-01T02:17:10,Plaza de la Provincia,Caramuel
7.58,2022-03-01T02:17:32,Plaza de la Provincia,Caramuel
11.23,2022-03-01T02:18:03,Cuatro Caminos 2,Miguel Moya
9.1,2022-03-01T02:20:11,Ortega y Gasset,Ferraz
8.57,2022-03-01T02:23:45,Puente de Vallecas,Camino Vinateros
4.32,2022-03-01T02:26:17,Pío Baroja,Narváez
9.1,2022-03-01T02:26:36,Ayala,Plaza de Lavapiés
16.43,2022-03-01T02:26:42,Santo Domingo,Glorieta de Cádiz
8.88,2022-03-01T02:30:21,General Pardiñas,General Pardiñas
12.35,2022-03-01T02:30:23,Embajada de Italia,José María Pereda
6.98,2022-03-01T02:31:34,Arcipreste de Hita B,Arcipreste de Hita B
8.32,2022-03-01T02:33:48,Barceló,Altamirano
0.65,2022-03-01T02:38:30,Junta Municipal Retiro,Junta Municipal Retiro
11.05,2022-03-01T02:39:49,Junta Municipal Retiro,Embajadores-Cáceres
20.15,2022-03-01T02:42:12,Orense 12,Paseo de la Esperanza
6.6,2022-03-01T02:42:17,Plaza de la Cebada,Puente Praga
4.92,2022-03-01T02:48:05,Plaza de Lavapiés,Entrada Matadero
7.58,2022-03-01T02:51:30,Ronda de Atocha,Plaza de las Salesas
11.5,2022-03-01T02:52:35,Almadén,Beata
37.15,2022-03-01T02:58:21,Ermita Santo,Moncloa
12.97,2022-03-01T02:59:01,Augusto Figueroa,Puerta de Madrid
5.28,2022-03-01T03:02:54,Barceló,Galileo
16.97,2022-03-01T03:08:41,José María Pereda,Velázquez 130
14.02,2022-03-01T03:13:01,Plaza de la Provincia,Canal
3.87,2022-03-01T03:13:28,Camino Vinateros,Plaza de los Astros
5.67,2022-03-01T03:13:44,Plaza del Cordón,Puerta del Ángel
35.85,2022-03-01T03:15:54,Paseo de la Florida,Plaza de Castilla
0.68,2022-03-01T03:15:56,Paseo de la Florida,Paseo de la Florida
33.43,2022-03-01T03:16:40,Paseo de la Florida,Plaza de Castilla
31.72,2022-03-01T03:17:17,Paseo de la Florida,Plaza de Castilla
7.02,2022-03-01T03:24:08,Augusto Figueroa,Jacinto Benavente
13.17,2022-03-01T03:24:24,Plaza de San Ildefonso,Puerta del Ángel
17.6,2022-03-01T03:24:59,Segovia 45,Plaza de Castilla 2
17.98,2022-03-01T03:25:10,Segovia 45,Plaza de Castilla 2
18.5,2022-03-01T03:25:20,Segovia 45,Plaza de Castilla 2
21.52,2022-03-01T03:28:26,Ayala,Francos Rodríguez
13.65,2022-03-01T03:28:30,Segovia 45,Plaza de Castilla 2
10.03,2022-03-01T03:31:40,Segovia 45,Plaza de Castilla 2
20.85,2022-03-01T03:40:02,Caramuel,Paseo de la Castellana con Raimundo Fernández
1.18,2022-03-01T03:49:18,Sevilla,Sevilla
11.53,2022-03-01T03:51:26,Avenida de América 2,Niño Jesús
3.37,2022-03-01T04:05:32,San Andrés,Fernando el Católico
8.2,2022-03-01T04:10:04,San Andrés,Puerta de Toledo
22.4,2022-03-01T04:12:09,Santa María de la Cabeza,Colombia
17.62,2022-03-01T04:12:12,Santa Isabel,Castellana 106
1486.05,2022-03-01T04:13:01,Canal,José María Pereda
14.35,2022-03-01T04:13:23,Santa Isabel,Castellana 106
7.27,2022-03-01T04:20:16,Embajadores 1,Tres Cruces
11.48,2022-03-01T04:25:53,Ayala,Santa María de la Cabeza
16.68,2022-03-01T04:31:30,Plaza de Nelson Mandela,Concordia
0.47,2022-03-01T04:31:50,Jacometrezo,Jacometrezo
5.9,2022-03-01T04:32:56,Jacometrezo,Guzmán el Bueno
5.02,2022-03-01T04:33:22,Santo Domingo,Santo Domingo
4.73,2022-03-01T04:36:44,Plaza de la Cebada,Marqués de Vadillo
0.2,2022-03-01T04:38:53,Doctor Esquerdo-Hermosilla,Doctor Esquerdo-Hermosilla
16.83,2022-03-01T04:39:34,Doctor Esquerdo-Hermosilla,Pío XII
15.65,2022-03-01T04:39:37,Santo Domingo,Avenida de América 2
9.75,2022-03-01T04:39:56,Francos Rodríguez,Paseo de la Castellana con Raimundo Fernández
8.9,2022-03-01T04:40:43,Cibeles,Barceló
16.15,2022-03-01T04:46:35,Cuatro Caminos 2,Ronda de Atocha
9.73,2022-03-01T04:48:41,Arcipreste de Hita B,Manuel Silvela
15.63,2022-03-01T04:53:36,San Germán 57,Avenida de América 2
0.58,2022-03-01T04:53:47,Almadén,Almadén
0.92,2022-03-01T04:53:55,José María Pereda,José María Pereda
17.07,2022-03-01T04:54:55,Almadén,Plaza de la República Argentina
16.1,2022-03-01T04:54:58,José María Pereda,Puerta del Sol A
21.33,2022-03-01T04:58:27,Carretas,Puente de Vallecas
0.15,2022-03-01T05:02:55,Estrecho,Estrecho
11.5,2022-03-01T05:03:32,Estrecho,Diego de León 52
22.48,2022-03-01T05:05:57,Puerta de Toledo,Avenida de América 2
27.47,2022-03-01T05:06:41,Beata,Plaza de Castilla
21.22,2022-03-01T05:11:51,Marqués de Corbera 12,Plaza de Castilla
0.67,2022-03-01T05:12:43,Augusto Figueroa,Augusto Figueroa
4.65,2022-03-01T05:13:46,Augusto Figueroa,Jacinto Benavente
48.98,2022-03-01T05:14:05,Glorieta de Cádiz,Narváez
9.75,2022-03-01T05:18:31,Caramuel,Antón Martín
17.52,2022-03-01T05:19:15,Avenida de América 2,Quintana
7.68,2022-03-01T05:21:18,Valderribas,Narváez
6.48,2022-03-01T05:22:44,Avenida de América 2,Corazón de María
10.48,2022-03-01T05:23:06,Puerta de Toledo,Santa Cruz del Marcenado
57.18,2022-03-01T05:23:49,Estrecho,Barceló
3.48,2022-03-01T05:25:54,Puerta del Ángel,Segovia 45
0.73,2022-03-01T05:26:22,Ibiza,Ibiza
7.7,2022-03-01T05:26:26,Puerta de Toledo,Atocha A
0.25,2022-03-01T05:27:18,Ibiza,Ibiza
12.25,2022-03-01T05:27:28,Camino Vinateros,Atocha A
0.83,2022-03-01T05:27:45,Ibiza,Ibiza
6.17,2022-03-01T05:28:42,Ibiza,Antonio Maura
10.3,2022-03-01T05:29:46,Segovia 45,Alonso Martínez
0.27,2022-03-01T05:30:23,Estrecho,Estrecho
1.55,2022-03-01T05:30:59,Estrecho,Estrecho
11.18,2022-03-01T05:32:01,Sierra Toledana,Batalla del Salado
15.25,2022-03-01T05:32:37,Antonio López,Paseo de la Florida
7.38,2022-03-01T05:33:06,Puente de Vallecas,Palos de la Frontera
0.3,2022-03-01T05:34:31,Palacio de Deportes,Palacio de Deportes
8.92,2022-03-01T05:36:11,Santa Engracia 127,Plaza de la Independencia
30.78,2022-03-01T05:37:36,Caramuel,Caramuel
8.05,2022-03-01T05:39:11,Paseo de las Delicias,Valderribas
16.03,2022-03-01T05:39:18,José María Pereda,Tres Cruces
8.15,2022-03-01T05:39:43,Mártires Concepcionistas,Augusto Figueroa
4.38,2022-03-01T05:39:53,Puerta de Toledo,Santa María de la Cabeza
0.27,2022-03-01T05:40:46,Concordia,Concordia
9.8,2022-03-01T05:41:15,Concordia,Ibiza
0.18,2022-03-01T05:42:40,Barceló,Barceló
12.47,2022-03-01T05:43:03,Barceló,Estrecho
9.58,2022-03-01T05:43:21,Santa Engracia 87,Carretas
9.45,2022-03-01T05:44:15,Conde Duque,Ortega y Gasset
1.37,2022-03-01T05:45:15,Puente de Ventas,Puente de Ventas
9.95,2022-03-01T05:46:07,Puente Praga,Almadén
0.07,2022-03-01T05:46:44,Puente de Ventas,Puente de Ventas
10.73,2022-03-01T05:47:04,Puente de Ventas,Conde de Casal
22.9,2022-03-01T05:49:48,Puente de Ventas,Moncloa
0.83,2022-03-01T05:50:46,Quevedo,Quevedo
7.43,2022-03-01T05:53:20,Junta Municipal Retiro,Antonio Maura
4.75,2022-03-01T05:54:35,Prosperidad,Paseo de la Castellana con Raimundo Fernández
5.72,2022-03-01T05:54:47,Plaza de la Provincia,Plaza de Nelson Mandela
12.4,2022-03-01T05:58:08,Camilo José Cela,Paseo de la Castellana con Raimundo Fernández
22.55,2022-03-01T06:03:35,Narváez,Paseo de la Florida
16.37,2022-03-01T06:05:03,Antonio López,Columela
8.25,2022-03-01T06:05:05,Narváez,Jacometrezo
20.1,2022-03-01T06:05:45,Paseo de las Delicias,General Perón con Poeta Joan Maragall
1.08,2022-03-01T06:07:27,Marqués de Zafra,Marqués de Zafra
0.27,2022-03-01T06:11:32,Puente de Ventas,Puente de Ventas
0.13,2022-03-01T06:12:15,Puente de Ventas,Puente de Ventas
10.73,2022-03-01T06:12:45,Puente de Ventas,Puerta de Granada
6.98,2022-03-01T06:13:13,Ermita Santo,Embajadores 1
0.42,2022-03-01T06:13:53,Puerta del Ángel,Puerta del Ángel
16.6,2022-03-01T06:14:48,Puerta del Ángel,Plaza de Santa Ana
12.32,2022-03-01T06:15:34,Menéndez Pelayo,Plaza de Colón
24.18,2022-03-01T06:16:43,Augusto Figueroa,Biblioteca Nacional
8.28,2022-03-01T06:17:27,Juan Bravo 50,Puerta del Ángel Caído
8.12,2022-03-01T06:18:20,Manuel Caldeiro,Remonta
7.92,2022-03-01T06:18:51,San Vicente Ferrer,Claudio Coello
8.13,2022-03-01T06:20:25,Puerta de Granada,Plaza de la Independencia
0.18,2022-03-01T06:20:47,Doctor Esquerdo-Hermosilla,Doctor Esquerdo-Hermosilla
0.12,2022-03-01T06:20:50,Segovia 45,Segovia 45
11.97,2022-03-01T06:21:15,Camino Vinateros,Huertas
4.08,2022-03-01T06:21:16,Doctor Esquerdo-Hermosilla,General Pardiñas
0.17,2022-03-01T06:21:25,Segovia 45,Segovia 45
43.95,2022-03-01T06:21:30,Barceló,Jacinto Benavente
4.77,2022-03-01T06:21:55,Segovia 45,Carretas
