Provincia de origen;Provincia de origen;CCAA y provincia de destino;CCAA y provincia de destino;CCAA y provincia de destino;Concepto turístico;Periodo;Total
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M10;13.057
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M09;12.012
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M08;10.561
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M07;11.277
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M06;10.950
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M05;16.129
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M04;13.794
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M03;12.747
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M02;10.767
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2022M01;11.563
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M12;12.830
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M11;12.650
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M10;12.672
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M09;11.851
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M08;11.227
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M07;11.239
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M06;11.908
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M05;13.690
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M04;8.601
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M03;8.044
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M02;5.593
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2021M01;8.512
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M12;7.962
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M11;4.967
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M10;9.261
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M09;9.397
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M08;10.289
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M07;9.189
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M06;8.864
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M05;3.739
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M04;2.865
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M03;11.530
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M02;16.695
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2020M01;17.277
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M12;17.293
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M11;14.643
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M10;14.899
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M09;15.423
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M08;11.929
Total Nacional;Granada;Total Nacional;Andalucía;Córdoba;Turistas;2019M07;12.086
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2024M03;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2024M02;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2024M01;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M12;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M11;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M10;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M09;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M08;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M07;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M06;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M05;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M04;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M03;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M02;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2023M01;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M12;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M11;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M10;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M09;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M08;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M07;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M06;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M05;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M04;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M03;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M02;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2022M01;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M12;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M11;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M10;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M09;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M08;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M07;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M06;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M05;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M04;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M03;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M02;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2021M01;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M12;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M11;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M10;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M09;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M08;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M07;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M06;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M05;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M04;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M03;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M02;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2020M01;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M12;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M11;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M10;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M09;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M08;""
Total Nacional;Granada;Total Nacional;Andalucía;Granada;Turistas;2019M07;""
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2024M03;4.437
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2024M02;3.891
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2024M01;3.216
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M12;2.514
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M11;2.489
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M10;3.187
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M09;3.784
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M08;5.993
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M07;4.571
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M06;3.475
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M05;5.388
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M04;4.664
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M03;3.245
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M02;3.447
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2023M01;3.095
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M12;2.482
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M11;3.150
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M10;2.977
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M09;3.929
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M08;6.176
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M07;4.702
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M06;4.655
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M05;4.841
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M04;4.036
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M03;2.855
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M02;3.180
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2022M01;2.781
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M12;2.577
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M11;2.586
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M10;3.719
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M09;4.304
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M08;7.409
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M07;5.006
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M06;3.968
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M05;2.676
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M04;1.549
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M03;1.320
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M02;857
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2021M01;1.559
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M12;1.166
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M11;871
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M10;2.602
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M09;3.659
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M08;6.108
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M07;3.865
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M06;1.929
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M05;639
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M04;658
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M03;5.096
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M02;6.527
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2020M01;5.366
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M12;4.707
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M11;4.547
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M10;4.318
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M09;5.542
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M08;9.261
Total Nacional;Granada;Total Nacional;Andalucía;Huelva;Turistas;2019M07;6.046
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2024M03;28.806
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2024M02;23.932
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2024M01;29.725
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M12;29.116
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M11;24.848
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M10;27.412
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M09;26.313
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M08;28.135
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M07;31.342
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M06;24.567
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M05;29.599
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M04;30.239
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M03;25.168
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M02;23.432
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2023M01;29.848
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M12;28.769
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M11;27.205
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M10;30.587
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M09;28.236
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M08;31.173
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M07;30.949
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M06;26.935
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M05;30.601
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M04;29.705
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M03;25.883
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M02;23.532
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2022M01;28.728
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M12;30.377
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M11;28.824
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M10;30.546
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M09;29.689
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M08;36.399
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M07;32.458
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M06;31.264
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M05;30.998
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M04;25.000
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M03;26.850
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M02;19.452
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2021M01;28.022
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M12;26.648
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M11;15.962
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M10;24.090
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M09;26.087
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M08;28.748
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M07;26.809
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M06;24.497
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M05;9.121
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M04;7.334
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M03;23.736
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M02;34.233
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2020M01;39.544
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M12;38.764
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M11;30.772
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M10;34.030
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M09;35.896
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M08;34.733
Total Nacional;Granada;Total Nacional;Andalucía;Jaén;Turistas;2019M07;33.468
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2024M03;45.236
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2024M02;38.806
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2024M01;41.335
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M12;43.780
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M11;38.206
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M10;43.289
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M09;47.950
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M08;74.132
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M07;80.991
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M06;51.559
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M05;50.649
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M04;52.285
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M03;43.985
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M02;38.921
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2023M01;40.999
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M12;41.331
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M11;39.949
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M10;43.429
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M09;51.061
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M08;76.279
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M07;76.652
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M06;53.304
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M05;58.724
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M04;47.944
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M03;41.626
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M02;41.376
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2022M01;39.897
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M12;43.730
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M11;41.437
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M10;46.258
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M09;57.247
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M08;85.805
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M07;77.794
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M06;61.915
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M05;51.749
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M04;24.521
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M03;23.079
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M02;15.881
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2021M01;25.711
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M12;25.504
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M11;16.059
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M10;37.334
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M09;48.637
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M08;75.305
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M07;60.977
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M06;39.793
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M05;10.137
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M04;7.633
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M03;39.916
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M02;56.425
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2020M01;50.969
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M12;55.406
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M11;43.729
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M10;49.000
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M09;59.462
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M08;88.626
Total Nacional;Granada;Total Nacional;Andalucía;Málaga;Turistas;2019M07;81.408
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2024M03;16.103
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2024M02;13.459
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2024M01;14.532
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M12;14.970
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M11;15.169
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M10;15.136
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M09;13.419
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M08;9.289
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M07;11.786
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M06;14.876
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M05;18.393
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M04;18.756
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M03;16.532
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M02;14.743
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2023M01;14.077
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M12;13.981
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M11;15.853
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M10;15.984
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M09;13.297
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M08;10.246
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M07;11.804
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M06;16.835
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M05;19.867
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M04;15.906
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M03;14.383
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M02;13.095
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2022M01;11.553
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M12;13.928
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M11;15.947
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M10;15.310
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M09;12.577
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M08;10.419
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M07;10.993
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M06;13.028
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M05;15.185
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M04;10.102
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M03;9.700
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M02;7.468
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2021M01;9.261
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M12;7.290
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M11;5.449
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M10;9.901
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M09;8.833
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M08;7.275
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M07;7.709
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M06;7.101
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M05;2.902
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M04;2.364
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M03;16.406
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M02;23.210
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2020M01;21.799
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M12;21.562
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M11;19.585
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M10;18.775
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M09;16.194
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M08;12.002
Total Nacional;Granada;Total Nacional;Andalucía;Sevilla;Turistas;2019M07;12.050
Total Nacional;Granada;Total Nacional;Aragón;;Turistas;2024M03;2.037
