Provincia de origen;Provincia de origen;CCAA y provincia de destino;CCAA y provincia de destino;CCAA y provincia de destino;Concepto turístico;Periodo;Total
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M02;1.133
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2022M01;1.304
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M12;1.563
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M11;1.189
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M10;1.402
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M09;1.413
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M08;2.495
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M07;1.652
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M06;1.296
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M05;880
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M04;1.265
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M03;1.348
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M02;992
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2021M01;869
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M12;927
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M11;806
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M10;1.249
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M09;1.363
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M08;1.862
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M07;1.138
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M06;530
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M05;378
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M04;287
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M03;1.894
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M02;2.505
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2020M01;2.266
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M12;2.529
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M11;1.662
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M10;1.337
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M09;1.630
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M08;1.970
Total Nacional;Araba/Álava;Total Nacional;Comunitat Valenciana;Valencia/València;Turistas;2019M07;1.674
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2024M03;1.951
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2024M02;2.073
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2024M01;2.301
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M12;2.981
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M11;1.994
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M10;2.501
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M09;2.781
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M08;5.803
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M07;3.008
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M06;2.523
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M05;3.139
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M04;5.733
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M03;1.981
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M02;1.741
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2023M01;1.774
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M12;2.426
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M11;1.888
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M10;1.771
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M09;2.387
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M08;5.464
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M07;2.633
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M06;2.455
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M05;3.366
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M04;5.546
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M03;1.952
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M02;1.597
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2022M01;1.892
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M12;2.337
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M11;1.960
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M10;2.501
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M09;2.697
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M08;6.211
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M07;2.790
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M06;2.571
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M05;1.888
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M04;1.045
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M03;1.100
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M02;865
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2021M01;1.053
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M12;824
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M11;825
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M10;1.456
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M09;1.892
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M08;5.021
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M07;2.050
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M06;1.084
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M05;634
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M04;554
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M03;953
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M02;1.109
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2020M01;1.552
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M12;1.808
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M11;1.652
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M10;1.498
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M09;2.684
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M08;5.505
Total Nacional;Araba/Álava;Total Nacional;Extremadura;;Turistas;2019M07;1.982
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2024M03;712
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2024M02;995
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2024M01;1.102
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M12;1.011
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M11;729
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M10;789
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M09;853
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M08;1.432
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M07;981
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M06;1.149
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M05;1.098
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M04;1.355
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M03;988
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M02;864
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2023M01;749
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M12;936
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M11;624
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M10;607
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M09;630
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M08;1.103
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M07;852
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M06;973
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M05;1.186
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M04;1.385
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M03;828
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M02;704
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2022M01;786
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M12;800
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M11;663
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M10;849
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M09;861
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M08;1.279
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M07;870
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M06;848
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M05;654
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M04;473
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M03;475
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M02;464
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2021M01;522
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M12;365
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M11;409
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M10;439
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M09;537
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M08;1.060
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M07;656
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M06;491
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M05;316
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M04;303
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M03;405
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M02;471
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2020M01;535
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M12;517
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M11;452
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M10;545
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M09;640
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M08;1.071
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Badajoz;Turistas;2019M07;569
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2024M03;1.239
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2024M02;1.078
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2024M01;1.199
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M12;1.970
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M11;1.265
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M10;1.712
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M09;1.928
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M08;4.371
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M07;2.027
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M06;1.374
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M05;2.041
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M04;4.378
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M03;993
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M02;877
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2023M01;1.025
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M12;1.490
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M11;1.264
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M10;1.164
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M09;1.757
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M08;4.361
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M07;1.781
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M06;1.482
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M05;2.180
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M04;4.161
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M03;1.124
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M02;893
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2022M01;1.106
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M12;1.537
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M11;1.297
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M10;1.652
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M09;1.836
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M08;4.932
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M07;1.920
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M06;1.723
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M05;1.234
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M04;572
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M03;625
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M02;401
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2021M01;531
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M12;459
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M11;416
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M10;1.017
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M09;1.355
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M08;3.961
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M07;1.394
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M06;593
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M05;318
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M04;251
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M03;548
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M02;638
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2020M01;1.017
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M12;1.291
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M11;1.200
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M10;953
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M09;2.044
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M08;4.434
Total Nacional;Araba/Álava;Total Nacional;Extremadura;Cáceres;Turistas;2019M07;1.413
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2024M03;2.072
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2024M02;2.213
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2024M01;2.799
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M12;3.607
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M11;2.511
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M10;3.644
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M09;3.623
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M08;8.217
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M07;4.589
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M06;2.992
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M05;3.429
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M04;5.103
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M03;1.947
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M02;1.838
Total Nacional;Araba/Álava;Total Nacional;Galicia;;Turistas;2023M01;2.099
