Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;;
2020S002328;31/01/2020;11:40;CALL. ENCOMIENDA DE PALACIOS;154;MORATALAZ;Colisión lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;;;
2020S002328;31/01/2020;11:40;CALL. ENCOMIENDA DE PALACIOS;154;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002417;31/01/2020;11:30;CALL. BAHIA DE CADIZ;8;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;;;
2020S002417;31/01/2020;11:30;CALL. BAHIA DE CADIZ;8;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Mujer;;;
2020S002552;31/01/2020;11:24;CALL. LOPEZ DE HOYOS / CALL. PEDRO DE VALDIVIA;-;SALAMANCA;Colisión lateral;Despejado;Todo terreno;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002552;31/01/2020;11:24;CALL. LOPEZ DE HOYOS / CALL. PEDRO DE VALDIVIA;-;SALAMANCA;Colisión lateral;Despejado;Todo terreno;Pasajero;DE 50 A 54 AÑOS;Mujer;;;
2020S002552;31/01/2020;11:24;CALL. LOPEZ DE HOYOS / CALL. PEDRO DE VALDIVIA;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002658;31/01/2020;11:19;CTRA. VILLAVERDE A VALLECAS;295;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002543;31/01/2020;11:15;CALL. CORAZON DE MARIA;57;CHAMARTÍN;Atropello a persona;Despejado;Camión rígido;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002543;31/01/2020;11:15;CALL. CORAZON DE MARIA;57;CHAMARTÍN;Atropello a persona;Despejado;Camión rígido;Peatón;MAYOR DE 74 AÑOS;Hombre;01;;
2020S002241;31/01/2020;11:00;CALL. CACHERO / CALL. SIERRA DE ESTRELLA;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002241;31/01/2020;11:00;CALL. CACHERO / CALL. SIERRA DE ESTRELLA;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Pasajero;DE 30 A 34 AÑOS;Hombre;14;;
2020S002241;31/01/2020;11:00;CALL. CACHERO / CALL. SIERRA DE ESTRELLA;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Peatón;MAYOR DE 74 AÑOS;Mujer;03;;
2020S002418;31/01/2020;10:32;RONDA. TOLEDO;36;ARGANZUELA;Colisión fronto-lateral;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14;;
2020S002418;31/01/2020;10:32;RONDA. TOLEDO;36;ARGANZUELA;Colisión fronto-lateral;;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14;;
2020S002418;31/01/2020;10:32;RONDA. TOLEDO;36;ARGANZUELA;Colisión fronto-lateral;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002418;31/01/2020;10:32;RONDA. TOLEDO;36;ARGANZUELA;Colisión fronto-lateral;;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;14;;
2020S002545;31/01/2020;10:30;GTA. MARQUES DE VADILLO;1;CARABANCHEL;Colisión lateral;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002545;31/01/2020;10:30;GTA. MARQUES DE VADILLO;1;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 15 A 17 AÑOS;Hombre;;;
2020S002546;31/01/2020;10:15;CALL. VIRGEN DE LA OLIVA;36;SAN BLAS-CANILLEJAS;Alcance;;Camión rígido;Conductor;DESCONOCIDA;;;;
2020S002546;31/01/2020;10:15;CALL. VIRGEN DE LA OLIVA;36;SAN BLAS-CANILLEJAS;Alcance;;Turismo;Conductor;DESCONOCIDA;;;;
2020S002403;31/01/2020;9:45;CALL. O'DONNELL;7;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002403;31/01/2020;9:45;CALL. O'DONNELL;7;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002315;31/01/2020;9:43;CALL. ORENSE;3;TETUÁN;Colisión lateral;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002315;31/01/2020;9:43;CALL. ORENSE;3;TETUÁN;Colisión lateral;Nublado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07;;
2020S002333;31/01/2020;9:38;CALL. FENELON;26;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;;;
2020S002333;31/01/2020;9:38;CALL. FENELON;26;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;;;
2020S002333;31/01/2020;9:38;CALL. FENELON;26;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;;;
2020S002416;31/01/2020;9:00;AVDA. ALBUFERA;300;PUENTE DE VALLECAS;Colisión lateral;;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002416;31/01/2020;9:00;AVDA. ALBUFERA;300;PUENTE DE VALLECAS;Colisión lateral;;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S002409;31/01/2020;9:00;AVDA. LOS ROSALES;407;VILLAVERDE;Caída;Nublado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;05;;
2020S002578;31/01/2020;8:45;CALL. LA RIOJA / CALL. CARABELA;-;BARAJAS;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S002578;31/01/2020;8:45;CALL. LA RIOJA / CALL. CARABELA;-;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;14;;
2020S002533;31/01/2020;8:15;CALL. SAAVEDRA FAJARDO;30;LATINA;Atropello a persona;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002533;31/01/2020;8:15;CALL. SAAVEDRA FAJARDO;30;LATINA;Atropello a persona;Despejado;Furgoneta;Peatón;DE 40 A 44 AÑOS;Hombre;02;;
2020S002420;31/01/2020;7:50;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;-;PUENTE DE VALLECAS;Otro;Despejado;Tractocamión;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002420;31/01/2020;7:50;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;-;PUENTE DE VALLECAS;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002549;31/01/2020;7:30;CALL. ISLAS MARQUESAS / CALL. MIGUEL ARACIL;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002549;31/01/2020;7:30;CALL. ISLAS MARQUESAS / CALL. MIGUEL ARACIL;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S002404;31/01/2020;7:20;CALL. JOSE ORTEGA Y GASSET / CALL. MONTESA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14;;
2020S002404;31/01/2020;7:20;CALL. JOSE ORTEGA Y GASSET / CALL. MONTESA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002401;31/01/2020;7:20;CALL. MARIA DE MOLINA;2;SALAMANCA;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002322;31/01/2020;7:15;CALL. MANUEL BARTOLOME COSSIO;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002322;31/01/2020;7:15;CALL. MANUEL BARTOLOME COSSIO;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;DE 45 A 49 AÑOS;Mujer;02;;
2020S002237;31/01/2020;3:00;CALL. JOAQUIN COSTA;1;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002237;31/01/2020;3:00;CALL. JOAQUIN COSTA;1;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S002441;31/01/2020;0:30;AVDA. DOCTOR GARCIA TAPIA / CALL. COSTA BLANCA;-;MORATALAZ;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S002235;31/01/2020;0:20;CALL. VALDEVERDEJA / CALL. SINESIO DELGADO;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;;;
2020S002921;01/02/2020;23:55;AVDA. LAS SUERTES / CALL. FERNANDO CHUECA GOITIA;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;;
2020S002921;01/02/2020;23:55;AVDA. LAS SUERTES / CALL. FERNANDO CHUECA GOITIA;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002917;01/02/2020;23:30;AVDA. MAYORAZGO / AUTOV. M-45;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002537;01/02/2020;23:05;CALL. BRAVO MURILLO / CALL. CRISTOBAL BORDIU;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S002537;01/02/2020;23:05;CALL. BRAVO MURILLO / CALL. CRISTOBAL BORDIU;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;;
2020S002256;01/02/2020;23:00;CALL. POTASA, 19 Y C/ MIGUEL SOLAS;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S002256;01/02/2020;23:00;CALL. POTASA, 19 Y C/ MIGUEL SOLAS;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002256;01/02/2020;23:00;CALL. POTASA, 19 Y C/ MIGUEL SOLAS;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002256;01/02/2020;23:00;CALL. POTASA, 19 Y C/ MIGUEL SOLAS;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002256;01/02/2020;23:00;CALL. POTASA, 19 Y C/ MIGUEL SOLAS;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;;
2020S002254;01/02/2020;22:42;PLAZA. CEBADA / CRA. SAN FRANCISCO;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S002254;01/02/2020;22:42;PLAZA. CEBADA / CRA. SAN FRANCISCO;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14;;
2020S002254;01/02/2020;22:42;PLAZA. CEBADA / CRA. SAN FRANCISCO;-;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;02;;
2020S002489;01/02/2020;21:45;AVDA. VICTORIA;34;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14;;
2020S002489;01/02/2020;21:45;AVDA. VICTORIA;34;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S002489;01/02/2020;21:45;AVDA. VICTORIA;34;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;;;
2020S002489;01/02/2020;21:45;AVDA. VICTORIA;34;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S002489;01/02/2020;21:45;AVDA. VICTORIA;34;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;;;
2020S002476;01/02/2020;21:30;CALL. MARIA DE MOLINA;64;SALAMANCA;Alcance;;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;;;
2020S002476;01/02/2020;21:30;CALL. MARIA DE MOLINA;64;SALAMANCA;Alcance;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S002622;01/02/2020;21:20;CALL. ALCALA / AVDA. SEPTIMA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002622;01/02/2020;21:20;CALL. ALCALA / AVDA. SEPTIMA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;DE 18 A 20 AÑOS;Mujer;06;;
2020S002622;01/02/2020;21:20;CALL. ALCALA / AVDA. SEPTIMA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14;;
2020S002525;01/02/2020;21:10;CALL. GRAN VIA / PLAZA. ESPAÑA;-;CENTRO;Colisión lateral;Despejado;Furgoneta;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002525;01/02/2020;21:10;CALL. GRAN VIA / PLAZA. ESPAÑA;-;CENTRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S002443;01/02/2020;21:05;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Caída;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002443;01/02/2020;21:05;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Caída;Despejado;Autobús;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002443;01/02/2020;21:05;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Caída;Despejado;Autobús;Pasajero;DE 25 A 29 AÑOS;Mujer;14;;
2020S002443;01/02/2020;21:05;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Caída;Despejado;Autobús;Pasajero;DE 45 A 49 AÑOS;Mujer;07;;
2020S002443;01/02/2020;21:05;AVDA. CONCHA ESPINA / CALL. SERRANO;-;CHAMARTÍN;Caída;Despejado;Autobús;Pasajero;DE 40 A 44 AÑOS;Mujer;05;;
2020S002487;01/02/2020;21:00;CALL. LAGASCA;53;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14;;
2020S002487;01/02/2020;21:00;CALL. LAGASCA;53;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S002253;01/02/2020;20:45;AVDA. VENTISQUERO DE LA CONDESA / CALL. CERRO MINGUETE;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Motocicleta > 125cc;Conductor;DE 65 A 69 AÑOS;Hombre;02;;
2020S002253;01/02/2020;20:45;AVDA. VENTISQUERO DE LA CONDESA / CALL. CERRO MINGUETE;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14;;
2020S002253;01/02/2020;20:45;AVDA. VENTISQUERO DE LA CONDESA / CALL. CERRO MINGUETE;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14;;
2020S003131;01/02/2020;20:45;CALL. EMILIO MUÑOZ / CALL. MIGUEL YUSTE;-;SAN BLAS-CANILLEJAS;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S002480;01/02/2020;20:30;CALL. PRINCIPE DE VERGARA / CALL. DON RAMON DE LA CRUZ;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;;;
2020S002480;01/02/2020;20:30;CALL. PRINCIPE DE VERGARA / CALL. DON RAMON DE LA CRUZ;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S002630;01/02/2020;19:05;CALL. AQUITANIA;44;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002630;01/02/2020;19:05;CALL. AQUITANIA;44;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S003245;01/02/2020;19:03;CALL. BALEARES;37;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Autobús;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S003245;01/02/2020;19:03;CALL. BALEARES;37;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;14;;
2020S003245;01/02/2020;19:03;CALL. BALEARES;37;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002337;01/02/2020;19:02;AUTOV. M-30, +03200I;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002337;01/02/2020;19:02;AUTOV. M-30, +03200I;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S002339;01/02/2020;18:50;CALL. CALLEJO / CALL. GREGORIO NAVAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;;
2020S002339;01/02/2020;18:50;CALL. CALLEJO / CALL. GREGORIO NAVAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;;
2020S002339;01/02/2020;18:50;CALL. CALLEJO / CALL. GREGORIO NAVAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;07;;
2020S002494;01/02/2020;18:10;CALL. FUENTIDUEÑA / CALL. PEÑA CERVERA;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S002494;01/02/2020;18:10;CALL. FUENTIDUEÑA / CALL. PEÑA CERVERA;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;07;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;14;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Hombre;14;;
2020S002592;01/02/2020;18:05;CALL. DOCTOR CIRAJAS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;14;;
2020S002468;01/02/2020;17:30;CALL. VALMOJADO / CALL. OCAÑA;-;LATINA;Otro;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S002428;01/02/2020;17:05;ACCESO DESDE M-40 A GLORIETA SOBRE LA MISMA;-;VICÁLVARO;Alcance;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002428;01/02/2020;17:05;ACCESO DESDE M-40 A GLORIETA SOBRE LA MISMA;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S002252;01/02/2020;16:55;CALL. MANUEL NOYA;17;USERA;Colisión frontal;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S002252;01/02/2020;16:55;CALL. MANUEL NOYA;17;USERA;Colisión frontal;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;14;;
2020S002252;01/02/2020;16:55;CALL. MANUEL NOYA;17;USERA;Colisión frontal;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;14;;
2020S002252;01/02/2020;16:55;CALL. MANUEL NOYA;17;USERA;Colisión frontal;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002595;01/02/2020;16:30;CALL. ALBERIQUE; 10S;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S002595;01/02/2020;16:30;CALL. ALBERIQUE; 10S;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S002585;01/02/2020;16:30;CALL. RICARDO ORTIZ / CALL. SAN MARCELO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S002585;01/02/2020;16:30;CALL. RICARDO ORTIZ / CALL. SAN MARCELO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;01;;
2020S002874;01/02/2020;16:30;AVDA. GUADALAJARA / CALL. REPUBLICA CHECA;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S002874;01/02/2020;16:30;AVDA. GUADALAJARA / CALL. REPUBLICA CHECA;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;;
2020S002874;01/02/2020;16:30;AVDA. GUADALAJARA / CALL. REPUBLICA CHECA;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Hombre;14;;
2020S002484;01/02/2020;16:00;CALL. FUENTESPINA;17;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S002484;01/02/2020;16:00;CALL. FUENTESPINA;17;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;;;
2020S002484;01/02/2020;16:00;CALL. FUENTESPINA;17;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;;;
2020S002484;01/02/2020;16:00;CALL. FUENTESPINA;17;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;;;
2020S002444;01/02/2020;15:40;PLAZA. SAGRADOS CORAZONES / PASEO. LA HABANA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002444;01/02/2020;15:40;PLAZA. SAGRADOS CORAZONES / PASEO. LA HABANA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S002444;01/02/2020;15:40;PLAZA. SAGRADOS CORAZONES / PASEO. LA HABANA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Hombre;14;;
2020S002444;01/02/2020;15:40;PLAZA. SAGRADOS CORAZONES / PASEO. LA HABANA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Hombre;;;
2020S002335;01/02/2020;15:35;AVDA. MONTE IGUELDO / CALL. PUERTO DE ALMANSA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S002335;01/02/2020;15:35;AVDA. MONTE IGUELDO / CALL. PUERTO DE ALMANSA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 15 A 17 AÑOS;Hombre;06;;
2020S002335;01/02/2020;15:35;AVDA. MONTE IGUELDO / CALL. PUERTO DE ALMANSA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;06;;
2020S002621;01/02/2020;15:35;GTA. MALAGA / AVDA. CORDOBA;-;USERA;Colisión fronto-lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;;
2020S002621;01/02/2020;15:35;GTA. MALAGA / AVDA. CORDOBA;-;USERA;Colisión fronto-lateral;;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14;;
2020S002621;01/02/2020;15:35;GTA. MALAGA / AVDA. CORDOBA;-;USERA;Colisión fronto-lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
