Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;;
2020S008737;23/06/2020;11:10;AVDA. SAN LUIS; 27A;HORTALEZA;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;DE 25 A 29 AÑOS;Mujer;02;;
2020S008730;23/06/2020;10:30;AVDA. AMERICA / CALL. CARTAGENA;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S008730;23/06/2020;10:30;AVDA. AMERICA / CALL. CARTAGENA;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S008726;23/06/2020;10:10;CALL. SANTA ENGRACIA;53;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S008729;23/06/2020;9:55;CALL. SEPULVEDA / CALL. GOTARRENDURA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;;
2020S008674;23/06/2020;9:46;CALL. JUAN PEÑALVER;16;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14;;
2020S008674;23/06/2020;9:46;CALL. JUAN PEÑALVER;16;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S008674;23/06/2020;9:46;CALL. JUAN PEÑALVER;16;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;07;;
2020S008731;23/06/2020;9:30;CALL. CASTIELLO DE JACA / CALL. PUENTE LA REINA;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;;;
2020S008731;23/06/2020;9:30;CALL. CASTIELLO DE JACA / CALL. PUENTE LA REINA;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 60 A 64 AÑOS;Hombre;;;
2020S008675;23/06/2020;9:26;PASEO. RECOLETOS;16;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S008675;23/06/2020;9:26;PASEO. RECOLETOS;16;SALAMANCA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;01;;
2020S008668;23/06/2020;8:00;CALL. EMBAJADORES;480;PUENTE DE VALLECAS;Caída;Despejado;Ciclo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S008736;23/06/2020;7:48;CALL. CANARIAS / CALL. GENERAL LACY;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S008736;23/06/2020;7:48;CALL. CANARIAS / CALL. GENERAL LACY;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008669;23/06/2020;2:35;CALL. PEÑA DEL AGUILA;6;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;;
2020S008669;23/06/2020;2:35;CALL. PEÑA DEL AGUILA;6;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008777;24/06/2020;22:40;AVDA. DAROCA / CALL. LAGO CONSTANZA;-;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;DE 70 A 74 AÑOS;Hombre;;;
2020S009166;24/06/2020;22:30;A6 KM4 ENTRADA;-;MONCLOA-ARAVACA;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;;;
2020S008775;24/06/2020;22:10;PLAZA. CONDE DE CASAL;5;RETIRO;Alcance;Despejado;Camión rígido;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S008775;24/06/2020;22:10;PLAZA. CONDE DE CASAL;5;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07;;
2020S008775;24/06/2020;22:10;PLAZA. CONDE DE CASAL;5;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;07;;
2020S008805;24/06/2020;21:02;CALL. O'DONNELL;5;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;;
2020S008805;24/06/2020;21:02;CALL. O'DONNELL;5;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;07;;
2020S008767;24/06/2020;20:00;PLAZA. COLON / PASEO. RECOLETOS;-;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07;;
2020S008767;24/06/2020;20:00;PLAZA. COLON / PASEO. RECOLETOS;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14;;
2020S008772;24/06/2020;20:00;AVDA. REAL DE PINTO / AUTOV. M-45;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14;;
2020S008772;24/06/2020;20:00;AVDA. REAL DE PINTO / AUTOV. M-45;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;02;;
2020S008773;24/06/2020;19:05;CALL. FUENTE CARRANTONA / AVDA. DAROCA;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;02;;
2020S008773;24/06/2020;19:05;CALL. FUENTE CARRANTONA / AVDA. DAROCA;-;MORATALAZ;Alcance;Despejado;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;02;;
2020S008773;24/06/2020;19:05;CALL. FUENTE CARRANTONA / AVDA. DAROCA;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S008769;24/06/2020;19:04;RONDA. SEGOVIA / CALL. SEGOVIA;-;CENTRO;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S008769;24/06/2020;19:04;RONDA. SEGOVIA / CALL. SEGOVIA;-;CENTRO;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02;;
2020S008770;24/06/2020;19:00;CALL. MIGUEL YUSTE / CALL. EMILIO MUÑOZ;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;;
2020S008770;24/06/2020;19:00;CALL. MIGUEL YUSTE / CALL. EMILIO MUÑOZ;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S008763;24/06/2020;18:47;CALL. VENANCIO MARTIN / CALL. PUERTO DE CANFRANC;-;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S008763;24/06/2020;18:47;CALL. VENANCIO MARTIN / CALL. PUERTO DE CANFRANC;-;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;DE 50 A 54 AÑOS;Mujer;02;;
2020S008760;24/06/2020;18:25;CALL. JOAQUIN TURINA / CALL. MADRE CELESTE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008760;24/06/2020;18:25;CALL. JOAQUIN TURINA / CALL. MADRE CELESTE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Mujer;03;;
2020S008768;24/06/2020;17:46;CALL. HACIENDA DE PAVONES / CALL. BRUJAS;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14;;
2020S008768;24/06/2020;17:46;CALL. HACIENDA DE PAVONES / CALL. BRUJAS;-;MORATALAZ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07;;
2020S008771;24/06/2020;17:15;CALL. VENTURA RODRIGUEZ / CALL. JUAN ALVAREZ MENDIZABAL;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S008771;24/06/2020;17:15;CALL. VENTURA RODRIGUEZ / CALL. JUAN ALVAREZ MENDIZABAL;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008754;24/06/2020;16:37;CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA;-;CHAMARTÍN;Choque contra obstáculo fijo;;Camión rígido;Conductor;DESCONOCIDA;;;;
2020S008818;24/06/2020;15:30;AVDA. LLANO CASTELLANO;1;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;;;
2020S008818;24/06/2020;15:30;AVDA. LLANO CASTELLANO;1;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;;;
2020S008746;24/06/2020;15:30;AUTOV. M-30, +01100E;-;PUENTE DE VALLECAS;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S008746;24/06/2020;15:30;AUTOV. M-30, +01100E;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008752;24/06/2020;15:20;PLAZA. CANOVAS DEL CASTILLO;2;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14;;
2020S008752;24/06/2020;15:20;PLAZA. CANOVAS DEL CASTILLO;2;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;06;;
2020S008750;24/06/2020;15:15;CALL. OCA;44;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S008750;24/06/2020;15:15;CALL. OCA;44;CARABANCHEL;Colisión lateral;Despejado;Ciclomotor;Conductor;DE 35 A 39 AÑOS;Hombre;07;;
2020S008749;24/06/2020;15:00;AVDA. COMPLUTENSE;11;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008749;24/06/2020;15:00;AVDA. COMPLUTENSE;11;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S009468;24/06/2020;15:00;CALL. TRESPADERNE; 10A;BARAJAS;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;;;
2020S009468;24/06/2020;15:00;CALL. TRESPADERNE; 10A;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008748;24/06/2020;14:52;CALL. GUZMAN EL BUENO;99;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;;
2020S008748;24/06/2020;14:52;CALL. GUZMAN EL BUENO;99;CHAMBERÍ;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07;;
2020S008759;24/06/2020;14:40;AUTOV. M-30, CALZADA 1 LATERAL PK 6.900;-;SALAMANCA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07;;
2020S008759;24/06/2020;14:40;AUTOV. M-30, CALZADA 1 LATERAL PK 6.900;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;;
2020S008751;24/06/2020;14:30;CALL. MANUEL MARIA IGLESIAS;4;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;;
2020S008753;24/06/2020;14:16;PLAZA. MANUEL BECERRA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S008753;24/06/2020;14:16;PLAZA. MANUEL BECERRA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;;;
2020S008753;24/06/2020;14:16;PLAZA. MANUEL BECERRA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008785;24/06/2020;14:15;AVENIDA PARQUE;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008785;24/06/2020;14:15;AVENIDA PARQUE;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Hombre;;;
2020S008785;24/06/2020;14:15;AVENIDA PARQUE;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S008780;24/06/2020;14:00;AVDA. DEMOCRACIA;1;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;;
2020S008780;24/06/2020;14:00;AVDA. DEMOCRACIA;1;PUENTE DE VALLECAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S008780;24/06/2020;14:00;AVDA. DEMOCRACIA;1;PUENTE DE VALLECAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Pasajero;MAYOR DE 74 AÑOS;Hombre;;;
2020S008784;24/06/2020;13:55;AVDA. MEDITERRANEO / CALL. JUAN DE URBIETA;-;RETIRO;Caída;Despejado;Autobus EMT;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S008784;24/06/2020;13:55;AVDA. MEDITERRANEO / CALL. JUAN DE URBIETA;-;RETIRO;Caída;Despejado;Autobus EMT;Pasajero;MAYOR DE 74 AÑOS;Hombre;07;;
2020S008789;24/06/2020;13:35;CTRA. BOADILLA DEL MONTE;52;LATINA;Caída;Despejado;Otros vehículos con motor;Conductor;DE 55 A 59 AÑOS;Hombre;01;;
2020S008792;24/06/2020;13:27;GTA. CADIZ;0;USERA;Colisión lateral;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;;;
2020S008792;24/06/2020;13:27;GTA. CADIZ;0;USERA;Colisión lateral;Despejado;Furgoneta;Pasajero;DE 15 A 17 AÑOS;Mujer;;;
2020S008792;24/06/2020;13:27;GTA. CADIZ;0;USERA;Colisión lateral;Despejado;Tractocamión;Conductor;DESCONOCIDA;;;;
2020S008786;24/06/2020;12:50;AVDA. VENTISQUERO DE LA CONDESA;48;FUENCARRAL-EL PARDO;Caída;Lluvia débil;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;;
2020S008744;24/06/2020;12:15;CALL. SERRANO / CALL. HERMANOS BECQUER;-;SALAMANCA;Caída;Nublado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;14;;
2020S008744;24/06/2020;12:15;CALL. SERRANO / CALL. HERMANOS BECQUER;-;SALAMANCA;Caída;Nublado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008744;24/06/2020;12:15;CALL. SERRANO / CALL. HERMANOS BECQUER;-;SALAMANCA;Caída;Nublado;Furgoneta;Pasajero;DE 55 A 59 AÑOS;Hombre;14;;
2020S008742;24/06/2020;11:45;CALL. JULIO ANTONIO;35;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;;
2020S008788;24/06/2020;11:40;CALL. NUESTRA SEÑORA DE VALVERDE;195;FUENCARRAL-EL PARDO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Mujer;06;;
2020S008735;24/06/2020;9:25;TRVA. CONDE DUQUE;13;CENTRO;Colisión lateral;Despejado;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008735;24/06/2020;9:25;TRVA. CONDE DUQUE;13;CENTRO;Colisión lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;;
2020S008779;24/06/2020;9:15;CALL. MONASTERIO DE ARLANZA / CALL. REINO DE CANDAYA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S008779;24/06/2020;9:15;CALL. MONASTERIO DE ARLANZA / CALL. REINO DE CANDAYA;-;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Furgoneta;Peatón;DE 21 A 24 AÑOS;Hombre;07;;
2020S008734;24/06/2020;9:05;CALL. ALBERTO AGUILERA;39;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;01;;
2020S008795;24/06/2020;9:00;AVDA. MONASTERIO DE SILOS;44;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;;;
2020S008795;24/06/2020;9:00;AVDA. MONASTERIO DE SILOS;44;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008738;24/06/2020;8:00;CTRA. BARRIO DE LA FORTUNA;21;LATINA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;;
2020S008738;24/06/2020;8:00;CTRA. BARRIO DE LA FORTUNA;21;LATINA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S008811;24/06/2020;7:20;CTRA. CARABANCHEL A ARAVACA / CALL. CAYETANO RODRIGUEZ;-;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008811;24/06/2020;7:20;CTRA. CARABANCHEL A ARAVACA / CALL. CAYETANO RODRIGUEZ;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;;
2020S008774;24/06/2020;5:40;CALL. SANTA ADELA;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008776;24/06/2020;2:20;CALL. MIRADOR DE LA REINA / CALL. COLLADO DEL MOSTAJO;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S008776;24/06/2020;2:20;CALL. MIRADOR DE LA REINA / CALL. COLLADO DEL MOSTAJO;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008776;24/06/2020;2:20;CALL. MIRADOR DE LA REINA / CALL. COLLADO DEL MOSTAJO;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008724;24/06/2020;1:00;CALL. PUERTO DE BALBARAN;43;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;;;
2020S008724;24/06/2020;1:00;CALL. PUERTO DE BALBARAN;43;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008722;24/06/2020;0:30;AVDA. CORDOBA / CALL. MARCELO MUÑOZ DIAZ;-;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;;
2020S008740;24/06/2020;0:01;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008740;24/06/2020;0:01;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;;;
2020S008740;24/06/2020;0:01;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;;;
2020S008740;24/06/2020;0:01;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;;;
2020S008740;24/06/2020;0:01;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;;
2020S008836;25/06/2020;22:40;TRVA. MARIA ZAMBRANO;2;CIUDAD LINEAL;Choque contra obstáculo fijo;;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;14;;
2020S008836;25/06/2020;22:40;TRVA. MARIA ZAMBRANO;2;CIUDAD LINEAL;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;;;
2020S008876;25/06/2020;22:00;PASEO. CASTELLANA;97;TETUÁN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008876;25/06/2020;22:00;PASEO. CASTELLANA;97;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S008834;25/06/2020;21:50;CALL. FLORA;4;CENTRO;Otro;Despejado;Autocaravana;Conductor;DESCONOCIDA;;;;
2020S008834;25/06/2020;21:50;CALL. FLORA;4;CENTRO;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;;
2020S008835;25/06/2020;21:50;AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07;;
2020S008835;25/06/2020;21:50;AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Mujer;14;;
2020S008835;25/06/2020;21:50;AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 60 A 64 AÑOS;Hombre;14;;
2020S008835;25/06/2020;21:50;AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 40 A 44 AÑOS;Hombre;14;;
2020S008835;25/06/2020;21:50;AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 40 A 44 AÑOS;Hombre;14;;
2020S008833;25/06/2020;21:45;CALLE 30 CALZADA 2 P.K 32.300;-;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;14;;
2020S008833;25/06/2020;21:45;CALLE 30 CALZADA 2 P.K 32.300;-;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta > 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;14;;
2020S008875;25/06/2020;21:30;CALL. SIERRA SALVADA / CALL. PUERTO DE SOMIEDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 10 A 14 AÑOS;Hombre;14;;
2020S008875;25/06/2020;21:30;CALL. SIERRA SALVADA / CALL. PUERTO DE SOMIEDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;07;;
2020S008875;25/06/2020;21:30;CALL. SIERRA SALVADA / CALL. PUERTO DE SOMIEDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14;;
2020S008875;25/06/2020;21:30;CALL. SIERRA SALVADA / CALL. PUERTO DE SOMIEDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14;;
2020S008875;25/06/2020;21:30;CALL. SIERRA SALVADA / CALL. PUERTO DE SOMIEDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07;;
2020S008831;25/06/2020;21:00;CALL. DOCTOR ESQUERDO / CALL. O'DONNELL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;;
2020S008831;25/06/2020;21:00;CALL. DOCTOR ESQUERDO / CALL. O'DONNELL;-;SALAMANCA;Colisión lateral;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;;;
2020S008829;25/06/2020;20:35;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008829;25/06/2020;20:35;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;;
2020S008832;25/06/2020;20:30;PLAZA. ESPAÑA;7;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008832;25/06/2020;20:30;PLAZA. ESPAÑA;7;CENTRO;Alcance;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Hombre;07;;
2020S008832;25/06/2020;20:30;PLAZA. ESPAÑA;7;CENTRO;Alcance;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;07;;
2020S008832;25/06/2020;20:30;PLAZA. ESPAÑA;7;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;;
2020S008832;25/06/2020;20:30;PLAZA. ESPAÑA;7;CENTRO;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008828;25/06/2020;20:30;CALL. PERICLES / CALL. MARIA DEL CARMEN;-;LATINA;Caída;Despejado;Ciclomotor;Conductor;DE 21 A 24 AÑOS;Hombre;07;;
2020S008877;25/06/2020;20:30;CALL. ARACNE / CALL. PIRRA;-;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Todo terreno;Conductor;DE 45 A 49 AÑOS;Hombre;;;
2020S008877;25/06/2020;20:30;CALL. ARACNE / CALL. PIRRA;-;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14;;
2020S008877;25/06/2020;20:30;CALL. ARACNE / CALL. PIRRA;-;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;;;
2020S008877;25/06/2020;20:30;CALL. ARACNE / CALL. PIRRA;-;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
2020S008877;25/06/2020;20:30;CALL. ARACNE / CALL. PIRRA;-;SAN BLAS-CANILLEJAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;;;
