ID;TERMS (PT-NPT);RELATIONS;PT;MT
5743;minero;;;4411 mercado laboral
5387;minería del carbón;;;6611 industrias carbonera y minera
2360;minifundio;USE;pequeña explotación;5616 sistema de explotación agraria
2157;miniordenador;USE;ordenador;3236 informática y tratamiento de datos
5116;ministerio;;;0436 poder ejecutivo y administración pública
1938;ministerio fiscal;;;1226 organización de la justicia
1938;ministerio público fiscal;USE;ministerio fiscal;1226 organización de la justicia
1939;ministro;;;0436 poder ejecutivo y administración pública
5;minorista;USE;comercio al por menor;2036 distribución
5516;minoría alemana de Bélgica;USE;Comunidad alemana de Bélgica;7211 regiones de los Estados miembros de la UE
1940;minoría de edad civil;;;1211 Derecho civil
3513;minoría de edad en Derecho penal;USE;responsabilidad criminal;1216 Derecho penal
1205;minoría lingüística;USE;grupo lingüístico;2821 marco social
1941;minoría nacional;;;1236 derechos y libertades
3054;minoría política;;;0431 vida política y seguridad pública
3486;minoría religiosa;USE;grupo religioso;2821 marco social
1942;minoría sexual;;;1236 derechos y libertades
1202;minoría étnica;USE;grupo étnico;2821 marco social
1231;minusválido;USE;persona con discapacidad;2826 vida social
1117;mirabel;USE;fruto de hueso;6006 productos de origen vegetal
1556;miraguano;;;6006 productos de origen vegetal
1944;misil;;;0821 defensa
366;misil antimisil;USE;defensa antimisil;0821 defensa
3425;misil balístico;;;0821 defensa
3426;misil guiado;USE;misil teledirigido;0821 defensa
3427;misil intercontinental;;;0821 defensa
3425;misil mar-tierra;USE;misil balístico;0821 defensa
1944;misil nuclear;USE;misil;0821 defensa
3426;misil teledirigido;;;0821 defensa
3425;misil tierra-tierra;USE;misil balístico;0821 defensa
c_2e08d60f;misión civil de la UE;;;1016 construcción europea
c_2e08d60f;misión civil de la Unión Europea;USE;misión civil de la UE;1016 construcción europea
c_f7430876;misión de búsqueda y salvamento;USE;búsqueda y salvamento;0811 política de cooperación
5744;misión de evaluación;USE;misión de observación;0806 política internacional
5744;misión de observación;;;0806 política internacional
5744;misión de observadores;USE;misión de observación;0806 política internacional
8481;misión de policía de la UE;;;1016 construcción europea
8481;misión de policía de la Unión Europea;USE;misión de policía de la UE;1016 construcción europea
5744;misión de vigilancia;USE;misión de observación;0806 política internacional
3367;misión diplomática;USE;representación diplomática;0806 política internacional
8482;misión militar de la UE;USE;misión militar de la Unión Europea;1016 construcción europea
8482;misión militar de la Unión Europea;;;1016 construcción europea
2999;miticultura;USE;cría de moluscos;5641 pesca
2808;mitin electoral;USE;propaganda electoral;0416 procedimiento electoral y sistema de votación
7371;mitología;;;2831 cultura y religión
1945;mobiliario metálico;;;6816 metalurgia y siderurgia
1995;moción de censura;;;0421 Parlamento
1952;modalidad de financiación;USE;modo de financiación;2426 financiación e inversión
80;modalidad de la ayuda;USE;condiciones de la ayuda;0811 política de cooperación
2216;modalidad de pago;USE;pago;4026 gestión contable
3263;modalidad de reembolso;USE;reembolso;2416 instituciones financieras y de crédito
435469;modalidades alternativas de solución de conflictos;;;1221 justicia
6309;modelo agrario europeo;;;5606 política agraria
c_5a7a0d82;modelo de negocio;;;4006 organización de la empresa
6267;modelo de simulación;USE;simulación;6416 investigación y propiedad intelectual
1955;modelo econométrico;USE;modelo económico;1631 análisis económico
1955;modelo económico;;;1631 análisis económico
2852;modelo industrial;USE;prototipo;6411 tecnología y reglamentación técnica
3580;moderador;USE;profesión de la comunicación;3226 comunicación
1956;modernización de la empresa;;;4006 organización de la empresa
1958;modernización de la explotación agraria;;;5611 producción y estructuras agrarias
1456;modernización de la vivienda;USE;mejora de vivienda;2846 urbanismo y construcción
1958;modernización de las estructuras agrarias;USE;modernización de la explotación agraria;5611 producción y estructuras agrarias
1456;modernización del hábitat;USE;mejora de vivienda;2846 urbanismo y construcción
1957;modernización industrial;;;6806 política y estructura industriales
3703;modificación de la ley;;;0426 trabajos parlamentarios
5870;modificación de un acuerdo;USE;revisión de un acuerdo;0806 política internacional
5870;modificación de un tratado;USE;revisión de un acuerdo;0806 política internacional
5482;modificación del clima;USE;cambio climático;5216 deterioro del medio ambiente
1959;modificación presupuestaria;;;2441 presupuesto
1952;modo de financiación;;;2426 financiación e inversión
6292;modo de producción;;;6406 producción
83;modo de vida;USE;condición de vida;2821 marco social
1964;molibdeno;;;6816 metalurgia y siderurgia
1943;molinería;USE;industria molinera;6031 industria agroalimentaria
1961;molusco;;;5641 pesca
c_623f2583;molusco bivalvo;;;5641 pesca
1977;monarquía absoluta;USE;monocracia;0406 marco político
1966;monarquía constitucional;USE;monarquía parlamentaria;0406 marco político
1966;monarquía parlamentaria;;;0406 marco político
1969;moneda;;;2411 economía monetaria
1970;moneda de reserva;;;2406 relaciones monetarias
c_2ffe4574;moneda digital;USE;moneda virtual;2411 economía monetaria
6332;moneda europea;;;2406 relaciones monetarias
433;moneda extranjera;USE;divisa;2411 economía monetaria
8434;moneda falsa;USE;falsificación de moneda;1216 Derecho penal
1972;moneda fiduciaria;;;2411 economía monetaria
1973;moneda internacional;;;2406 relaciones monetarias
1974;moneda nacional;;;2411 economía monetaria
4395;moneda verde;USE;tipo de cambio representativo;5606 política agraria
c_2ffe4574;moneda virtual;;;2411 economía monetaria
1971;monedero electrónico;USE;dinero electrónico;2411 economía monetaria
5601;monitor de televisión;USE;pantalla;3236 informática y tratamiento de datos
5601;monitor de visualización;USE;pantalla;3236 informática y tratamiento de datos
5601;monitor de vídeo;USE;pantalla;3236 informática y tratamiento de datos
5895;mono;USE;simio;5211 medio natural
1977;monocracia;;;0406 marco político
4142;monocultivo;;;5621 explotación agrícola de la tierra
1978;monografía;;;3221 documentación
c_7a2f7820;monopatín;USE;dispositivo de movilidad personal;4816 transporte terrestre
1979;monopolio;;;4031 competencia
1979;monopolio comercial;USE;monopolio;4031 competencia
1979;monopolio de comercialización;USE;monopolio;4031 competencia
1980;monopolio de compra;;;4031 competencia
1980;monopolio de demanda;USE;monopolio de compra;4031 competencia
1982;monopolio de importación;;;4031 competencia
1984;monopolio de la información;;;3226 comunicación
1981;monopolio del Estado;;;4031 competencia
1985;monopolio fiscal;;;2446 fiscalidad
1980;monopsonio;USE;monopolio de compra;4031 competencia
1988;montante compensatorio;USE;montante compensatorio monetario;5606 política agraria
1988;montante compensatorio de adhesión;USE;montante compensatorio monetario;5606 política agraria
1988;montante compensatorio de importación;USE;montante compensatorio monetario;5606 política agraria
1988;montante compensatorio monetario;;;5606 política agraria
1987;montaña;;;5211 medio natural
1063;monte;;;5636 monte
1065;monte alto;;;5636 monte
1066;monte bajo;;;5636 monte
2996;monte de utilidad pública;USE;monte del Estado;5636 monte
2996;monte del Estado;;;5636 monte
2997;monte privado;;;5636 monte
1064;monte protegido;;;5636 monte
2996;monte público;USE;monte del Estado;5636 monte
5747;monumento;;;2831 cultura y religión
4377;moqueta;USE;tapicería;6841 industria del cuero e industria textil
4582;mora;USE;fruto en baya;6006 productos de origen vegetal
1989;moral;USE;ética;3611 humanidades
1990;moral pública;;;2826 vida social
5748;moralidad de la clase política;;;0431 vida política y seguridad pública
7201;moralidad de la vida económica;USE;ética comercial;4006 organización de la empresa
1990;moralidad pública;USE;moral pública;2826 vida social
1891;morcajo;USE;tranquillón;6006 productos de origen vegetal
5303;morfología celular;USE;citología;3606 ciencias naturales y aplicadas
6390;morfología de la tierra;USE;geomorfología;3606 ciencias naturales y aplicadas
5291;moribundo;USE;muerte;2826 vida social
1991;mortalidad;;;2816 demografía y población
1992;mortalidad infantil;;;2816 demografía y población
1993;mortalidad laboral;USE;mortalidad profesional;2816 demografía y población
1992;mortalidad neonatal;USE;mortalidad infantil;2816 demografía y población
1992;mortalidad postnatal;USE;mortalidad infantil;2816 demografía y población
1992;mortalidad prenatal;USE;mortalidad infantil;2816 demografía y población
1993;mortalidad profesional;;;2816 demografía y población
4720;moscatel;USE;vino alcoholizado;6021 bebidas y azúcares
79;mostaza;USE;condimento;6026 productos alimenticios
2730;mosto de fruta;USE;producto a base de fruta;6026 productos alimenticios
2730;mosto de uva;USE;producto a base de fruta;6026 productos alimenticios
1996;motivación del consumidor;;;2026 consumo
3907;motivación del trabajador;USE;satisfacción en el trabajo;4416 condiciones y organización del trabajo
1998;motivación política;;;0431 vida política y seguridad pública
4653;motocicleta;USE;vehículo de dos ruedas;4816 transporte terrestre
4653;motociclo;USE;vehículo de dos ruedas;4816 transporte terrestre
1994;motor;;;6821 industria mecánica
3739;motor de alcohol;USE;combustible de alcohol;6606 política energética
6773;motor de búsqueda;;;3226 comunicación
1994;motor de combustión;USE;motor;6821 industria mecánica
6824;motor diésel;;;6821 industria mecánica
3864;motor eléctrico;USE;máquina eléctrica;6826 electrónica y electrotécnica
1946;movilidad de la mano de obra;;;4411 mercado laboral
1950;movilidad de los alumnos;USE;movilidad escolar;3216 organización de la enseñanza
1950;movilidad de los estudiantes;USE;movilidad escolar;3216 organización de la enseñanza
1949;movilidad de residencia;;;2816 demografía y población
1946;movilidad del personal;USE;movilidad de la mano de obra;4411 mercado laboral
1950;movilidad escolar;;;3216 organización de la enseñanza
1948;movilidad geográfica;;;2811 movimientos migratorios
3325;movilidad profesional;;;4411 mercado laboral
1951;movilidad social;;;2821 marco social
6850;movilidad sostenible;;;4806 política de transportes
1947;movilidad territorial;;;5616 sistema de explotación agraria
4541;movilidad urbana;USE;transporte urbano;4811 organización de los transportes
7373;movimiento altermundialista;USE;movimiento antiglobalización;0431 vida política y seguridad pública
7373;movimiento altermundista;USE;movimiento antiglobalización;0431 vida política y seguridad pública
5137;movimiento antieuropeísta;;;1016 construcción europea
7373;movimiento antiglobalización;;;0431 vida política y seguridad pública
2000;movimiento antirracista;USE;movimiento contra el racismo;0431 vida política y seguridad pública
4153;movimiento asociativo;;;0431 vida política y seguridad pública
1999;movimiento autonomista;;;0431 vida política y seguridad pública
2010;movimiento campesino;;;0431 vida política y seguridad pública
2000;movimiento contra el racismo;;;0431 vida política y seguridad pública
5137;movimiento contra la unión de Europa;USE;movimiento antieuropeísta;1016 construcción europea
