ID;TERMS (PT-NPT);RELATIONS;PT;MT
5653;manuches;USE;romaní;2821 marco social
7369;manuscrito;;;3221 documentación
1118;manzana;USE;fruto de pepita;6006 productos de origen vegetal
1785;maoísmo;;;0406 marco político
3930;mapa;USE;atlas;3221 documentación
5266;mapa escolar;;;3216 organización de la enseñanza
1719;maquinaria agrícola;USE;máquina agrícola;5626 medio de producción agrícola
2349;maquinista de tren;USE;personal de conducción;4811 organización de los transportes
1870;mar;;;5211 medio natural
c_1c2d26cf;mar de Barents;;;5211 medio natural
1870;mar interior;USE;mar;5211 medio natural
611;mar jurisdiccional;USE;aguas territoriales;1231 Derecho internacional
611;mar territorial;USE;aguas territoriales;1231 Derecho internacional
601;marc;USE;aguardiente;6021 bebidas y azúcares
1821;marca;;;6416 investigación y propiedad intelectual
3661;marca comercial;;;6416 investigación y propiedad intelectual
3666;marca comunitaria;USE;marca de la UE;6416 investigación y propiedad intelectual
5726;marca comunitaria de conformidad;USE;marcado «CE» de conformidad;6411 tecnología y reglamentación técnica
1562;marca de calidad;;;2031 comercialización
1821;marca de fábrica;USE;marca;6416 investigación y propiedad intelectual
3666;marca de la UE;;;6416 investigación y propiedad intelectual
3666;marca de la Unión Europea;USE;marca de la UE;6416 investigación y propiedad intelectual
1821;marca de origen;USE;marca;6416 investigación y propiedad intelectual
1821;marca de servicio;USE;marca;6416 investigación y propiedad intelectual
1821;marca del producto;USE;marca;6416 investigación y propiedad intelectual
c_b46c2b62;marca ecológica;USE;producto sostenible;1606 política económica
3666;marca europea;USE;marca de la UE;6416 investigación y propiedad intelectual
3662;marca registrada;;;6416 investigación y propiedad intelectual
233;marcación de precios;USE;publicidad de los precios;2451 precios
5726;marcado «CE» de conformidad;;;6411 tecnología y reglamentación técnica
5472;marco comunitario de apoyo;;;1616 región y política regional
437483;marco común de referencia;;;1211 Derecho civil
c_8f89faac;marco de supervisión de la UE;USE;supervisión financiera;2421 libre circulación de capitales
c_8f89faac;marco europeo de supervisión;USE;supervisión financiera;2421 libre circulación de capitales
5787;marco financiero plurianual;;;1021 finanzas de la Unión Europea
4304;marco institucional;USE;estructura institucional;1006 instituciones de la Unión Europea y función pública europea
3161;marea negra;USE;contaminación por hidrocarburos;5216 deterioro del medio ambiente
5728;marfil;USE;materia de origen animal;6011 productos de origen animal
1814;margarina;;;6016 productos agrarios transformados
5270;margen bruto de financiación;USE;cash-flow;4026 gestión contable
1815;margen comercial;;;4026 gestión contable
1815;margen de beneficio;USE;margen comercial;4026 gestión contable
1815;margen de comercialización;USE;margen comercial;4026 gestión contable
1816;margen de fluctuación;;;2406 relaciones monetarias
1817;marginación;USE;exclusión social;2826 vida social
1817;marginación social;USE;exclusión social;2826 vida social
2320;maricultura;USE;acuicultura;5641 pesca
2335;marido;USE;persona casada;2806 familia
3442;marina de guerra;;;0821 defensa
1037;marina mercante;USE;flota mercante;4821 transporte marítimo y fluvial
3442;marina militar;USE;marina de guerra;0821 defensa
c_315af034;marine residual fuel;USE;combustible para uso marítimo;6616 industria petrolera
2352;marinero;USE;tripulación;4811 organización de los transportes
5676;mariposa;USE;insecto;5211 medio natural
3205;marketing;USE;mercadotecnia;2031 comercialización
c_8de0648a;marketing ecológico;USE;marketing verde;2031 comercialización
c_8de0648a;marketing sostenible;USE;marketing verde;2031 comercialización
c_8de0648a;marketing verde;;;2031 comercialización
3886;marroquinería;USE;marroquinería y guantería;6841 industria del cuero e industria textil
3886;marroquinería y guantería;;;6841 industria del cuero e industria textil
5727;marsupial;;;5211 medio natural
1823;marxismo;;;0406 marco político
1823;marxismo-leninismo;USE;marxismo;0406 marco político
1825;masa monetaria;;;2411 economía monetaria
1824;masa presupuestaria;;;2436 hacienda pública y política presupuestaria
2790;masajista;USE;profesión paramédica;2841 sanidad
5170;masonería;USE;sociedad secreta;2826 vida social
2013;mass media;USE;medio de comunicación de masas;3226 comunicación
5170;masón;USE;sociedad secreta;2826 vida social
1374;matadero;USE;industria cárnica;6031 industria agroalimentaria
1857;matanza de ganado;USE;sacrificio de animales;6036 tecnología alimentaria
1835;matemáticas;;;3606 ciencias naturales y aplicadas
3756;materia bituminosa;;;6611 industrias carbonera y minera
5884;materia clasificada;USE;secreto de Estado;3231 información y tratamiento de la información
6039;materia colorante;USE;colorante alimentario;6036 tecnología alimentaria
2794;materia de enseñanza;USE;programa de enseñanza;3216 organización de la enseñanza
5728;materia de origen animal;;;6011 productos de origen animal
6047;materia fisible;USE;combustible nuclear;6621 industrias nuclear y eléctrica
6047;materia fisionable;USE;combustible nuclear;6621 industrias nuclear y eléctrica
239;materia grasa;USE;sustancia grasa;6016 productos agrarios transformados
240;materia grasa animal;USE;grasa animal;6016 productos agrarios transformados
1836;materia grasa de la leche;;;6016 productos agrarios transformados
241;materia grasa vegetal;USE;grasa vegetal;6016 productos agrarios transformados
6047;materia nuclear;USE;combustible nuclear;6621 industrias nuclear y eléctrica
1837;materia plástica;;;6811 química
1839;materia prima;;;2021 comercio internacional
1840;materia radiactiva;;;6621 industrias nuclear y eléctrica
5884;materia reservada;USE;secreto de Estado;3231 información y tratamiento de la información
4438;material aeronáutico;USE;avión;4826 transporte aéreo y espacial
846;material agrícola;USE;equipo agrícola;5626 medio de producción agrícola
3695;material amorfo;;;6411 tecnología y reglamentación técnica
3855;material audiovisual;;;3226 comunicación
3689;material avanzado;;;6411 tecnología y reglamentación técnica
3842;material científico;USE;aparato científico;6821 industria mecánica
3648;material compatible;USE;armonización de normas;6411 tecnología y reglamentación técnica
3692;material compuesto;;;6411 tecnología y reglamentación técnica
3692;material compuesto de fibra;USE;material compuesto;6411 tecnología y reglamentación técnica
3698;material con memoria de forma;USE;aleación de memoria;6411 tecnología y reglamentación técnica
3689;material de alta tecnología;USE;material avanzado;6411 tecnología y reglamentación técnica
1828;material de alumbrado;;;6826 electrónica y electrotécnica
5503;material de calefacción;USE;calefacción;6831 construcción y obras públicas
1826;material de construcción;;;6831 construcción y obras públicas
1832;material de elevación;;;6821 industria mecánica
2746;material de embalaje;USE;producto de envasado;2031 comercialización
3278;material de enseñanza;;;3216 organización de la enseñanza
2647;material de guerra;USE;armamento;0821 defensa
1831;material de mina;USE;material de perforación profunda;6611 industrias carbonera y minera
3198;material de ocasión;USE;bien de ocasión;2026 consumo
5646;material de oficina;;;6846 industrias diversas
1831;material de perforación profunda;;;6611 industrias carbonera y minera
3860;material de telecomunicaciones;;;3226 comunicación
4651;material de transporte;USE;vehículo;4811 organización de los transportes
3279;material didáctico informatizado;USE;software didáctico;3216 organización de la enseñanza
3278;material educativo;USE;material de enseñanza;3216 organización de la enseñanza
3865;material electromagnético;;;6826 electrónica y electrotécnica
1401;material electromecánico;USE;industria electrotécnica;6826 electrónica y electrotécnica
1833;material eléctrico;;;6826 electrónica y electrotécnica
3278;material escolar;USE;material de enseñanza;3216 organización de la enseñanza
4657;material ferroviario;USE;vehículo sobre raíles;4816 transporte terrestre
1416;material fotográfico;USE;industria fotográfica;6846 industrias diversas
1723;material hidráulico;USE;máquina hidráulica;6821 industria mecánica
850;material industrial;USE;equipamiento industrial;6806 política y estructura industriales
5613;material informático;USE;equipo informático;3236 informática y tratamiento de datos
1834;material mecánico;;;6821 industria mecánica
86576;material menstrual;USE;producto menstrual;6846 industrias diversas
2647;material militar;USE;armamento;0821 defensa
3844;material médico;USE;material médico-quirúrgico;2841 sanidad
3844;material médico-quirúrgico;;;2841 sanidad
2234;material móvil ferroviario;;;4816 transporte terrestre
3766;material off-shore;USE;instalación petrolífera en el mar;6616 industria petrolera
3844;material quirúrgico;USE;material médico-quirúrgico;2841 sanidad
1827;material refractario;;;6831 construcción y obras públicas
4651;material rodante;USE;vehículo;4811 organización de los transportes
4431;material telefónico;USE;teléfono;3226 comunicación
5615;material térmico;USE;equipo térmico;6821 industria mecánica
c_ee706406;materiales en contacto con los alimentos;;;6031 industria agroalimentaria
1840;materias nucleares;USE;materia radiactiva;6621 industrias nuclear y eléctrica
1839;materias primas;USE;materia prima;2021 comercio internacional
5159;maternidad;;;2806 familia
3311;maternidad subrogada;USE;madre portadora;2806 familia
c_e4f135ba;matonismo en el trabajo;USE;acoso laboral;4416 condiciones y organización del trabajo
3110;matriculación del vehículo;;;4806 política de transportes
1818;matrimonio;;;2806 familia
6625;matrimonio blanco;USE;matrimonio simulado;2806 familia
4007;matrimonio con un extranjero;USE;matrimonio mixto;2806 familia
8448;matrimonio forzado;;;2806 familia
8448;matrimonio forzoso;USE;matrimonio forzado;2806 familia
6625;matrimonio fraudulento;USE;matrimonio simulado;2806 familia
8448;matrimonio infantil;USE;matrimonio forzado;2806 familia
4007;matrimonio mixto;;;2806 familia
8448;matrimonio precoz;USE;matrimonio forzado;2806 familia
6625;matrimonio simulado;;;2806 familia
3597;matrona;USE;comadrona;2841 sanidad
3929;mayorazgo;USE;propiedad de bienes;1211 Derecho civil
6;mayorista;USE;comercio al por mayor;2036 distribución
1746;mayoría absoluta;;;0416 procedimiento electoral y sistema de votación
1750;mayoría cualificada;;;0416 procedimiento electoral y sistema de votación
1747;mayoría de edad civil;;;1211 Derecho civil
3513;mayoría de edad en Derecho penal;USE;responsabilidad criminal;1216 Derecho penal
1748;mayoría de votos;;;0416 procedimiento electoral y sistema de votación
1749;mayoría política;;;0431 vida política y seguridad pública
1750;mayoría reforzada;USE;mayoría cualificada;0416 procedimiento electoral y sistema de votación
1753;mayoría relativa;USE;mayoría simple;0416 procedimiento electoral y sistema de votación
1751;mayoría silenciosa;;;0431 vida política y seguridad pública
1753;mayoría simple;;;0416 procedimiento electoral y sistema de votación
3773;mazut;USE;fueloil;6616 industria petrolera
1744;maíz;;;6006 productos de origen vegetal
4073;mecanismo complementario de los intercambios;;;2006 política comercial
1851;mecanismo de apoyo;;;1021 finanzas de la Unión Europea
2151;mecanismo de cambio;USE;operación de cambio;2416 instituciones financieras y de crédito
5729;mecanismo de cambio SME;;;2406 relaciones monetarias
c_8b887373;mecanismo de condicionalidad;;;1021 finanzas de la Unión Europea
285;mecanismo de crédito;USE;crédito;2416 instituciones financieras y de crédito
1952;mecanismo de financiación;USE;modo de financiación;2426 financiación e inversión
1850;mecanismo de intervención monetaria;USE;mecanismo de tipos de cambio;2406 relaciones monetarias
8479;mecanismo de la Unión Europea;USE;método de la Unión Europea;1016 construcción europea
1072;mecanismo de precios;USE;formación de precios;2451 precios
1850;mecanismo de tipos de cambio;;;2406 relaciones monetarias
434909;mecanismo para un desarrollo limpio;;;5206 política del medio ambiente
1848;mecanización;;;6411 tecnología y reglamentación técnica
1849;mecanización agraria;;;5606 política agraria
c_dea47e63;mecatrónica;;;3236 informática y tratamiento de datos
4089;mecenas;USE;mecenazgo;2831 cultura y religión
4089;mecenazgo;;;2831 cultura y religión
1845;mecánica de precisión;;;6821 industria mecánica
3931;mecánica del suelo;USE;ciencia del suelo;3606 ciencias naturales y aplicadas
1846;mecánica general;;;6821 industria mecánica
2790;mecánico-dentista;USE;profesión paramédica;2841 sanidad
3329;medalla;USE;distinción honorífica;2826 vida social
3329;medalla europea;USE;distinción honorífica;2826 vida social
589;media de vida;USE;esperanza de vida;2816 demografía y población
2380;mediación internacional;USE;arbitraje internacional;0816 seguridad internacional
2140;mediador comunitario;USE;Defensor del Pueblo Europeo;1006 instituciones de la Unión Europea y función pública europea
2140;mediador europeo;USE;Defensor del Pueblo Europeo;1006 instituciones de la Unión Europea y función pública europea
2016;mediana empresa;;;4011 tipos de empresa
3621;mediana industria;;;6806 política y estructura industriales
6769;mediateca;;;3221 documentación
3813;medicamento;;;2841 sanidad
5733;medicamento de adquisición libre;USE;medicamento de venta libre;2841 sanidad
5733;medicamento de venta libre;;;2841 sanidad
c_aaa8331c;medicamento falsificado;;;2841 sanidad
c_aaa8331c;medicamento falso;USE;medicamento falsificado;2841 sanidad
6568;medicamento genérico;;;2841 sanidad
c_6f563894;medicamento huérfano;;;2841 sanidad
5733;medicamento no sujeto a prescripción médica;USE;medicamento de venta libre;2841 sanidad
5733;medicamento sin receta;USE;medicamento de venta libre;2841 sanidad
1852;medicina;;;2841 sanidad
6929;medicina a distancia;USE;telemedicina;2841 sanidad
3289;medicina alternativa;USE;medicina natural;2841 sanidad
5731;medicina concertada;;;2841 sanidad
6741;medicina de urgencia;;;2841 sanidad
1853;medicina del trabajo;;;4416 condiciones y organización del trabajo
1855;medicina escolar;;;2841 sanidad
5238;medicina espacial;USE;investigación espacial;6416 investigación y propiedad intelectual
5732;medicina forense;;;2841 sanidad
3356;medicina general;;;2841 sanidad
1853;medicina laboral;USE;medicina del trabajo;4416 condiciones y organización del trabajo
5732;medicina legal;USE;medicina forense;2841 sanidad
3289;medicina natural;;;2841 sanidad
5306;medicina nuclear;;;2841 sanidad
1854;medicina preventiva;;;2841 sanidad
3375;medicina privada;;;2841 sanidad
3372;medicina social;;;2841 sanidad
1856;medicina veterinaria;;;5631 actividad agropecuaria
8438;medición de la tierra;USE;geodesia;3606 ciencias naturales y aplicadas
c_03f9a8ac;medición del rendimiento;;;4021 gestión administrativa
8438;medición geodésica;USE;geodesia;3606 ciencias naturales y aplicadas
5217;medida administrativa;USE;acto administrativo;0436 poder ejecutivo y administración pública
2511;medida agromonetaria;USE;política monetaria agrícola;5606 política agraria
5332;medida antidumping;;;4031 competencia
6619;medida cautelar;USE;orden conminatoria;1221 justicia
1881;medida de efecto equivalente;;;2021 comercio internacional
8455;medida de protección de testigos;USE;protección de testigos;1221 justicia
6007;medida de salvaguardia;USE;cláusula de salvaguardia;0806 política internacional
2700;medida disciplinaria;USE;procedimiento disciplinario;0436 poder ejecutivo y administración pública
5739;medida nacional de ejecución;USE;transposición de la legislación comunitaria;1011 Derecho de la Unión Europea
c_1c478aa5;medida restrictiva de la UE;;;1016 construcción europea
c_1c478aa5;medida restrictiva de la Unión Europea;USE;medida restrictiva de la UE;1016 construcción europea
434786;medidas de adaptación al cambio climático;USE;adaptación al cambio climático;5206 política del medio ambiente
6145;medidas en materia de inversiones relacionadas con el comercio;USE;TRIM;2021 comercio internacional
2324;medidas transitorias CE;USE;periodo transitorio (UE);1016 construcción europea
5663;medievo;USE;historia medieval;3611 humanidades
5741;medio acuático;;;5211 medio natural
2012;medio de comunicación;;;3226 comunicación
3012;medio de comunicación comercial;;;3226 comunicación
2013;medio de comunicación de masas;;;3226 comunicación
3014;medio de comunicación local;;;3226 comunicación
3015;medio de comunicación privado;;;3226 comunicación
3278;medio de enseñanza;USE;material de enseñanza;3216 organización de la enseñanza
1422;medio de información;USE;información;3231 información y tratamiento de la información
3195;medio de producción;USE;bien de producción;2026 consumo
2014;medio de producción agrícola;;;5626 medio de producción agrícola
2015;medio de transporte;;;4811 organización de los transportes
1927;medio escolar;;;3216 organización de la enseñanza
965;medio familiar;USE;familia;2806 familia
833;medio físico;USE;entorno físico;5211 medio natural
3146;medio geofísico;;;5211 medio natural
1926;medio laboral;USE;entorno laboral;4416 condiciones y organización del trabajo
5742;medio marino;;;5211 medio natural
1926;medio profesional;USE;entorno laboral;4416 condiciones y organización del trabajo
1222;medio rural;USE;hábitat rural;2846 urbanismo y construcción
6002;medio social;USE;clase social;2821 marco social
1927;medio universitario;USE;medio escolar;3216 organización de la enseñanza
1223;medio urbano;USE;hábitat urbano;2846 urbanismo y construcción
930;medios de ejecución;USE;ejecución de sentencia;1221 justicia
5636;medios para las personas con discapacidad;;;2826 vida social
c_324b44f1;medios sociales;;;3226 comunicación
1861;megalópoli;;;2846 urbanismo y construcción
c_623f2583;mejillón;USE;molusco bivalvo;5641 pesca
1465;mejora de la producción;;;6406 producción
1273;mejora de las condiciones de trabajo;USE;humanización del trabajo;4416 condiciones y organización del trabajo
83;mejora de las condiciones de vida;USE;condición de vida;2821 marco social
1475;mejora de las plantas;;;5606 política agraria
1456;mejora de vivienda;;;2846 urbanismo y construcción
2869;mejora del medio ambiente;USE;calidad del medio ambiente;5206 política del medio ambiente
1483;mejora del suelo;;;5621 explotación agrícola de la tierra
c_cef8ea9d;mejora en materia de regulación;USE;intervención normativa;0436 poder ejecutivo y administración pública
1513;mejora forestal;USE;ordenación forestal;5636 monte
1863;melaza;;;6026 productos alimenticios
1117;melocotón;USE;fruto de hueso;6006 productos de origen vegetal
1605;melón;USE;legumbre de fruto;6006 productos de origen vegetal
1118;membrillo;USE;fruto de pepita;6006 productos de origen vegetal
c_827bea7d;memoria colectiva;;;2831 cultura y religión
c_827bea7d;memoria común;USE;memoria colectiva;2831 cultura y religión
c_827bea7d;memoria cultural;USE;memoria colectiva;2831 cultura y religión
2894;memoria de institución;USE;informe de actividad;3221 documentación
c_827bea7d;memoria histórica;USE;memoria colectiva;2831 cultura y religión
c_827bea7d;memoria nacional;USE;memoria colectiva;2831 cultura y religión
c_827bea7d;memoria social;USE;memoria colectiva;2831 cultura y religión
3024;memorización de datos;;;3236 informática y tratamiento de datos
2891;memorándum;USE;informe;3221 documentación
6784;mendicidad;;;1626 contabilidad nacional
2281;menesteroso;USE;pobreza;1626 contabilidad nacional
1528;menor de edad;USE;joven;2816 demografía y población
3919;menor maltratado;USE;protección de la infancia;2826 vida social
c_63446d6e;menor no acompañado;;;2811 movimientos migratorios
c_96af33df;mensaje de odio;USE;discurso de odio;1236 derechos y libertades
3010;mensaje electrónico;USE;correo electrónico;3226 comunicación
1866;mensualización;;;4421 administración y remuneración del personal
62714;mentoría;USE;orientación en el lugar de trabajo;4421 administración y remuneración del personal
3205;mercadeo;USE;mercadotecnia;2031 comercialización
08133;mercaderías;USE;mercancías;2026 consumo
1786;mercado;;;2006 política comercial
1787;mercado a plazo;;;2421 libre circulación de capitales
1787;mercado a término;USE;mercado a plazo;2421 libre circulación de capitales
178;mercado abierto;USE;control de liquidez;2411 economía monetaria
1788;mercado agrario;;;5606 política agraria
1789;mercado agrario comunitario;USE;mercado agrícola de la UE;5606 política agraria
1789;mercado agrícola de la UE;;;5606 política agraria
1789;mercado agrícola de la Unión Europea;USE;mercado agrícola de la UE;5606 política agraria
1790;mercado al contado;;;2421 libre circulación de capitales
6;mercado al por mayor;USE;comercio al por mayor;2036 distribución
3217;mercado central de abastecimiento;USE;mercado de interés nacional;2036 distribución
1795;mercado comunitario;USE;mercado de la UE;2006 política comercial
1792;mercado común;;;1621 estructura económica
2443;mercado común agrícola;USE;política agrícola común;5606 política agraria
5156;mercado de capitales;;;2421 libre circulación de capitales
5153;mercado de capitales especulativos;USE;capital especulativo;2421 libre circulación de capitales
434843;mercado de carbono;USE;comercio de derechos de emisión;5206 política del medio ambiente
c_a18525ab;mercado de derivados;USE;derivado financiero;2421 libre circulación de capitales
1799;mercado de divisas;;;2411 economía monetaria
1790;mercado de entrega inmediata;USE;mercado al contado;2421 libre circulación de capitales
1787;mercado de futuros;USE;mercado a plazo;2421 libre circulación de capitales
3217;mercado de interés nacional;;;2036 distribución
1795;mercado de la UE;;;2006 política comercial
1795;mercado de la Unión Europea;USE;mercado de la UE;2006 política comercial
4886;mercado de la energía;;;6606 política energética
1805;mercado de la propiedad rústica y urbana;;;2846 urbanismo y construcción
2098;mercado de obligaciones;USE;valor de renta fija;2421 libre circulación de capitales
c_18180cde;mercado de opciones;USE;contrato de opciones;2421 libre circulación de capitales
1801;mercado de productos básicos;;;2006 política comercial
1801;mercado de productos de base;USE;mercado de productos básicos;2006 política comercial
1802;mercado de trabajo;USE;mercado laboral;4411 mercado laboral
1804;mercado de valores;USE;mercado financiero;2421 libre circulación de capitales
3109;mercado del transporte;;;4806 política de transportes
3217;mercado en origen de productos agrarios;USE;mercado de interés nacional;2036 distribución
1803;mercado exterior;;;2006 política comercial
1804;mercado financiero;;;2421 libre circulación de capitales
1804;mercado financiero internacional;USE;mercado financiero;2421 libre circulación de capitales
3378;mercado inmobiliario;;;2846 urbanismo y construcción
c_20fde7af;mercado interbancario;;;2411 economía monetaria
1806;mercado interior;;;2006 política comercial
3299;mercado interior comunitario;USE;mercado único;1016 construcción europea
1807;mercado internacional;;;2006 política comercial
1802;mercado laboral;;;4411 mercado laboral
1808;mercado libre;;;2411 economía monetaria
6926;mercado local;USE;mercado regional;2006 política comercial
1809;mercado monetario;;;2411 economía monetaria
c_20fde7af;mercado monetario interbancario;USE;mercado interbancario;2411 economía monetaria
1809;mercado monetario internacional;USE;mercado monetario;2411 economía monetaria
1807;mercado mundial;USE;mercado internacional;2006 política comercial
1806;mercado nacional;USE;mercado interior;2006 política comercial
3169;mercado negro;USE;tráfico ilícito;2006 política comercial
1812;mercado oficial;USE;mercado reglamentado;2411 economía monetaria
6926;mercado regional;;;2006 política comercial
1812;mercado reglamentado;;;2411 economía monetaria
3299;mercado único;;;1016 construcción europea
c_6f7bbe63;mercado único de contenidos digitales;USE;mercado único digital;1016 construcción europea
3299;mercado único de la UE;USE;mercado único;1016 construcción europea
c_6f7bbe63;mercado único digital;;;1016 construcción europea
c_6f7bbe63;mercado único electrónico;USE;mercado único digital;1016 construcción europea
c_6f7bbe63;mercado único en línea;USE;mercado único digital;1016 construcción europea
c_6f7bbe63;mercado único online;USE;mercado único digital;1016 construcción europea
3205;mercadotecnia;;;2031 comercialización
c_8de0648a;mercadotecnia verde;USE;marketing verde;2031 comercialización
387;mercancía perecedera;USE;producto perecedero;6026 productos alimenticios
08133;mercancías;;;2026 consumo
5321;mercenario;;;0821 defensa
3890;mercería;;;6841 industria del cuero e industria textil
3204;merchandising;;;2031 comercialización
1880;mercurio;;;6816 metalurgia y siderurgia
2730;mermelada;USE;producto a base de fruta;6026 productos alimenticios
5067;mesa electoral;;;0416 procedimiento electoral y sistema de votación
5277;mesa redonda;USE;acta de congreso;3221 documentación
2389;meseta;USE;llanura;5211 medio natural
c_40f54e0c;metadatos;;;3221 documentación
c_40f54e0c;metainformaciones;USE;metadatos;3221 documentación
1882;metal;;;6816 metalurgia y siderurgia
c_b9c60592;metal de las tierras raras;USE;Tierras raras;6811 química
6823;metal especial;;;6816 metalurgia y siderurgia
1883;metal ferroso;;;6816 metalurgia y siderurgia
1885;metal no ferroso;;;6816 metalurgia y siderurgia
1884;metal pesado;;;6816 metalurgia y siderurgia
1886;metal precioso;;;6816 metalurgia y siderurgia
1887;metaloide;;;6811 química
5289;metalurgia;USE;trabajo de los metales;6816 metalurgia y siderurgia
4830;metanero;USE;buque cisterna;4821 transporte marítimo y fluvial
1274;metano;USE;hidrocarburo;6616 industria petrolera
1893;metanol;;;6606 política energética
1892;meteorología;;;3606 ciencias naturales y aplicadas
1894;metodología;USE;método de investigación;6416 investigación y propiedad intelectual
1895;metodología estadística;USE;método estadístico;1631 análisis económico
7370;metodología jurídica;;;1206 fuentes y ramas del Derecho
3089;metro;;;4811 organización de los transportes
1896;metrología;;;3606 ciencias naturales y aplicadas
3089;metropolitano;USE;metro;4811 organización de los transportes
1897;metrópoli;;;2846 urbanismo y construcción
5716;micosis;USE;enfermedad de la piel;2841 sanidad
4921;microbiología;USE;biología;3606 ciencias naturales y aplicadas
5970;microcirugía;USE;cirugía;2841 sanidad
2521;microcontaminante;USE;contaminante;5216 deterioro del medio ambiente
1902;microcopia;USE;microforma;3221 documentación
c_6659516b;microcredencial;;;4406 empleo
6713;microcrédito;;;2416 instituciones financieras y de crédito
1901;microeconomía;;;1631 análisis económico
3876;microelectrónica;;;6826 electrónica y electrotécnica
6756;microempresa;;;4011 tipos de empresa
6756;microentidad;USE;microempresa;4011 tipos de empresa
c_b2c019c8;microestado;USE;pequeño estado;7231 geografía económica
1902;microficha;USE;microforma;3221 documentación
1902;microfilm;USE;microforma;3221 documentación
c_39d242fc;microfinanciación colectiva;USE;micromecenazgo;2426 financiación e inversión
6714;microfinanza;;;2426 financiación e inversión
1902;microforma;;;3221 documentación
1902;microfotografía;USE;microforma;3221 documentación
c_39d242fc;micromecenazgo;;;2426 financiación e inversión
3704;microordenador;;;3236 informática y tratamiento de datos
5740;microorganismo;;;3606 ciencias naturales y aplicadas
3842;microscopio;USE;aparato científico;6821 industria mecánica
1907;miel;;;6011 productos de origen animal
4044;miembro de la Comisión;USE;comisario europeo;1006 instituciones de la Unión Europea y función pública europea
447442;miembro del BCE;USE;miembro del Banco Central Europeo;1006 instituciones de la Unión Europea y función pública europea
447442;miembro del Banco Central Europeo;;;1006 instituciones de la Unión Europea y función pública europea
447442;miembro del Comité Ejecutivo del Banco Central Europeo;USE;miembro del Banco Central Europeo;1006 instituciones de la Unión Europea y función pública europea
c_5cec7cfa;miembro del Comité de las Regiones;;;1006 instituciones de la Unión Europea y función pública europea
2248;miembro del Parlamento Europeo;USE;parlamentario europeo;1006 instituciones de la Unión Europea y función pública europea
5308;miembro del Tribunal de Cuentas (UE);;;1006 instituciones de la Unión Europea y función pública europea
5308;miembro del Tribunal de Cuentas CE;USE;miembro del Tribunal de Cuentas (UE);1006 instituciones de la Unión Europea y función pública europea
4043;miembro del Tribunal de Justicia (CE);USE;miembro del Tribunal de Justicia (UE);1006 instituciones de la Unión Europea y función pública europea
4043;miembro del Tribunal de Justicia (UE);;;1006 instituciones de la Unión Europea y función pública europea
1778;miembro dimisionario;USE;mandato electoral;0421 Parlamento
2925;mies;USE;recolección;5621 explotación agrícola de la tierra
1909;migración;;;2811 movimientos migratorios
1910;migración alternante;USE;migración pendular;2811 movimientos migratorios
c_977a9fe5;migración circular;;;2811 movimientos migratorios
1915;migración clandestina;USE;migración ilegal;2811 movimientos migratorios
1921;migración comunitaria;;;2811 movimientos migratorios
3322;migración de repoblación;;;2811 movimientos migratorios
1911;migración de retorno;;;2811 movimientos migratorios
1925;migración de temporada;;;2811 movimientos migratorios
1922;migración de trabajo;USE;migración profesional;2811 movimientos migratorios
1923;migración del campo a la ciudad;USE;migración rural;2811 movimientos migratorios
c_b0536152;migración económica;;;2811 movimientos migratorios
185;migración elegida;USE;control de las migraciones;2811 movimientos migratorios
1925;migración estacional;USE;migración de temporada;2811 movimientos migratorios
1912;migración familiar;;;2811 movimientos migratorios
977;migración femenina;;;2811 movimientos migratorios
1913;migración forzosa;;;2811 movimientos migratorios
1914;migración fronteriza;;;2811 movimientos migratorios
1915;migración ilegal;;;2811 movimientos migratorios
1916;migración interior;;;2811 movimientos migratorios
1916;migración interna;USE;migración interior;2811 movimientos migratorios
1917;migración interurbana;;;2811 movimientos migratorios
1921;migración intracomunitaria;USE;migración comunitaria;2811 movimientos migratorios
1920;migración intraurbana;;;2811 movimientos migratorios
1915;migración irregular;USE;migración ilegal;2811 movimientos migratorios
1913;migración medioambiental;USE;migración forzosa;2811 movimientos migratorios
1910;migración pendular;;;2811 movimientos migratorios
1922;migración profesional;;;2811 movimientos migratorios
1923;migración rural;;;2811 movimientos migratorios
c_d867a3b5;migración urbana;;;2811 movimientos migratorios
3320;migrante;;;2811 movimientos migratorios
1921;migrante comunitario;USE;migración comunitaria;2811 movimientos migratorios
760;migrante de la segunda generación;USE;hijo de migrante;2811 movimientos migratorios
760;migrante de la tercera generación;USE;hijo de migrante;2811 movimientos migratorios
1932;mijo;;;6006 productos de origen vegetal
2628;milicia;USE;ejército;0821 defensa
1928;militante político;;;0411 partido político
2628;militar;USE;ejército;0821 defensa
1931;militarismo;;;0431 vida política y seguridad pública
1930;militarización del espacio;;;0816 seguridad internacional
3749;mina;USE;explotación minera;6611 industrias carbonera y minera
6377;mina antipersona;USE;arma antipersonas;0821 defensa
6377;mina antipersonas;USE;arma antipersonas;0821 defensa
5387;mina hullera;USE;minería del carbón;6611 industrias carbonera y minera
6377;mina terrestre;USE;arma antipersonas;0821 defensa
2767;mineral;USE;producto minero;6611 industrias carbonera y minera
1933;mineral de hierro;;;6611 industrias carbonera y minera
3754;mineral metálico;;;6611 industrias carbonera y minera
1934;mineral no ferroso;;;6611 industrias carbonera y minera
1935;mineral no metálico;;;6611 industrias carbonera y minera
1936;mineralogía;;;3606 ciencias naturales y aplicadas
