segment_id,Carretera,road_prefix,PK_inicio,PK_fin,length_km,imd_total,imd_ligeros,imd_pesados,n_stations,is_tent,max_spacing_km,cod_prov
284,N-240,N,130.9,141.3,11.196671875,2176.625,1756.5,420.125,8.0,False,120,22
285,N-240,N,145.0,198.44,54.17883984375,3616.25,3375.59375,240.65625,32.0,False,120,22
286,N-240,N,198.44,205.413,7.53345703125,12070.0,10574.25,1495.75,4.0,True,60,22
287,N-240,N,283.48,340.65,57.31706640625,1574.857142857143,1450.3214285714287,124.53571428571429,28.0,False,120,22
288,N-240,N,480.79,493.79,12.2801484375,5838.25,,,,False,120,01
289,N-240,N,493.79,528.48,33.2141484375,5838.25,,,,False,120,48
290,N-240A,N,196.5,198.05,1.9389134521484375,83.5,76.0,7.5,4.0,False,120,22
291,N-240A,N,205.275,206.6,1.2530078125,6878.0,6188.0,690.0,4.0,False,120,22
292,N-240R,N,286.741,287.761,1.0335159912109375,5740.9375,,,,False,120,22
293,N-240R,N,292.27,292.638,0.6753843383789062,5740.9375,,,,False,120,22
294,N-240R,N,317.0,317.75,0.61663525390625,5740.9375,,,,False,120,50
295,N-240R,N,329.52,331.59,2.253018310546875,5740.9375,,,,False,120,50
296,N-240R,N,336.75,337.65,1.2946304931640624,5740.9375,,,,False,120,50
297,N-260,N,0.0,36.2,33.1551796875,6935.55,6694.6,240.95,20.0,False,120,17
298,N-260,N,37.55,62.6,23.251236328125,7898.5625,7425.3125,473.25,16.0,False,120,17
299,N-260,N,64.3,67.55,3.326230712890625,343.25,311.75,31.5,4.0,False,120,17
300,N-260,N,83.93,114.0,29.722732421875,7274.0,6795.0,479.0,16.0,False,120,17
301,N-260,N,117.35,179.53,62.04913671875,4845.833333333333,4620.875,224.95833333333334,24.0,False,120,17
302,N-260,N,179.53,194.46,14.0434375,5710.5,5405.375,305.125,8.0,True,60,17
303,N-260,N,194.46,226.5,31.61753515625,5221.066666666667,4847.466666666666,373.6,15.0,False,120,25
304,N-260,N,227.8,347.23,115.86634375,3515.3571428571427,3307.6071428571427,207.75,28.0,False,120,25
305,N-260,N,354.3,487.286,128.6489765625,1882.638888888889,1761.138888888889,121.5,36.0,False,120,22
306,N-260A,N,3.88,8.57,4.72138720703125,33.5,31.75,1.75,4.0,False,120,17
307,N-260A,N,51.251,52.628,1.64389599609375,67.75,40.0,27.75,4.0,False,120,17
308,N-260A,N,53.15,56.855,3.592911376953125,87.5,51.75,35.75,4.0,False,120,17
309,N-260A,N,83.93,84.2,0.306349365234375,77.625,,,,False,120,17
310,N-260A,N,464.0,517.51,52.59409375,2401.8125,2346.125,55.6875,16.0,False,120,22
311,N-260R,N,0.0,1.428,1.981527587890625,3011.0,2911.5,99.5,4.0,True,60,25
312,N-2A,N,0.0,9.64,9.7820048828125,13555.666666666666,12964.666666666666,591.0,12.0,False,120,17
313,N-2A,N,223.31,227.11,3.59554541015625,11611.958333333332,,,,False,120,50
314,N-2A,N,326.18,326.35,0.16935870361328126,20478.75,18785.25,1693.5,4.0,False,120,50
315,N-2A,N,407.97,411.21,3.5381708984375,11611.958333333332,,,,False,120,22
316,N-2A,N,427.775,430.41,2.935049072265625,38.0,35.5,2.5,4.0,False,120,22
317,N-2A,N,718.36,725.16,6.8071142578125,9668.25,8838.625,829.625,8.0,False,120,17
318,N-2R,N,204.22,205.03,1.401127197265625,584.5,543.25,41.25,4.0,False,120,50
319,N-2R,N,211.14,212.0,0.9467555541992188,555.0,519.25,35.75,4.0,False,120,50
320,N-2R,N,219.5,220.6,0.92137060546875,555.0,,,,False,120,50
321,N-2R,N,226.64,227.84,1.164710205078125,485.5,453.0,32.5,4.0,False,120,50
322,N-301,N,65.0,210.92,149.837125,3338.7291666666665,2137.0416666666665,1201.6875,48.0,False,120,16
323,N-301,N,256.75,274.972,17.528701171875,994.125,887.875,106.25,8.0,False,120,02
324,N-301,N,277.209,300.712,23.3665546875,222.25,202.0,20.25,4.0,False,120,02
325,N-301,N,303.117,327.78,24.463486328125,3414.75,3221.75,193.0,8.0,False,120,02
326,N-301,N,328.3,349.9,22.050296875,679.0,641.1666666666666,37.833333333333336,12.0,False,120,30
327,N-301,N,355.57,360.27,3.6806171875,994.125,,,,False,120,30
328,N-301,N,361.115,372.98,12.809822265625,967.75,794.0,173.75,4.0,False,120,30
329,N-301,N,426.0,428.0,1.86230224609375,1573.5,1292.25,281.25,4.0,False,120,30
330,N-310,N,52.7,54.0,1.3013304443359375,2563.25,2260.25,303.0,4.0,False,120,13
331,N-310,N,58.86,198.713,141.502671875,1587.576923076923,1341.5576923076924,246.01923076923077,52.0,False,120,02
332,N-320,N,134.0,271.8,136.46625,4334.460526315789,3969.1315789473683,365.32894736842104,76.0,False,120,16
333,N-320,N,271.8,272.37,0.6004724731445312,5208.873120300752,,,,False,120,19
334,N-320,N,290.4,341.0,50.15146484375,6083.285714285715,5450.928571428572,632.3571428571429,28.0,False,120,19
335,N-320A,N,227.57,241.13,14.4016630859375,341.6875,,,,False,120,19
336,N-323,N,186.634,187.1,0.6319627685546875,4498.875,,,,True,60,18
337,N-323,N,187.6,189.8,2.08598388671875,5916.75,5517.75,399.0,4.0,False,120,18
338,N-323,N,190.3,194.02,3.7331923828125,4498.875,4046.875,452.0,8.0,True,60,18
339,N-323A,N,82.6,87.7,5.23801708984375,1175.6666666666667,1097.6666666666667,78.0,3.0,False,120,18
340,N-323A,N,88.1,100.8,11.95209765625,837.8333333333334,,,,False,120,18
341,N-323A,N,108.35,119.8,11.894681640625,3486.25,3205.5,280.75,4.0,False,120,18
342,N-323A,N,143.3,154.59,11.2128271484375,4927.5,4653.625,273.875,8.0,False,120,18
343,N-323A,N,163.4,166.97,3.848209716796875,54.5,48.75,5.75,4.0,False,120,18
344,N-323A,N,169.13,169.28,0.24500949096679686,185.5,165.5,20.0,4.0,False,120,18
345,N-323A,N,466.5,469.26,2.646207275390625,500.0,462.0,38.0,4.0,False,120,18
346,N-325,N,3.789,6.51,2.827391357421875,11358.5,10717.5,641.0,4.0,False,120,03
347,N-325,N,6.51,20.15,13.5106923828125,6159.25,5740.666666666667,418.5833333333333,12.0,False,120,03
348,N-330,N,93.46,170.28,76.0208203125,2032.5625,1901.59375,130.96875,32.0,False,120,46
349,N-330,N,187.5,301.44,112.4043828125,1557.888888888889,1225.0277777777778,332.8611111111111,36.0,False,120,16
350,N-330,N,406.35,408.5,2.138955078125,17532.333333333332,16703.0,829.3333333333334,3.0,False,120,03
351,N-330,N,417.34,467.9,50.300453125,720.125,412.8125,307.3125,16.0,False,120,50
352,N-330,N,469.24,478.6,9.2192607421875,1903.40625,,,,False,120,50
353,N-330,N,481.9,482.71,0.846300537109375,1903.40625,,,,False,120,50
354,N-330,N,482.71,491.0,8.04113720703125,4678.5,4397.25,281.25,4.0,False,120,50
355,N-330,N,502.2,510.25,7.9513154296875,36286.75,32808.0,3478.75,4.0,False,120,50
356,N-330,N,515.5,524.18,8.507009765625,1309.0,1181.25,127.75,4.0,False,120,50
357,N-330,N,528.23,552.425,24.17075,347.5,282.75,64.75,4.0,False,120,22
358,N-330,N,553.95,567.853,13.9063505859375,339.75,271.75,68.0,4.0,False,120,22
359,N-330,N,574.287,575.75,1.74205517578125,1774.25,1459.25,315.0,4.0,False,120,22
360,N-330,N,576.68,585.87,8.7194228515625,215.0,172.75,42.25,4.0,False,120,22
361,N-332,N,95.81,97.85,2.15831005859375,29407.0,28076.5,1330.5,4.0,False,120,03
362,N-332,N,97.85,98.683,0.7388976440429688,16601.5,15908.75,692.75,4.0,False,120,03
363,N-332,N,119.5,144.13,22.955201171875,15214.833333333334,14415.166666666666,799.6666666666666,12.0,False,120,03
364,N-332,N,144.13,149.3,6.63509033203125,42508.5,40964.75,1543.75,4.0,False,120,03
365,N-332,N,149.3,151.74,2.373002197265625,22764.0,21938.75,825.25,4.0,False,120,03
366,N-332,N,151.74,152.36,0.6029896240234375,16059.1875,,,,False,120,03
367,N-332,N,160.375,177.77,17.3389921875,11011.0,10364.555555555555,646.4444444444445,9.0,False,120,03
368,N-332,N,177.77,178.53,0.7610784912109375,6872.0,6466.0,406.0,1.0,False,120,03
369,N-332,N,178.53,190.6,12.04282421875,7262.8,6720.8,542.0,5.0,False,120,03
370,N-332,N,194.22,226.0,33.80339453125,16059.1875,14321.8125,1737.375,16.0,False,120,46
371,N-332,N,229.0,242.65,13.4110576171875,13671.125,12199.5,1471.625,8.0,False,120,46
372,N-332,N,244.06,257.275,13.720244140625,9791.25,8730.625,1060.625,8.0,False,120,46
373,N-332A,N,75.365,75.85,0.8293539428710938,3295.3333333333335,3145.6666666666665,149.66666666666666,3.0,False,120,03
374,N-332A,N,272.06,274.12,2.590514404296875,3174.5,3110.0,64.5,4.0,False,120,46
375,N-332R,N,251.0,253.25,2.60128125,7840.5,7272.5,568.0,2.0,False,120,46
376,N-334,N,0.0,0.35,0.328698974609375,52428.5,,,,False,120,03
377,N-334,N,0.35,0.94,0.5540328369140625,52428.5,51041.0,1387.5,4.0,False,120,03
378,N-340,N,730.4,731.1,0.7593203125,8246.168859649122,,,,False,120,03
379,N-340,N,731.1,733.856,2.827858642578125,8246.168859649122,,,,False,120,03
380,N-340,N,786.275,791.5,5.26944384765625,938.75,891.75,47.0,8.0,False,120,03
381,N-340,N,797.32,799.6,2.755636474609375,23717.5,22706.0,1011.5,4.0,False,120,03
382,N-340,N,800.5,802.67,2.730749267578125,9655.5,9019.0,636.5,4.0,False,120,03
383,N-340,N,802.67,805.8,3.1113173828125,7856.75,7349.25,507.5,4.0,False,120,03
384,N-340,N,805.8,807.2,1.6788414306640624,5080.25,4745.0,335.25,4.0,False,120,03
385,N-340,N,849.76,850.21,0.3852363586425781,8246.168859649122,,,,False,120,46
386,N-340,N,931.2,932.0,0.6343848876953125,8246.168859649122,,,,False,120,46
387,N-340,N,936.154,972.59,36.5886328125,13233.125,11983.6875,1249.4375,32.0,False,120,12
388,N-340,N,972.59,974.57,1.83838037109375,8246.168859649122,,,,True,60,12
389,N-340,N,974.57,1079.955,107.747734375,8310.421052631578,7683.105263157895,627.3157894736842,76.0,True,60,12
390,N-340,N,1079.955,1083.89,4.03895556640625,8246.168859649122,,,,False,120,43
391,N-340,N,1083.89,1128.82,45.6714296875,8092.357142857143,7037.964285714285,1054.392857142857,28.0,False,120,43
392,N-340,N,1133.02,1140.48,7.44058349609375,8246.168859649122,,,,False,120,43
393,N-340,N,1144.79,1146.22,1.7970108642578124,16987.25,14504.75,2482.5,4.0,False,120,43
394,N-340,N,1154.275,1160.558,6.291443359375,14443.5,13714.75,728.75,4.0,False,120,43
395,N-340,N,1160.77,1160.93,0.16739219665527344,8246.168859649122,,,,False,120,43
396,N-340,N,1165.34,1237.18,73.4642578125,18588.163636363635,16662.563636363637,1925.6,55.0,False,120,43
397,N-340,N,1239.68,1240.955,1.3644903564453126,8246.168859649122,,,,False,120,08
398,N-340,N,1240.955,1243.87,3.119683837890625,29352.25,26573.25,2779.0,8.0,False,120,08
399,N-340A,N,262.7,269.3,6.47902880859375,10265.0,9639.5,625.5,4.0,False,120,29
400,N-340A,N,354.16,359.294,5.42771484375,818.0,728.25,89.75,4.0,False,120,
401,N-340A,N,383.82,386.0,2.1828720703125,6819.0,,,,False,120,04
402,N-340A,N,391.7,401.7,9.9816943359375,5114.25,4672.25,442.0,4.0,False,120,04
403,N-340A,N,405.83,406.3,0.45378335571289063,6819.0,,,,False,120,04
404,N-347AL,N,0.0,4.17,3.949742431640625,5194.5,4754.75,439.75,4.0,True,60,04
405,N-347GR,N,0.0,0.842,0.841995361328125,8640.0,7932.0,708.0,2.0,False,120,18
406,N-349,N,0.0,3.22,3.9575673828125,13089.5,11310.25,1779.25,4.0,True,60,11
407,N-350,N,0.0,1.2,2.131406005859375,17440.75,16365.5,1075.25,4.0,False,120,11
408,N-351,N,3.1,4.6,1.399834716796875,5740.9375,,,,False,120,11
409,N-351,N,4.6,7.3,2.8215859375,5740.9375,,,,False,120,11
410,N-357,N,0.0,0.04,0.02258563995361328,8845.25,,,,False,120,11
411,N-357,N,0.04,0.44,0.22597711181640626,8845.25,,,,True,60,11
412,N-357,N,0.44,2.05,1.288369140625,8845.25,6334.0,2511.25,4.0,True,60,11
413,N-400,N,7.055,37.388,30.330546875,6557.625,6040.125,517.5,8.0,False,120,28
414,N-400,N,51.45,53.193,1.4936673583984375,3191.25,2830.75,360.5,4.0,False,120,45
415,N-400,N,54.0,56.554,2.55894873046875,700.25,,,,False,120,45
416,N-400,N,57.64,59.882,2.2030146484375,700.25,,,,False,120,45
417,N-400,N,63.843,95.06,32.299177734375,553.3333333333334,487.75,65.58333333333333,12.0,False,120,45
418,N-400,N,98.08,122.32,24.667953125,332.375,295.25,37.125,8.0,False,120,16
419,N-400,N,125.67,174.3,48.91226953125,700.25,674.45,25.8,20.0,False,120,16
420,N-400A,N,116.606,119.947,3.595872802734375,67.75,61.75,6.0,4.0,False,120,16
421,N-401,N,78.93,187.2,105.8316796875,5156.403846153846,4653.596153846154,502.8076923076923,52.0,False,120,45
422,N-401A,N,49.997,50.296,0.23570590209960937,2211.5,1961.5,250.0,4.0,False,120,45
423,N-401A,N,54.662,55.163,0.31794345092773435,1446.25,1282.5,163.75,4.0,False,120,45
424,N-401A,N,90.97,94.4,3.53327685546875,4708.75,4185.0,523.75,4.0,False,120,45
425,N-401A,N,96.49,98.4,2.39438134765625,2211.5,,,,False,120,45
426,N-401A,N,107.525,111.352,3.919637451171875,2211.5,,,,False,120,45
427,N-403,N,6.76,26.32,20.380564453125,515.75,464.875,50.875,8.0,False,120,45
428,N-403,N,30.214,132.0,97.185,3765.078125,3483.453125,281.625,64.0,False,120,05
429,N-403,N,132.0,135.12,3.416574951171875,6163.25,5689.0,474.25,8.0,False,120,05
430,N-403,N,140.6,177.45,37.2830078125,2993.75,2710.85,282.9,20.0,False,120,05
431,N-403A,N,41.225,41.987,0.5668484497070313,440.25,397.0,43.25,4.0,False,120,45
432,N-403A,N,52.38,52.844,0.22468075561523437,2075.0,1848.5,226.5,4.0,False,120,45
433,N-403A,N,55.2,55.975,0.5933668212890625,1425.5,1271.5,154.0,4.0,False,120,45
434,N-403A,N,79.0,81.0,1.8764141845703124,2487.25,2315.25,172.0,4.0,False,120,28
435,N-430A,N,297.2,299.2,1.847043212890625,169.25,141.25,28.0,4.0,False,120,13
436,N-430A,N,394.6,396.87,2.3545263671875,452.5,420.75,31.75,4.0,False,120,13
437,N-432A,N,158.7,165.67,7.6524208984375,158.5,144.25,14.25,4.0,False,120,14
438,N-432A,N,169.225,171.6,2.0254385986328125,31.5,29.25,2.25,4.0,False,120,14
439,N-432A,N,194.575,196.35,2.098286376953125,89.0,81.0,8.0,4.0,False,120,14
440,N-432A,N,201.64,219.05,17.71678125,59.25,54.0,5.25,4.0,False,120,14
441,N-432A,N,220.63,222.2,1.1327822265625,498.33333333333337,,,,False,120,14
442,N-432A,N,224.2,226.55,2.366310546875,80.5,73.5,7.0,4.0,False,120,14
443,N-432A,N,228.2,231.8,3.58345849609375,18.0,17.25,0.75,4.0,False,120,14
444,N-432A,N,233.3,244.0,10.9554482421875,64.25,59.75,4.5,8.0,False,120,14
445,N-432A,N,246.4,248.54,1.95226025390625,539.25,482.75,56.5,4.0,False,120,14
446,N-432A,N,254.156,262.065,7.8124130859375,209.25,189.75,19.5,4.0,False,120,14
447,N-432A,N,328.9,332.742,3.739539306640625,1523.75,1385.75,138.0,4.0,False,120,14
448,N-432A,N,333.616,337.5,3.619958984375,3287.0,2866.0,421.0,1.0,False,120,14
449,N-432A,N,356.407,359.0,2.401915283203125,498.33333333333337,,,,False,120,23
450,N-432A,N,361.065,362.212,1.1725472412109375,498.33333333333337,,,,False,120,23
451,N-432A,N,364.775,365.793,0.9649974975585938,491.6666666666667,453.3333333333333,38.333333333333336,3.0,False,120,23
452,N-432A,N,374.2,386.21,12.118953125,2230.75,2144.25,86.5,4.0,False,120,23
453,N-432A,N,394.384,395.382,0.9256297607421875,505.0,459.3333333333333,45.666666666666664,3.0,False,120,23
454,N-432A,N,399.183,399.915,0.6095696411132813,193.66666666666666,181.66666666666666,12.0,3.0,False,120,23
455,N-432A,N,413.18,419.114,6.21287451171875,498.33333333333337,,,,False,120,18
456,N-432R,N,0.0,1.564,2.083029052734375,1953.75,1731.0,222.75,4.0,False,120,14
457,N-433,N,35.15,35.644,0.307425537109375,3155.6477272727275,,,,False,120,41
458,N-433,N,35.644,103.77,67.7139296875,4284.295454545455,3911.1363636363635,373.15909090909093,44.0,True,60,21
459,N-433,N,103.77,155.3,51.98597265625,2027.0,1708.25,318.75,16.0,True,60,21
460,N-435,N,23.2,222.13,197.626859375,3488.0243902439024,3102.4756097560976,385.5487804878049,82.0,False,120,21
461,N-435A,N,22.5,23.2,0.736339111328125,446.625,,,,False,120,06
462,N-5,N,343.23,345.3,2.28121484375,6992.75,6222.25,770.5,4.0,False,120,06
463,N-5,N,373.065,373.815,0.7266937866210937,334.75,316.25,18.5,4.0,False,120,06
464,N-5,N,380.5,395.0,14.9811630859375,3888.0,3701.5,186.5,2.0,True,60,06
465,N-5,N,395.0,395.265,0.3277362060546875,1752.25,,,,False,120,06
466,N-5,N,406.933,407.555,0.48763873291015625,707.75,622.0,85.75,4.0,False,120,06
467,N-501,N,0.88,1.75,0.8474972534179688,6677.333333333333,6088.0,589.3333333333334,3.0,False,120,05
468,N-501,N,3.66,76.97,75.897234375,802.6428571428571,716.75,85.89285714285714,28.0,False,120,05
469,N-501,N,76.97,81.15,4.22258544921875,3615.0,,,,True,60,37
470,N-501,N,81.15,88.824,7.75220703125,3615.0,3445.25,169.75,4.0,False,120,37
471,N-501A,N,52.3,52.8,0.43196807861328124,653.75,621.0,32.75,4.0,False,120,37
472,N-502,N,6.21,243.13,232.827171875,2284.3425925925926,2097.009259259259,187.33333333333334,108.0,False,120,45
473,N-502,N,243.135,244.0,0.40738397216796873,1998.0008417508418,,,,False,120,06
474,N-502,N,262.5,391.442,128.8156796875,1711.659090909091,1533.4772727272727,178.1818181818182,44.0,False,120,14
475,N-502A,N,110.7,114.598,4.299388671875,526.25,,,,False,120,45
476,N-502A,N,114.598,115.266,0.7367967529296875,526.25,,,,False,120,45
477,N-502A,N,115.266,117.12,2.044965087890625,526.25,,,,False,120,45
478,N-502A,N,117.12,118.4,1.4118052978515625,7505.25,7001.0,504.25,4.0,False,120,45
479,N-502A,N,118.4,119.6,1.323564697265625,526.25,,,,False,120,45
480,N-502A,N,278.0,280.5,1.093318115234375,762.5,710.0,52.5,4.0,False,120,13
481,N-502A,N,327.1,327.7,1.413352783203125,526.25,488.5,37.75,4.0,False,120,13
482,N-502A,N,379.672,381.05,1.66474609375,30.75,26.75,4.0,4.0,False,120,14
483,N-502A,N,385.033,391.438,6.21918603515625,40.5,35.5,5.0,4.0,False,120,14
484,N-521,N,1.66,41.76,40.65923828125,1250.25,1209.9166666666667,40.333333333333336,12.0,False,120,10
485,N-521,N,41.76,47.13,5.59006640625,8523.125,8161.375,361.75,8.0,False,120,10
486,N-521,N,47.387,48.741,1.41006103515625,5347.864583333333,,,,False,120,10
487,N-521,N,49.781,52.272,2.610761474609375,12834.5,12342.25,492.25,4.0,False,120,10
488,N-521,N,52.272,152.17,97.663375,2172.6041666666665,2001.5833333333333,171.02083333333334,48.0,False,120,10
489,N-523,N,1.312,80.3,78.9338828125,3544.875,3046.4375,498.4375,16.0,False,120,06
490,N-523,N,80.3,84.366,4.079096435546875,8087.253731343284,7490.179104477612,597.0746268656717,67.0,False,120,06
491,N-525,N,0.0,105.55,105.5331875,1901.7692307692307,1721.0384615384614,180.73076923076923,52.0,False,120,49
492,N-525,N,111.34,165.0,53.74943359375,892.875,811.6875,81.1875,16.0,False,120,32
493,N-525,N,170.0,219.1,49.05976171875,3943.6,3777.52,166.08,25.0,False,120,32
494,N-525,N,238.75,285.75,47.0459140625,5757.46875,5406.71875,350.75,32.0,False,120,32
495,N-525,N,290.6,337.74,47.3892578125,8550.208333333334,7629.625,920.5833333333334,24.0,False,120,36
496,N-532,N,3.0,14.82,11.9823583984375,2540.0,2390.5,149.5,6.0,False,120,32
497,N-536,N,0.0,51.96,49.8923125,2005.0625,1924.625,80.4375,16.0,False,120,24
498,N-540,N,0.0,3.18,3.26739794921875,13468.0,12678.5,789.5,4.0,False,120,27
499,N-540,N,3.18,3.75,0.5461936645507812,7132.25,6586.25,546.0,4.0,False,120,27
500,N-540,N,3.75,78.57,76.5470234375,3656.535714285714,3186.214285714286,470.32142857142856,28.0,False,120,27
501,N-540A,N,7.3,8.2,0.987978759765625,175.25,158.5,16.75,4.0,False,120,27
502,N-541,N,12.7,91.106,78.4216015625,3324.28125,3027.34375,296.9375,32.0,False,120,32
503,N-542,N,0.0,0.8,0.75361083984375,22214.0,21294.75,919.25,4.0,False,120,32
504,N-544,N,0.0,1.81,1.822380615234375,6750.0,6094.25,655.75,4.0,False,120,32
505,N-547,N,18.63,88.42,68.6582890625,3638.0384615384614,3237.6153846153848,400.4230769230769,26.0,False,120,15
506,N-550,N,3.58,4.08,0.5259779663085937,21488.25,21035.75,452.5,4.0,False,120,15
507,N-550,N,9.55,57.84,47.8192421875,10921.535714285714,10076.92857142857,844.6071428571429,28.0,False,120,15
508,N-550,N,67.075,68.62,1.5420101318359376,25214.0,24385.25,828.75,4.0,False,120,15
509,N-550,N,68.62,88.935,22.118251953125,12766.125,11761.9375,1004.1875,16.0,False,120,15
510,N-550,N,89.094,115.2,27.885609375,6411.2,5851.4,559.8,20.0,False,120,36
511,N-550,N,118.42,118.434,0.009291192054748536,14178.3125,,,,False,120,36
512,N-550,N,124.0,124.202,0.0585030632019043,14178.3125,,,,False,120,36
513,N-550,N,124.202,155.9,31.171525390625,15590.5,14143.05,1447.45,20.0,False,120,36
514,N-550A,N,80.65,83.63,2.825370849609375,10617.75,10046.5,571.25,4.0,False,120,15
515,N-550A,N,96.6,100.735,4.26552783203125,4770.75,4375.75,395.0,4.0,False,120,36
516,N-550R,N,0.0,1.24,1.4830965576171875,7148.75,6472.5,676.25,4.0,False,120,15
517,N-551,N,0.55,2.0,1.2553282470703124,6004.375,5868.625,135.75,8.0,False,120,36
518,N-552,N,0.0,9.791,10.0950234375,11743.375,11287.125,456.25,8.0,False,120,36
519,N-554,N,0.0,10.146,10.2755693359375,9803.125,9278.5,524.625,8.0,False,120,36
520,N-555,N,0.0,7.057,6.91899169921875,7669.75,6949.5,720.25,4.0,False,120,36
521,N-556,N,6.97,8.0,0.9473858642578125,10286.75,9324.25,962.5,4.0,False,120,36
522,N-559,N,0.0,5.14,5.403052734375,707.25,636.75,70.5,4.0,False,120,36
523,N-5A,N,81.5,82.648,1.0154485473632813,2101.5,1878.25,223.25,4.0,False,120,45
524,N-5A,N,110.0,111.77,1.72789697265625,15810.25,15146.75,663.5,4.0,False,120,45
525,N-5A,N,259.134,260.95,1.076747314453125,8955.875,,,,False,120,10
526,N-6,N,42.13,47.33,5.14133642578125,13867.5,13386.0,481.5,4.0,False,120,28
527,N-6,N,49.08,110.536,61.38239453125,6970.375,5339.125,1631.25,40.0,False,120,40
528,N-6,N,196.0,197.72,1.1930269775390625,69.0,47.5,21.5,4.0,False,120,47
529,N-6,N,201.58,204.26,2.769941162109375,204.25,138.25,66.0,4.0,False,120,47
530,N-6,N,215.346,216.676,2.196357177734375,3624.59375,,,,False,120,47
531,N-6,N,259.155,260.15,1.804341796875,4039.75,2976.0,1063.75,4.0,False,120,49
532,N-6,N,260.15,260.919,0.72643115234375,3624.59375,,,,False,120,49
533,N-6,N,265.219,299.0,33.2168359375,975.5,899.5833333333334,75.91666666666667,12.0,False,120,24
534,N-6,N,305.0,322.81,17.832421875,1440.125,1343.25,96.875,8.0,False,120,24
535,N-6,N,326.1,370.0,42.92350390625,2046.5,1932.8125,113.6875,16.0,False,120,24
536,N-6,N,374.8,495.18,117.3136015625,3209.4375,3038.8125,170.625,48.0,False,120,27
537,N-6,N,498.17,500.0,2.001601806640625,17821.5,17439.75,381.75,4.0,False,120,27
538,N-6,N,501.95,504.97,3.412900390625,25406.5,24314.75,1091.75,4.0,False,120,27
539,N-6,N,504.97,507.37,2.335820068359375,13716.0,12829.0,887.0,4.0,False,120,27
540,N-6,N,507.37,574.9,67.35078125,2980.6666666666665,2679.75,300.9166666666667,36.0,False,120,27
541,N-620A,N,232.3,233.0,0.780439697265625,24700.0,18747.0,5953.0,1.0,False,120,37
542,N-620A,N,325.43,328.35,2.885852294921875,2609.25,2176.5,432.75,4.0,False,120,37
543,N-621,N,8.76,25.5,16.8685703125,1468.5,1431.25,37.25,4.0,False,120,24
544,N-621,N,62.13,188.9,129.2305078125,2083.2916666666665,1970.8958333333333,112.39583333333333,48.0,False,120,24
545,N-621A,N,182.5,186.4,3.714134521484375,60.0,57.333333333333336,2.6666666666666665,3.0,False,120,39
546,N-622,N,4.8,4.88,0.07625709533691406,714.125,,,,False,120,01
547,N-622,N,4.88,7.85,3.0494736328125,714.125,,,,True,60,01
548,N-622,N,7.85,23.32,16.211564453125,714.125,,,,True,60,01
549,N-622,N,47.85,89.23,41.23106640625,714.125,583.6875,130.4375,16.0,False,120,09
550,N-622A,N,77.05,78.91,1.9064171142578126,139.5,116.5,23.0,4.0,False,120,09
551,N-623,N,4.325,13.838,9.4835576171875,4146.25,3777.0,369.25,12.0,False,120,09
552,N-623,N,14.925,19.0,4.080627197265625,8391.808333333334,,,,True,60,09
553,N-623,N,19.0,148.19,127.825828125,5208.116666666667,4897.883333333333,310.23333333333335,60.0,False,120,09
554,N-623,N,148.19,150.07,1.89482470703125,8391.808333333334,,,,False,120,39
555,N-623,N,150.07,151.03,0.9314176635742187,11575.5,11085.25,490.25,4.0,False,120,39
556,N-623,N,151.03,152.42,0.7958796997070312,23822.25,22624.75,1197.5,4.0,False,120,39
557,N-625,N,18.3,62.2,44.09548828125,2166.0833333333335,1947.9166666666667,218.16666666666666,12.0,False,120,24
558,N-625,N,91.74,162.3,70.9696015625,2387.05,2274.7,112.35,20.0,False,120,24
559,N-627,N,19.0,76.43,57.62592578125,3213.5,2389.05,824.45,20.0,True,60,09
560,N-627,N,76.43,78.161,2.33773583984375,3213.5,,,,False,120,34
561,N-629,N,0.0,60.85,60.74490625,2365.0416666666665,2155.5416666666665,209.5,24.0,False,120,09
562,N-632A,N,159.29,161.33,2.1086201171875,196.75,,,,False,120,33
563,N-633,N,0.0,2.14,2.31986474609375,16872.75,15251.5,1621.25,4.0,False,120,33
564,N-633,N,9.34,13.73,5.64152490234375,16872.75,,,,True,60,48
565,N-634,N,0.115,66.525,66.727859375,3969.857142857143,,,,False,120,20
566,N-634,N,66.525,108.905,41.37290234375,3969.857142857143,,,,False,120,48
567,N-634,N,126.43,136.1,9.499384765625,3969.857142857143,,,,False,120,48
568,N-634,N,136.1,142.3,6.09544775390625,3969.857142857143,,,,False,120,39
569,N-634,N,148.94,162.63,14.1333232421875,3154.0,3068.25,85.75,4.0,False,120,39
570,N-634,N,167.27,169.5,2.318803955078125,3672.75,3572.75,100.0,4.0,False,120,39
571,N-634,N,171.1,171.3,0.19992529296875,3969.857142857143,,,,False,120,39
572,N-634,N,173.635,198.6,24.866388671875,8893.833333333334,8410.333333333334,483.5,12.0,False,120,39
573,N-634,N,202.19,202.893,0.7417891235351562,5218.25,4919.0,299.25,4.0,False,120,39
574,N-634,N,233.1,279.15,43.4635859375,4065.714285714286,3901.4285714285716,164.28571428571428,28.0,False,120,39
575,N-634,N,280.57,301.25,20.787669921875,959.5,914.125,45.375,8.0,False,120,33
576,N-634,N,325.51,326.91,1.44519287109375,3969.857142857143,,,,False,120,33
577,N-634,N,327.086,383.02,54.619828125,6788.4,6379.3,409.1,20.0,False,120,33
