segment_id,route_segment,daily_bev_traffic_2027,n_chargers_needed,seasonal_multiplier,is_tent,tent_tier,imd_total,length_km
1230,N-630,111.2,2,1.0,False,none,3242.5,45.35075390625
1231,N-630,28.4,2,1.0,False,none,828.9,13.340572265625
1232,N-630,120.7,2,1.0,False,none,3521.0,33.7119296875
1233,N-630,328.0,2,1.0,False,none,9565.5,1.28256396484375
1234,N-630,44.1,2,1.0,False,none,1286.8,70.768765625
1235,N-630,559.4,2,1.0,False,none,16316.9,9.6092392578125
1236,N-630,27.3,2,1.0,False,none,796.3,61.95101171875
1237,N-630,81.5,2,1.0,False,none,2377.1,22.296408203125
1238,N-630,101.5,2,1.0,False,none,2959.7,35.86033203125
1239,N-630,27.6,2,1.0,False,none,805.0,45.853515625
1240,N-630,10.7,2,1.0,False,none,311.1,22.14646875
1241,N-630,18.6,2,1.0,False,none,541.7,19.4628671875
1242,N-630,54.9,2,1.0,False,none,1601.2,15.8925009765625
1243,N-630,106.3,2,1.0,False,none,3101.1,0.6591557006835937
1244,N-630,441.9,2,1.0,False,none,12888.5,1.5476180419921874
1245,N-630,1513.4,4,1.0,False,none,44139.8,3.3173046875
1246,N-630A,490.3,2,1.0,False,none,14299.0,0.39676751708984376
1247,N-630A,7.8,2,1.0,False,none,227.8,1.84201708984375
1248,N-630A,135.8,2,1.0,False,none,3960.2,2.370357666015625
1249,N-630A,4.7,2,1.0,False,none,135.8,1.8524366455078125
1250,N-630A,395.3,2,1.0,False,none,11529.0,11.2879072265625
1251,N-630A,30.5,2,1.0,False,none,891.0,8.3500673828125
1252,N-630A,83.2,2,1.0,False,none,2425.6,1.0122913818359376
1253,N-631,74.5,2,1.0,False,none,2173.8,56.65188671875
1254,N-632,122.6,2,1.0,False,none,3575.6,13.59893359375
1255,N-632,14.7,2,1.0,False,none,429.3,33.9226171875
1256,N-632,265.9,2,1.0,False,none,7756.0,28.785130859375
1257,N-632,122.6,2,1.0,False,none,3575.6,4.20972509765625
1258,N-632A,6.7,4,1.0,True,comprehensive,196.8,1.485755126953125
1259,N-632A,6.7,2,1.0,False,none,196.8,2.426084716796875
1260,N-632A,6.7,2,1.0,False,none,196.8,6.27388427734375
1261,N-632A,6.7,2,1.0,False,none,196.8,21.28287890625
1262,N-634A,24.6,2,1.0,False,none,716.5,2.11282080078125
1263,N-634R,74.8,2,1.0,False,none,2182.5,2.17900390625
1264,N-635,183.1,2,1.0,False,none,5339.0,4.835267578125
1265,N-636,194.6,4,1.0,True,comprehensive,5675.8,0.5810477905273438
1266,N-636,194.6,2,1.0,False,none,5675.8,0.06768565368652343
1267,N-636,194.6,2,1.0,False,none,5675.8,4.31898193359375
1268,N-636,194.6,2,1.0,False,none,5675.8,16.926353515625
1269,N-640,153.5,2,1.0,False,none,4477.9,85.9230390625
1270,N-640,370.6,2,1.0,False,none,10810.2,1.2914813232421876
1271,N-640,334.0,2,1.0,False,none,9742.4,2.631299560546875
1272,N-640,421.6,2,1.0,False,none,12295.5,0.3470404968261719
1273,N-640,518.7,2,1.0,False,none,15128.0,0.40482736206054687
1274,N-640,112.2,2,1.0,False,none,3272.2,43.04141796875
1275,N-640,185.6,2,1.0,False,none,5412.4,40.897203125
1276,N-640,334.0,2,1.0,False,none,9742.4,14.0067734375
1277,N-640A,370.3,2,1.0,False,none,10800.8,5.479935546875
1278,N-641,196.8,4,1.0,True,core,5740.9,1.68463916015625
1279,N-641,196.8,4,1.0,True,core,5740.9,0.6633656005859375
1280,N-642,76.4,2,1.0,False,none,2229.0,10.9335654296875
1281,N-642,286.8,4,1.0,True,comprehensive,8363.9,28.142228515625
1282,N-643,50.7,2,1.0,False,none,1479.5,2.276635498046875
1283,N-651,352.7,2,1.0,False,none,10287.8,27.674208984375
1284,N-651,341.2,2,1.0,False,none,9950.8,0.7772020874023438
1285,N-651,329.6,2,1.0,False,none,9613.8,2.133196533203125
1286,AP-8,196.8,4,1.0,True,core,5740.9,6.72743994140625
1287,AP-8,196.8,4,1.0,True,core,5740.9,15.4481953125
1288,AP-8,196.8,4,1.0,True,core,5740.9,48.537234375
1289,AP-8,196.8,4,1.0,True,core,5740.9,3.88696533203125
1290,AP-8,196.8,4,1.0,True,core,5740.9,31.085755859375
1291,AP-8,196.8,4,1.0,True,core,5740.9,7.68539111328125
1292,AP-8,196.8,4,1.0,True,core,5740.9,7.26015380859375
1293,N-624,196.8,4,1.0,True,comprehensive,5740.9,2.8060625
1294,N-638,196.8,4,1.0,True,comprehensive,5740.9,2.38975341796875
