node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
CARTAMA 400,15011,50133,SEPE,Andalucía,SI,NO,SI,844,689,WSCR_Nudo,1835,E54_SEPE,1680,2588,Est_Gen_Nudo,2080,E54_SEPE,1925,3068,Est_Alm_Nudo
CARTAMA 220,25045,50133,SEPE,Andalucía,SI,NO,SI,614,464,WSCR_Nudo,1663,E54_SEPE,1512,2588,Est_Gen_Nudo,1879,E54_SEPE,1729,3068,Est_Alm_Nudo
CARTELLE 400,11015,50134,SEPE,Galicia,NO,NO,NO,1157,1157,WSCR_Nudo,3145,"E117_SEPE, E306_SEPE",3145,2966,Est_Gen_Zona,4546,"E117_SEPE, E306_SEPE",4546,4368,Est_Alm_Zona
CARTELLE 220,21028,50134,SEPE,Galicia,NO,NO,NO,733,733,WSCR_Nudo,1410,E117_SEPE,1410,4231,Est_Gen_Nudo,1783,E117_SEPE,1783,4594,Est_Alm_Nudo
CARTUJA 220,25050,50135,SEPE,Andalucía,SI,SI,SI,414,-141,WSCR_Nudo,1505,N/A,368,N/A,Est_Gen_Nudo,1566,N/A,430,N/A,Est_Alm_Nudo
CARTUJOS 220,23047,50136,SEPE,Aragón,SI,SI,SI,663,268,WSCR_Nudo,476,N/A,14,N/A,Est_Gen_Nudo,538,N/A,76,N/A,Est_Alm_Nudo
CA'S TRESORER 220,29896,50137,SEB,Islas Baleares,SI,NO,SI,231,231,WSCR_Nudo,752,E01_SEB,534,547,Est_Gen_Nudo,762,E01_SEB,544,559,Est_Alm_Nudo
CA'S TRESORER 66,39792,50137,SEB,Islas Baleares,NO,NO,NO,33,33,WSCR_Nudo,620,"E01_SEB, E16_SEB",620,547,Est_Gen_Zona,623,"E01_SEB, E16_SEB",623,559,Est_Alm_Zona
CASA DE CAMPO 220,24031,50138,SEPE,Comunidad de Madrid,NO,NO,NO,948,948,WSCR_Nudo,1288,N/A,1288,N/A,Est_Gen_Nudo,1370,N/A,1370,N/A,Est_Alm_Nudo
CASAQUEMADA 220,25052,50139,SEPE,Andalucía,SI,NO,SI,451,180,WSCR_Nudo,494,E314_SEPE,123,-239,Est_Gen_Zona,519,E314_SEPE,148,-141,Est_Alm_Zona
CASATEJADA 220,24052,50140,SEPE,Extremadura,NO,SI,SI,373,338,WSCR_Nudo,245,E16_SEPE,110,240,Est_Gen_Nudo,245,E16_SEPE,110,240,Est_Alm_Nudo
CASILLAS 220,25053,50141,SEPE,Andalucía,NO,SI,SI,348,270,WSCR_Nudo,155,E285_SEPE,-170,-161,Est_Gen_Nudo/Est_Gen_Zona,455,E285_SEPE,130,11,Est_Alm_Zona
CASTALLA 220,24118,50717,SEPE,Comunidad Valenciana,SI,SI,SI,443,353,WSCR_Nudo,695,N/A,602,N/A,Est_Gen_Nudo,741,N/A,648,N/A,Est_Alm_Nudo
CASTEJON 400,12023,50142,SEPE,Comunidad Foral de Navarra,SI,NO,SI,1431,654,WSCR_Nudo,4135,N/A,2561,N/A,Est_Gen_Nudo,4208,N/A,2634,N/A,Est_Alm_Nudo
CASTELLAR DE LA FRONTERA 400,15039,51414,SEPE,Andalucía,SI,NO,SI,991,675,WSCR_Nudo,2289,N/A,1973,N/A,Est_Gen_Nudo,2453,N/A,2137,N/A,Est_Alm_Nudo
CASTELLBISBAL 220,23070,50143,SEPE,Cataluña,NO,SI,SI,622,582,WSCR_Nudo,747,N/A,743,N/A,Est_Gen_Nudo,828,N/A,780,N/A,Est_Alm_Nudo
CASTELLET 220,23050,50144,SEPE,Cataluña,SI,SI,SI,483,459,WSCR_Nudo,877,N/A,804,N/A,Est_Gen_Nudo,964,N/A,882,N/A,Est_Alm_Nudo
"CASTELLON, C.T. 400",14022,50718,SEPE,Comunidad Valenciana,NO,NO,NO,0,0,WSCR_Nudo,2501,E272_SEPE,2501,2501,Est_Gen_Nudo/Est_Gen_Zona,2988,E272_SEPE,2988,3114,Est_Alm_Nudo
CASTRELO 220,21030,50145,SEPE,Galicia,SI,SI,SI,372,282,WSCR_Nudo,1051,E1_SEPE,821,640,Est_Gen_Zona,1288,E1_SEPE,1058,820,Est_Alm_Zona
CATADAU 400,14025,50146,SEPE,Comunidad Valenciana,SI,SI,SI,1247,1197,WSCR_Nudo,1441,E103_SEPE,1092,1092,Est_Gen_Nudo/Est_Gen_Zona,1744,E103_SEPE,1395,1395,Est_Alm_Nudo/Est_Alm_Zona
CATADAU 220,24045,50146,SEPE,Comunidad Valenciana,NO,NO,NO,388,388,WSCR_Nudo,1047,"E103_SEPE, E240_SEPE",1047,1020,Est_Gen_Zona,1292,"E103_SEPE, E240_SEPE",1292,1278,Est_Alm_Zona
CEDILLO 400,14030,50147,SEPE,Extremadura,SI,NO,SI,1019,203,WSCR_Nudo,1511,N/A,695,N/A,Est_Gen_Nudo,2092,N/A,1276,N/A,Est_Alm_Nudo
CENTELLES 220,23060,50148,SEPE,Cataluña,NO,SI,SI,217,217,WSCR_Nudo,274,E209_SEPE,243,-553,Est_Gen_Zona,323,E209_SEPE,282,-524,Est_Alm_Zona
CENTENARIO 220,25070,50149,SEPE,Andalucía,NO,SI,SI,690,489,WSCR_Nudo,400,E297_SEPE,-41,227,Est_Gen_Nudo,425,E297_SEPE,-16,300,Est_Alm_Nudo
CERCS 220,23300,50151,SEPE,Cataluña,SI,SI,SI,206,186,WSCR_Nudo,426,E209_SEPE,367,-553,Est_Gen_Zona,511,E209_SEPE,452,-524,Est_Alm_Zona
CERDA 220,23061,50719,SEPE,Cataluña,NO,SI,SI,667,667,WSCR_Nudo,726,N/A,726,N/A,Est_Gen_Nudo,1016,N/A,1016,N/A,Est_Alm_Nudo
CERRATO 400,12029,50152,SEPE,Castilla y León,SI,NO,SI,1115,359,WSCR_Nudo,1705,N/A,949,N/A,Est_Gen_Nudo,2143,N/A,1387,N/A,Est_Alm_Nudo
CERRO PLATA 220,24044,50153,SEPE,Comunidad de Madrid,NO,SI,SI,867,857,WSCR_Nudo,170,N/A,170,N/A,Est_Gen_Nudo,703,N/A,683,N/A,Est_Alm_Nudo
CERVELLO 220,23166,50154,SEPE,Cataluña,NO,SI,SI,602,582,WSCR_Nudo,596,N/A,593,N/A,Est_Gen_Nudo,670,N/A,646,N/A,Est_Alm_Nudo
CHANTADA 220,21026,50155,SEPE,Galicia,SI,SI,SI,278,196,WSCR_Nudo,514,E173_SEPE,-122,220,Est_Gen_Nudo,540,E173_SEPE,-96,455,Est_Alm_Nudo
CHAYOFA 66,39255,50156,SEC,Canarias,NO,SI,SI,97,63,WSCR_Nudo,170,N/A,127,N/A,Est_Gen_Nudo,180,N/A,137,N/A,Est_Alm_Nudo
CHIO 66,39256,50720,SEC,Canarias,NO,NO,NO,18,18,WSCR_Nudo,220,"E18_SEC, E21_SEC",220,168,Est_Gen_Zona,223,"E18_SEC, E21_SEC",223,168,Est_Alm_Zona
CHUCENA 220,25058,50721,SEPE,Andalucía,SI,SI,SI,321,68,WSCR_Nudo,932,E189_SEPE,674,436,Est_Gen_Zona,991,E189_SEPE,732,598,Est_Alm_Zona
CICERO 220,21034,50157,SEPE,Cantabria,NO,SI,SI,142,65,WSCR_Nudo,615,E8_SEPE,480,419,Est_Gen_Zona,617,E8_SEPE,481,419,Est_Alm_Zona
CILLAMAYOR 220,21033,50158,SEPE,Castilla y León,SI,NO,SI,266,53,WSCR_Nudo,403,E180_SEPE,104,996,Est_Gen_Nudo,444,E180_SEPE,145,1231,Est_Alm_Nudo
CINCA 220,23185,50159,SEPE,Aragón,NO,SI,SI,269,269,WSCR_Nudo,332,N/A,208,N/A,Est_Gen_Nudo,415,N/A,292,N/A,Est_Alm_Nudo
CINSA 66,39045,50160,SEC,Canarias,SI,SI,SI,50,42,WSCR_Nudo,102,"E08_SEC, E09_SEC",85,-31,Est_Gen_Zona,111,"E08_SEC, E09_SEC",94,-20,Est_Alm_Zona
CISNEROS 220,24134,50722,SEPE,Comunidad de Madrid,SI,SI,SI,440,395,WSCR_Nudo,616,E292_SEPE,571,-127,Est_Gen_Zona,752,E292_SEPE,707,210,Est_Alm_Zona
CIUDAD DEPORTIVA 220,24036,50161,SEPE,Comunidad de Madrid,NO,SI,SI,150,150,WSCR_Nudo,998,E45_SEPE,998,1245,Est_Gen_Nudo,1023,E45_SEPE,1023,1389,Est_Alm_Nudo
CIUDAD RODRIGO 400,12028,50796,SEPE,Castilla y León,SI,NO,SI,765,479,WSCR_Nudo,1278,E284_SEPE,992,1676,Est_Gen_Nudo,2108,E284_SEPE,1822,2661,Est_Alm_Nudo
CIUDADELA 132,29955,50162,SEB,Islas Baleares,SI,SI,SI,54,6,WSCR_Nudo,118,E30_SEB,61,-93,Est_Gen_Zona,118,E30_SEB,61,-84,Est_Alm_Zona
CODONYERS 220,23063,50163,SEPE,Cataluña,NO,SI,SI,670,532,WSCR_Nudo,394,N/A,299,N/A,Est_Gen_Nudo,447,N/A,299,N/A,Est_Alm_Nudo
COFRENTES 400,14035,50164,SEPE,Comunidad Valenciana,SI,NO,SI,1466,1167,WSCR_Nudo,3921,E339_SEPE,2474,1208,Est_Gen_Zona,4472,E339_SEPE,3024,1208,Est_Alm_Zona
COLISEO 66,39775,50165,SEB,Islas Baleares,NO,SI,SI,180,153,WSCR_Nudo,220,N/A,211,N/A,Est_Gen_Nudo,238,N/A,211,N/A,Est_Alm_Nudo
COLLBLANC 220,23065,50166,SEPE,Cataluña,NO,SI,SI,371,371,WSCR_Nudo,912,N/A,912,N/A,Est_Gen_Nudo,1103,N/A,1103,N/A,Est_Alm_Nudo
COMPLUTUM 220,24064,50703,SEPE,Comunidad de Madrid,SI,SI,SI,229,3,WSCR_Nudo,638,E275_SEPE,411,295,Est_Gen_Zona,643,E275_SEPE,416,301,Est_Alm_Zona
COMPOSTILLA 400,11020,50168,SEPE,Castilla y León,SI,NO,SI,1198,1198,WSCR_Nudo,1380,N/A,1346,N/A,Est_Gen_Nudo,1630,N/A,1582,N/A,Est_Alm_Nudo
COMPOSTILLA 220,21050,50168,SEPE,Castilla y León,SI,SI,SI,828,828,WSCR_Nudo,775,N/A,655,N/A,Est_Gen_Nudo,808,N/A,688,N/A,Est_Alm_Nudo
CONSO 220,21040,50170,SEPE,Galicia,SI,NO,SI,392,301,WSCR_Nudo,575,N/A,60,N/A,Est_Gen_Nudo,586,N/A,60,N/A,Est_Alm_Nudo
CONSTANTI 220,23325,50171,SEPE,Cataluña,SI,SI,SI,514,489,WSCR_Nudo,1471,N/A,1406,N/A,Est_Gen_Nudo,1765,N/A,1680,N/A,Est_Alm_Nudo
CORDOVILLA 220,22050,50172,SEPE,Comunidad Foral de Navarra,SI,SI,SI,240,169,WSCR_Nudo,778,E251_SEPE,627,-435,Est_Gen_Zona,856,E251_SEPE,655,22,Est_Alm_Zona
CORNATEL 220,21045,50173,SEPE,Galicia,SI,NO,SI,178,78,WSCR_Nudo,207,E5_SEPE,17,1285,Est_Gen_Nudo,237,E5_SEPE,17,1285,Est_Alm_Nudo
CORRALEJO 66,39375,50174,SEC,Canarias,NO,SI,SI,11,3,WSCR_Nudo,97,E26_SEC,82,82,Est_Gen_Nudo/Est_Gen_Zona,108,E26_SEC,83,83,Est_Alm_Nudo/Est_Alm_Zona
COSCURITA 220,22016,51450,SEPE,Castilla y León,NO,NO,NO,322,322,WSCR_Nudo,616,E260_SEPE,616,1174,Est_Gen_Nudo,776,E260_SEPE,776,1424,Est_Alm_Nudo
COSLADA 220,24050,50175,SEPE,Comunidad de Madrid,NO,NO,NO,837,807,WSCR_Nudo,631,E169_SEPE_Bin,624,564,Est_Gen_Zona,805,E169_SEPE_Bin,734,819,Est_Alm_Nudo
COSLADA (COSLADA B) 220,64050,50175,SEPE,Comunidad de Madrid,NO,SI,SI,574,574,WSCR_Nudo,174,E169_SEPE_Bin,115,564,Est_Gen_Nudo,239,E169_SEPE_Bin,169,819,Est_Alm_Nudo
COSTA DE LA LUZ 220,25056,50176,SEPE,Andalucía,NO,SI,SI,285,211,WSCR_Nudo,776,E314_SEPE,581,-239,Est_Gen_Zona,816,E314_SEPE,621,-141,Est_Alm_Zona
COSTASOL 220,25055,50177,SEPE,Andalucía,NO,SI,SI,271,225,WSCR_Nudo,728,E193_SEPE,639,902,Est_Gen_Nudo,747,E193_SEPE,639,1029,Est_Alm_Nudo
COTORROS 400,12086,51447,SEPE,Castilla y León,SI,NO,SI,576,468,WSCR_Nudo,1216,E283_SEPE,1108,1192,Est_Gen_Nudo,1430,E283_SEPE,1322,1969,Est_Alm_Nudo
CRISTOBAL COLON 220,25040,50178,SEPE,Andalucía,SI,SI,SI,469,143,WSCR_Nudo,870,N/A,118,N/A,Est_Gen_Nudo,1230,N/A,477,N/A,Est_Alm_Nudo
CUESTA DE LA VILLA 66,39265,50179,SEC,Canarias,NO,SI,SI,98,40,WSCR_Nudo,254,N/A,206,N/A,Est_Gen_Nudo,264,N/A,206,N/A,Est_Alm_Nudo
DAGANZO 220,24102,50180,SEPE,Comunidad de Madrid,SI,SI,SI,384,207,WSCR_Nudo,502,E292_SEPE,316,-127,Est_Gen_Zona,529,E292_SEPE,343,210,Est_Alm_Zona
DIQUE DEL ESTE 66,39270,50181,SEC,Canarias,SI,SI,SI,48,35,WSCR_Nudo,104,N/A,93,N/A,Est_Gen_Nudo,106,N/A,93,N/A,Est_Alm_Nudo
DON ALVARO 400,15003,51301,SEPE,Extremadura,SI,NO,SI,443,443,WSCR_Nudo,2178,N/A,2178,N/A,Est_Gen_Nudo,2417,N/A,2417,N/A,Est_Alm_Nudo
DON RODRIGO 400,15005,50182,SEPE,Andalucía,SI,NO,SI,1640,942,WSCR_Nudo,2656,"E263_SEPE, E294_SEPE_Bin, E58_SEPE",1958,1273,Est_Gen_Zona,2788,"E263_SEPE, E294_SEPE_Bin, E58_SEPE",2090,1405,Est_Alm_Zona
DON RODRIGO 220,25060,50182,SEPE,Andalucía,SI,SI,SI,773,257,WSCR_Nudo,1752,"E293_SEPE_Bin, E294_SEPE_Bin, E58_SEPE",1067,1273,Est_Gen_Nudo,1817,"E293_SEPE_Bin, E294_SEPE_Bin, E58_SEPE",1132,1405,Est_Alm_Nudo
DON RODRIGO (DON RODRIGO B) 220,65060,50182,SEPE,Andalucía,NO,NO,NO,599,568,WSCR_Zona,1245,"E263_SEPE, E293_SEPE_Bin, E294_SEPE_Bin",1214,1935,Est_Gen_Nudo,1327,"E263_SEPE, E293_SEPE_Bin, E294_SEPE_Bin",1296,2236,Est_Alm_Nudo
DOS HERMANAS 220,25065,50183,SEPE,Andalucía,SI,SI,SI,605,199,WSCR_Nudo,1177,N/A,611,N/A,Est_Gen_Nudo,1244,N/A,678,N/A,Est_Alm_Nudo
DRAGO 66,39271,50774,SEC,Canarias,NO,NO,NO,30,30,WSCR_Nudo,253,E20_SEC,253,234,Est_Gen_Zona,254,E20_SEC,254,234,Est_Alm_Zona
DRAGONERA 132,29960,50184,SEB,Islas Baleares,SI,SI,SI,36,-7,WSCR_Nudo,118,E30_SEB,65,-93,Est_Gen_Zona,127,E30_SEB,75,-84,Est_Alm_Zona
EBORA 220,24084,50185,SEPE,Castilla-La Mancha,SI,SI,SI,339,214,WSCR_Nudo,599,E212_SEPE,472,274,Est_Gen_Zona,638,E212_SEPE,511,384,Est_Alm_Zona
EIRIS 220,21024,50189,SEPE,Galicia,NO,SI,SI,385,380,WSCR_Nudo,446,"E244_SEPE, E279_SEPE",446,364,Est_Gen_Zona,469,"E244_SEPE, E279_SEPE",459,364,Est_Alm_Zona
EIXAMPLE 220,23072,50190,SEPE,Cataluña,NO,SI,SI,65,65,WSCR_Nudo,595,N/A,595,N/A,Est_Gen_Nudo,600,N/A,600,N/A,Est_Alm_Nudo
EL CANTALAR 220,24046,50191,SEPE,Comunidad Valenciana,SI,SI,SI,271,117,WSCR_Nudo,838,E37_SEPE,660,1236,Est_Gen_Nudo,851,E37_SEPE,673,1541,Est_Alm_Nudo
EL CERRO 220,22042,50192,SEPE,Castilla y León,SI,NO,SI,30,0,WSCR_Nudo,249,E12_SEPE,219,291,Est_Gen_Nudo,262,E12_SEPE,232,405,Est_Alm_Nudo
EL CONDADO 220,25139,51403,SEPE,Andalucía,NO,NO,NO,271,271,WSCR_Nudo,216,N/A,216,N/A,Est_Gen_Nudo,296,N/A,296,N/A,Est_Alm_Nudo
EL COTO 220,24059,UFD-50222,SEPE,Comunidad de Madrid,NO,SI,SI,900,900,WSCR_Nudo,880,N/A,880,N/A,Est_Gen_Nudo,964,N/A,964,N/A,Est_Alm_Nudo
EL EMPERADOR 220,24067,50193,SEPE,Castilla-La Mancha,NO,NO,NO,166,166,WSCR_Nudo,401,E211_SEPE,401,401,Est_Gen_Nudo/Est_Gen_Zona,556,E211_SEPE,556,556,Est_Alm_Nudo/Est_Alm_Zona
EL MORELL 220,23192,50194,SEPE,Cataluña,NO,NO,NO,271,271,WSCR_Nudo,109,E347_SEPE,109,109,Est_Gen_Nudo/Est_Gen_Zona,214,E347_SEPE,214,999,Est_Alm_Nudo
EL PALMAR 400,14092,50195,SEPE,Región de Murcia,SI,NO,SI,790,183,WSCR_Nudo,5343,E136_SEPE,4736,4234,Est_Gen_Zona,5642,E136_SEPE,5035,4533,Est_Alm_Zona
EL PALMAR 220,24205,50195,SEPE,Región de Murcia,NO,SI,SI,157,54,WSCR_Nudo,2076,"E136_SEPE, E39_SEPE",1574,1574,Est_Gen_Nudo/Est_Gen_Zona,2145,"E136_SEPE, E39_SEPE",1642,1642,Est_Alm_Nudo
EL PALMAR DE LA GOMERA 66,39550,50725,SEC,Canarias,NO,SI,SI,9,9,WSCR_Nudo,100,E21_SEC,77,217,Est_Gen_Nudo,102,E21_SEC,79,219,Est_Alm_Nudo
EL PALMERAL 220,24207,50196,SEPE,Comunidad Valenciana,SI,SI,SI,469,299,WSCR_Nudo,889,E259_SEPE,717,1575,Est_Gen_Nudo,957,E259_SEPE,786,2279,Est_Alm_Nudo
EL PALO 400,11022,50197,SEPE,Principado de Asturias,SI,NO,SI,857,542,WSCR_Nudo,2939,N/A,2624,N/A,Est_Gen_Nudo,3241,N/A,2926,N/A,Est_Alm_Nudo
EL PETREL 220,24210,50198,SEPE,Comunidad Valenciana,NO,SI,SI,268,192,WSCR_Nudo,600,E186_SEPE,346,2182,Est_Gen_Nudo,638,E186_SEPE,383,2382,Est_Alm_Nudo
EL ROSARIO 220,29320,50726,SEC,Canarias,NO,NO,NO,39,39,WSCR_Nudo,510,E13_SEC,510,564,Est_Gen_Nudo,514,E13_SEC,514,574,Est_Alm_Nudo
EL ROSARIO 66,39320,50726,SEC,Canarias,NO,NO,NO,92,92,WSCR_Nudo,344,E13_SEC,344,564,Est_Gen_Nudo,350,E13_SEC,350,574,Est_Alm_Nudo
EL SEQUERO 220,22200,50199,SEPE,La Rioja,SI,SI,SI,366,97,WSCR_Nudo,897,E307_SEPE,541,394,Est_Gen_Zona,1076,E307_SEPE,720,573,Est_Alm_Zona
EL SERRALLO 220,24254,50727,SEPE,Comunidad Valenciana,NO,SI,SI,406,406,WSCR_Nudo,592,"E101_SEPE, E34_SEPE",592,-1218,Est_Gen_Zona,664,"E101_SEPE, E34_SEPE",664,-1063,Est_Alm_Zona
EL TABLERO 66,39112,50200,SEC,Canarias,NO,SI,SI,88,71,WSCR_Nudo,125,N/A,104,N/A,Est_Gen_Nudo,133,N/A,112,N/A,Est_Alm_Nudo
EL ZUMAJO 220,25066,50798,SEPE,Andalucía,SI,SI,SI,412,126,WSCR_Nudo,592,N/A,166,N/A,Est_Gen_Nudo,604,N/A,166,N/A,Est_Alm_Nudo
ELCHE 220,24066,50201,SEPE,Comunidad Valenciana,SI,SI,SI,441,401,WSCR_Nudo,451,E187_SEPE,398,2141,Est_Gen_Nudo,634,E187_SEPE,581,2783,Est_Alm_Nudo
ELCOGAS 220,25063,50202,SEPE,Castilla-La Mancha,SI,NO,SI,398,103,WSCR_Nudo,640,"E20_SEPE, E323_SEPE",197,49,Est_Gen_Zona,680,"E20_SEPE, E323_SEPE",237,378,Est_Alm_Nudo
ELDA 220,24123,50728,SEPE,Comunidad Valenciana,SI,SI,SI,398,398,WSCR_Nudo,742,E186_SEPE,742,2182,Est_Gen_Nudo,787,E186_SEPE,787,2382,Est_Alm_Nudo
ELGEA 220,22047,50203,SEPE,País Vasco,SI,SI,SI,265,22,WSCR_Nudo,250,E256_SEPE,53,-5,Est_Gen_Zona,373,E256_SEPE,67,-5,Est_Alm_Zona
ELIANA 400,14045,50204,SEPE,Comunidad Valenciana,SI,SI,SI,1142,1142,WSCR_Nudo,1661,"E104_SEPE, E105_SEPE",1295,1295,Est_Gen_Nudo/Est_Gen_Zona,1708,"E104_SEPE, E105_SEPE",1342,1342,Est_Alm_Nudo/Est_Alm_Zona
ELIANA 220,24065,50204,SEPE,Comunidad Valenciana,NO,SI,SI,600,600,WSCR_Nudo,960,"E104_SEPE, E158_SEPE_Bin",960,1460,Est_Gen_Nudo,1123,"E104_SEPE, E158_SEPE_Bin",1123,1769,Est_Alm_Nudo
ELIANA (ELIANA B) 220,64065,50204,SEPE,Comunidad Valenciana,NO,NO,NO,561,561,WSCR_Nudo,866,"E105_SEPE, E158_SEPE_Bin",866,1295,Est_Gen_Nudo,890,"E105_SEPE, E158_SEPE_Bin",890,1342,Est_Alm_Nudo
ELS AUBALS 400,13054,50205,SEPE,Cataluña,NO,NO,NO,718,718,WSCR_Nudo,1584,E266_SEPE,1584,1506,Est_Gen_Zona,2015,E266_SEPE,2015,1937,Est_Alm_Zona
ELS AUBALS 220,23187,50205,SEPE,Cataluña,SI,SI,SI,252,177,WSCR_Nudo,1134,E266_SEPE,1057,1506,Est_Gen_Nudo,1284,E266_SEPE,1206,1937,Est_Alm_Nudo
ENTRENUCLEOS 220,25077,50729,SEPE,Andalucía,SI,SI,SI,876,483,WSCR_Nudo,502,E192_SEPE,109,-279,Est_Gen_Zona,602,E192_SEPE,209,1294,Est_Alm_Nudo
ENTRERRIOS 220,23075,50206,SEPE,Aragón,NO,SI,SI,244,174,WSCR_Nudo,536,N/A,301,N/A,Est_Gen_Nudo,609,N/A,374,N/A,Est_Alm_Nudo
ERISTE 220,23082,50207,SEPE,Aragón,SI,NO,SI,246,246,WSCR_Nudo,191,E271_SEPE,111,1046,Est_Gen_Nudo,221,E271_SEPE,141,1046,Est_Alm_Nudo
ES BESSONS 220,29745,50208,SEB,Islas Baleares,NO,NO,NO,51,51,WSCR_Nudo,405,"E02_SEB, E05_SEB",405,390,Est_Gen_Zona,424,"E02_SEB, E05_SEB",424,424,Est_Alm_Nudo/Est_Alm_Zona
ES BESSONS 132,29750,50208,SEB,Islas Baleares,NO,NO,NO,25,25,WSCR_Nudo,297,E02_SEB,297,405,Est_Gen_Nudo,307,E02_SEB,307,424,Est_Alm_Nudo
ES BESSONS 66,39755,50208,SEB,Islas Baleares,NO,NO,NO,15,15,WSCR_Nudo,318,"E05_SEB, E18_SEB_BIN",318,390,Est_Gen_Nudo,336,"E05_SEB, E18_SEB_BIN",336,390,Est_Alm_Nudo
ES BESSONS (ES BESSONS B) 66,79755,50208,SEB,Islas Baleares,NO,NO,NO,15,15,WSCR_Nudo,177,"E05_SEB, E18_SEB_BIN",177,390,Est_Gen_Nudo,203,"E05_SEB, E18_SEB_BIN",203,390,Est_Alm_Nudo
ESCALONA 220,23085,50209,SEPE,Aragón,NO,NO,NO,305,305,WSCR_Nudo,241,N/A,241,N/A,Est_Gen_Nudo,347,N/A,347,N/A,Est_Alm_Nudo
ESCATRON 400,13020,50210,SEPE,Aragón,SI,NO,SI,1344,725,WSCR_Nudo,2227,E62_SEPE,804,31,Est_Gen_Zona,3081,E62_SEPE,1658,885,Est_Alm_Zona
ESCATRON 220,23092,50210,SEPE,Aragón,SI,SI,SI,946,710,WSCR_Nudo,891,"E318_SEPE, E62_SEPE",119,-210,Est_Gen_Zona,1049,"E318_SEPE, E62_SEPE",276,-112,Est_Alm_Zona
ESCOBAR 66,39050,50730,SEC,Canarias,NO,NO,NO,65,0,WSCR_Nudo,163,E08_SEC,99,-31,Est_Gen_Zona,232,E08_SEC,167,-20,Est_Alm_Zona
ESCUCHA 220,23095,50212,SEPE,Aragón,SI,SI,SI,381,339,WSCR_Nudo,316,E202_SEPE,184,-80,Est_Gen_Zona,412,E202_SEPE,280,733,Est_Alm_Nudo
ESPARTAL 220,23098,50213,SEPE,Aragón,SI,SI,SI,249,193,WSCR_Nudo,943,E318_SEPE,554,-210,Est_Gen_Zona,1044,E318_SEPE,655,-112,Est_Alm_Zona
ESPINARDO 220,24154,51402,SEPE,Región de Murcia,NO,SI,SI,89,89,WSCR_Nudo,866,E39_SEPE,866,1574,Est_Gen_Nudo,871,E39_SEPE,871,1642,Est_Alm_Nudo
ESQUEDAS 220,23077,50214,SEPE,Aragón,SI,SI,SI,151,50,WSCR_Nudo,476,E333_SEPE,229,-171,Est_Gen_Zona,511,E333_SEPE,264,-145,Est_Alm_Zona
FACINAS 220,25074,50219,SEPE,Andalucía,SI,NO,SI,161,-235,WSCR_Nudo,490,E49_SEPE,94,2583,Est_Gen_Nudo,510,E49_SEPE,114,2583,Est_Alm_Nudo
FACULTATS 220,23096,50220,SEPE,Cataluña,NO,SI,SI,361,361,WSCR_Nudo,601,N/A,601,N/A,Est_Gen_Nudo,669,N/A,669,N/A,Est_Alm_Nudo
FADRELL 400,14047,51408,SEPE,Comunidad Valenciana,NO,NO,NO,294,294,WSCR_Nudo,2369,E272_SEPE,2369,2501,Est_Gen_Nudo,2954,E272_SEPE,2954,3114,Est_Alm_Nudo
FALCA 66,39910,50221,SEB,Islas Baleares,NO,SI,SI,172,162,WSCR_Nudo,193,N/A,193,N/A,Est_Gen_Nudo,203,N/A,193,N/A,Est_Alm_Nudo
FARGUE 220,25076,50222,SEPE,Andalucía,SI,SI,SI,207,184,WSCR_Nudo,1340,E274_SEPE,1266,1147,Est_Gen_Zona,1381,E274_SEPE,1307,1469,Est_Alm_Nudo
FARNERS 400,13061,51453,SEPE,Cataluña,NO,NO,NO,649,649,WSCR_Nudo,2456,E356_SEPE,2456,2513,Est_Gen_Nudo,3093,E356_SEPE,3093,3093,Est_Alm_Nudo/Est_Alm_Zona
FARNERS 220,23272,51453,SEPE,Cataluña,NO,NO,NO,407,407,WSCR_Nudo,2513,"E356_SEPE, E357_SEPE",2513,2513,Est_Gen_Nudo/Est_Gen_Zona,2640,"E356_SEPE, E357_SEPE",2640,2699,Est_Alm_Nudo
FAUSITA 400,14054,50223,SEPE,Región de Murcia,SI,NO,SI,489,269,WSCR_Nudo,1656,"E135_SEPE, E331_SEPE",621,314,Est_Gen_Zona,2029,"E135_SEPE, E331_SEPE",993,854,Est_Alm_Zona
FAUSITA 220,24073,50223,SEPE,Región de Murcia,SI,SI,SI,558,297,WSCR_Nudo,1816,E135_SEPE,1349,314,Est_Gen_Zona,2080,E135_SEPE,1614,854,Est_Alm_Zona
FERIA DE MUESTRAS 220,24076,50224,SEPE,Comunidad Valenciana,NO,SI,SI,290,290,WSCR_Nudo,541,N/A,518,N/A,Est_Gen_Nudo,548,N/A,518,N/A,Est_Alm_Nudo
FOIX 220,23100,50225,SEPE,Cataluña,NO,SI,SI,475,475,WSCR_Nudo,794,N/A,794,N/A,Est_Gen_Nudo,867,N/A,867,N/A,Est_Alm_Nudo
