node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
ROCAMORA 400,14100,50503,SEPE,Comunidad Valenciana,NO,SI,SI,1044,954,WSCR_Nudo,3001,N/A,2310,N/A,Est_Gen_Nudo,4340,N/A,3649,N/A,Est_Alm_Nudo
ROCIO 220,25150,50504,SEPE,Andalucía,SI,SI,SI,375,197,WSCR_Nudo,730,E189_SEPE,492,436,Est_Gen_Zona,807,E189_SEPE,569,598,Est_Alm_Nudo
RODA DE ANDALUCIA 400,15035,50505,SEPE,Andalucía,SI,NO,SI,627,137,WSCR_Nudo,2344,N/A,1855,N/A,Est_Gen_Nudo,2513,N/A,2024,N/A,Est_Alm_Nudo
ROJALES 220,24232,50506,SEPE,Comunidad Valenciana,SI,SI,SI,457,394,WSCR_Nudo,746,E187_SEPE,683,2141,Est_Gen_Nudo,924,E187_SEPE,861,2783,Est_Alm_Nudo
ROMICA 400,14002,50507,SEPE,Castilla-La Mancha,SI,SI,SI,991,137,WSCR_Nudo,4002,N/A,2599,N/A,Est_Gen_Nudo,4314,N/A,2911,N/A,Est_Alm_Nudo
RONDA 400,15032,51288,SEPE,Andalucía,SI,NO,SI,876,471,WSCR_Nudo,2717,N/A,2312,N/A,Est_Gen_Nudo,2856,N/A,2451,N/A,Est_Alm_Nudo
RUBI 400,13050,50508,SEPE,Cataluña,SI,NO,SI,574,346,WSCR_Nudo,2168,E90_SEPE,2119,2215,Est_Gen_Nudo,2438,E90_SEPE,2210,2215,Est_Alm_Nudo
RUBI 220,23245,50508,SEPE,Cataluña,SI,SI,SI,815,647,WSCR_Nudo,974,E90_SEPE,830,2215,Est_Gen_Nudo,1160,E90_SEPE,980,2215,Est_Alm_Nudo
RUBIO 220,23247,50509,SEPE,Cataluña,SI,NO,SI,382,16,WSCR_Nudo,316,N/A,0,N/A,Est_Gen_Nudo,374,N/A,8,N/A,Est_Alm_Nudo
RUEDA DE JALON 400,13056,50510,SEPE,Aragón,SI,NO,SI,686,437,WSCR_Nudo,1632,E201_SEPE,1382,1877,Est_Gen_Nudo,2004,E201_SEPE,1754,3655,Est_Alm_Nudo
S.AGUSTIN 220,21145,50511,SEPE,Galicia,SI,SI,SI,269,196,WSCR_Nudo,174,E176_SEPE,0,428,Est_Gen_Nudo,193,E176_SEPE,20,562,Est_Alm_Nudo
SA POBLA 66,39880,50512,SEB,Islas Baleares,NO,SI,SI,81,35,WSCR_Nudo,206,N/A,162,N/A,Est_Gen_Nudo,219,N/A,166,N/A,Est_Alm_Nudo
SA VINYETA 66,39925,50513,SEB,Islas Baleares,NO,SI,SI,58,40,WSCR_Nudo,81,E21_SEB,41,1,Est_Gen_Zona,88,E21_SEB,48,1,Est_Alm_Zona
SABINAL 220,29144,50754,SEC,Canarias,NO,NO,NO,62,62,WSCR_Nudo,780,E06_SEC,780,824,Est_Gen_Nudo,809,E06_SEC,809,849,Est_Alm_Nudo
SABINAL 66,39144,50754,SEC,Canarias,NO,NO,NO,52,52,WSCR_Nudo,603,E06_SEC,603,824,Est_Gen_Nudo,681,E06_SEC,681,849,Est_Alm_Nudo
SABIÑANIGO 220,23290,50514,SEPE,Aragón,NO,SI,SI,334,334,WSCR_Nudo,209,"E21_SEPE, E333_SEPE",-139,-201,Est_Gen_Nudo/Est_Gen_Zona,608,"E21_SEPE, E333_SEPE",261,-145,Est_Alm_Zona
SABON 220,21165,50515,SEPE,Galicia,SI,SI,SI,441,372,WSCR_Nudo,963,E244_SEPE,363,364,Est_Gen_Nudo,1019,E244_SEPE,363,364,Est_Alm_Nudo
"SAGRERA, LA 220",23267,50516,SEPE,Cataluña,NO,NO,NO,61,61,WSCR_Nudo,754,E352_SEPE,754,1021,Est_Gen_Nudo,761,E352_SEPE,761,1036,Est_Alm_Nudo
SAGUNTO 220,24240,50517,SEPE,Comunidad Valenciana,NO,SI,SI,311,311,WSCR_Nudo,745,"E183_SEPE, E344_SEPE",493,74,Est_Gen_Zona,771,"E183_SEPE, E344_SEPE",519,74,Est_Alm_Zona
SAGUNTO GIS 220,24091,50518,SEPE,Comunidad Valenciana,NO,SI,SI,322,297,WSCR_Nudo,745,"E183_SEPE, E344_SEPE",739,74,Est_Gen_Zona,771,"E183_SEPE, E344_SEPE",745,74,Est_Alm_Zona
SAGUNTUM 400,14121,51432,SEPE,Comunidad Valenciana,NO,NO,NO,438,438,WSCR_Nudo,1805,E358_SEPE,1805,1740,Est_Gen_Zona,2475,E358_SEPE,2475,2411,Est_Alm_Zona
SAGUNTUM 220,24243,51432,SEPE,Comunidad Valenciana,NO,SI,SI,362,297,WSCR_Nudo,1249,E358_SEPE,1184,1740,Est_Gen_Nudo,1578,E358_SEPE,1513,2411,Est_Alm_Nudo
SALADAS 220,24242,50519,SEPE,Comunidad Valenciana,NO,SI,SI,163,136,WSCR_Nudo,1418,N/A,1375,N/A,Est_Gen_Nudo,1434,N/A,1390,N/A,Est_Alm_Nudo
SALAS 400,11068,50520,SEPE,Principado de Asturias,SI,SI,SI,338,153,WSCR_Nudo,3591,E6_SEPE,3024,3032,Est_Gen_Nudo,4008,E6_SEPE,3432,4013,Est_Alm_Nudo
SALERES 220,25205,50772,SEPE,Andalucía,SI,SI,SI,298,287,WSCR_Nudo,904,N/A,560,N/A,Est_Gen_Nudo,927,N/A,560,N/A,Est_Alm_Nudo
SALINAS 66,39400,50521,SEC,Canarias,SI,SI,SI,8,0,WSCR_Nudo,150,N/A,28,N/A,Est_Gen_Nudo,153,N/A,30,N/A,Est_Alm_Nudo
SALLENTE 400,13057,50522,SEPE,Cataluña,SI,NO,SI,76,76,WSCR_Nudo,1439,N/A,1004,N/A,Est_Gen_Nudo,1450,N/A,1004,N/A,Est_Alm_Nudo
SALTERAS 220,25054,50523,SEPE,Andalucía,SI,NO,SI,582,292,WSCR_Nudo,577,N/A,287,N/A,Est_Gen_Nudo,631,N/A,341,N/A,Est_Alm_Nudo
SAN AGUSTIN BALEARES 66,39705,50524,SEB,Islas Baleares,NO,SI,SI,121,74,WSCR_Nudo,96,N/A,70,N/A,Est_Gen_Nudo,117,N/A,70,N/A,Est_Alm_Nudo
SAN AGUSTIN GC 66,39145,50525,SEC,Canarias,NO,SI,SI,75,52,WSCR_Nudo,80,N/A,23,N/A,Est_Gen_Nudo,82,N/A,23,N/A,Est_Alm_Nudo
SAN ANTONIO 66,39635,50526,SEB,Islas Baleares,NO,SI,SI,2,2,WSCR_Nudo,176,E28_SEB,175,223,Est_Gen_Nudo,182,E28_SEB,181,234,Est_Alm_Nudo
SAN BARTOLOME 66,39465,50527,SEC,Canarias,NO,SI,SI,11,11,WSCR_Nudo,87,E29_SEC,84,52,Est_Gen_Zona,89,E29_SEC,85,54,Est_Alm_Zona
SAN CAYETANO 220,21146,50528,SEPE,Galicia,NO,SI,SI,294,294,WSCR_Nudo,406,N/A,398,N/A,Est_Gen_Nudo,447,N/A,427,N/A,Est_Alm_Nudo
SAN ESTEBAN 220,21150,50529,SEPE,Galicia,SI,NO,SI,407,407,WSCR_Nudo,872,N/A,422,N/A,Est_Gen_Nudo,899,N/A,448,N/A,Est_Alm_Nudo
SAN FERNANDO 400,14093,50756,SEPE,Comunidad de Madrid,SI,NO,SI,1313,866,WSCR_Nudo,755,E129_SEPE,308,308,Est_Gen_Nudo/Est_Gen_Zona,831,E129_SEPE,384,384,Est_Alm_Nudo/Est_Alm_Zona
SAN FERNANDO 220,24206,50756,SEPE,Comunidad de Madrid,NO,SI,SI,408,408,WSCR_Nudo,545,"E129_SEPE, E341_SEPE",545,308,Est_Gen_Zona,603,"E129_SEPE, E341_SEPE",603,384,Est_Alm_Zona
SAN ISIDRO 66,39349,51314,SEC,Canarias,SI,NO,SI,78,36,WSCR_Nudo,128,N/A,86,N/A,Est_Gen_Nudo,136,N/A,94,N/A,Est_Alm_Nudo
SAN JORGE 132,29640,50530,SEB,Islas Baleares,NO,NO,NO,3,3,WSCR_Nudo,234,E28_SEB,234,223,Est_Gen_Zona,237,E28_SEB,237,234,Est_Alm_Zona
SAN JORGE 66,39640,50530,SEB,Islas Baleares,NO,SI,SI,3,3,WSCR_Nudo,95,"E27_SEB, E28_SEB",88,88,Est_Gen_Nudo/Est_Gen_Zona,97,"E27_SEB, E28_SEB",88,88,Est_Alm_Nudo/Est_Alm_Zona
SAN JORGE 30,9645,50530,SEB,Islas Baleares,NO,NO,NO,1,1,WSCR_Nudo,54,"E27_SEB, E28_SEB",54,88,Est_Gen_Nudo,55,"E27_SEB, E28_SEB",55,88,Est_Alm_Nudo
SAN JUAN BALEARES 66,39885,50531,SEB,Islas Baleares,NO,SI,SI,52,12,WSCR_Nudo,237,N/A,233,N/A,Est_Gen_Nudo,284,N/A,240,N/A,Est_Alm_Nudo
SAN MARTIN BALEARES 220,29930,50532,SEB,Islas Baleares,NO,NO,NO,85,85,WSCR_Nudo,295,"E07_SEB, E20_SEB",295,123,Est_Gen_Zona,305,"E07_SEB, E20_SEB",305,123,Est_Alm_Zona
SAN MARTIN BALEARES 66,39715,50532,SEB,Islas Baleares,SI,SI,SI,100,0,WSCR_Nudo,173,"E07_SEB, E20_SEB",67,123,Est_Gen_Nudo,180,"E07_SEB, E20_SEB",67,123,Est_Alm_Nudo
SAN MATEO 66,39150,50533,SEC,Canarias,NO,SI,SI,74,47,WSCR_Nudo,156,N/A,132,N/A,Est_Gen_Nudo,160,N/A,132,N/A,Est_Alm_Nudo
SAN MIGUEL DE SALINAS 220,24238,50534,SEPE,Comunidad Valenciana,NO,SI,SI,242,224,WSCR_Nudo,930,E296_SEPE_Bin,912,1134,Est_Gen_Nudo,1305,E296_SEPE_Bin,1287,1287,Est_Alm_Nudo/Est_Alm_Zona
SAN MIGUEL DE SALINAS (SAN MIGUEL DE SALINAS B) 220,64238,50534,SEPE,Comunidad Valenciana,NO,NO,NO,133,133,WSCR_Nudo,1152,"E273_SEPE, E296_SEPE_Bin",1152,1134,Est_Gen_Zona,1305,"E273_SEPE, E296_SEPE_Bin",1305,1287,Est_Alm_Zona
SAN PEDRO 220,21160,50535,SEPE,Galicia,SI,NO,SI,394,360,WSCR_Nudo,547,E174_SEPE,455,968,Est_Gen_Nudo,613,E174_SEPE,521,1192,Est_Alm_Nudo
SAN PEDRO DEL PINATAR 220,24239,50536,SEPE,Región de Murcia,SI,SI,SI,332,56,WSCR_Nudo,846,E188_SEPE,569,834,Est_Gen_Nudo,918,E188_SEPE,640,1000,Est_Alm_Nudo
SAN SERVAN 400,15023,50537,SEPE,Extremadura,SI,NO,SI,644,0,WSCR_Nudo,3043,"E109_SEPE, E269_SEPE, E327_SEPE",2399,2399,Est_Gen_Nudo/Est_Gen_Zona,3193,"E109_SEPE, E269_SEPE, E327_SEPE",2549,2549,Est_Alm_Nudo
SAN SERVAN 220,25078,50537,SEPE,Extremadura,SI,NO,SI,728,339,WSCR_Nudo,639,E109_SEPE,250,3776,Est_Gen_Nudo,827,E109_SEPE,438,4938,Est_Alm_Nudo
SAN VICENTE 220,24235,50538,SEPE,Comunidad Valenciana,NO,SI,SI,485,393,WSCR_Nudo,1203,E259_SEPE,973,1575,Est_Gen_Nudo,1333,E259_SEPE,1103,2279,Est_Alm_Nudo
SANCHINARRO 220,24234,50539,SEPE,Comunidad de Madrid,NO,SI,SI,162,162,WSCR_Nudo,743,"E276_SEPE, E45_SEPE",743,1221,Est_Gen_Nudo,745,"E276_SEPE, E45_SEPE",745,1370,Est_Alm_Nudo
SANCHO LLOP 220,24253,50757,SEPE,Comunidad Valenciana,NO,SI,SI,180,180,WSCR_Nudo,530,N/A,530,N/A,Est_Gen_Nudo,621,N/A,621,N/A,Est_Alm_Nudo
SANGÜESA 220,22185,50540,SEPE,Comunidad Foral de Navarra,SI,SI,SI,285,-3,WSCR_Nudo,435,"E251_SEPE, E333_SEPE",79,-435,Est_Gen_Zona,583,"E251_SEPE, E333_SEPE",228,-145,Est_Alm_Zona
SANT ANDREU 220,23260,50541,SEPE,Cataluña,NO,SI,SI,151,101,WSCR_Nudo,437,N/A,338,N/A,Est_Gen_Nudo,505,N/A,338,N/A,Est_Alm_Nudo
SANT BOI 220,23270,50542,SEPE,Cataluña,NO,SI,SI,676,674,WSCR_Nudo,635,N/A,580,N/A,Est_Gen_Nudo,718,N/A,662,N/A,Est_Alm_Nudo
SANT CELONI 220,23275,50543,SEPE,Cataluña,NO,SI,SI,392,392,WSCR_Nudo,820,N/A,722,N/A,Est_Gen_Nudo,952,N/A,834,N/A,Est_Alm_Nudo
SANT CUGAT 220,23281,50544,SEPE,Cataluña,NO,SI,SI,643,608,WSCR_Nudo,376,N/A,374,N/A,Est_Gen_Nudo,460,N/A,423,N/A,Est_Alm_Nudo
SANT FOST 220,23282,50545,SEPE,Cataluña,NO,SI,SI,679,679,WSCR_Nudo,1394,E207_SEPE,1370,1377,Est_Gen_Nudo,1532,E207_SEPE,1493,1469,Est_Alm_Zona
SANT JUST 220,23285,50546,SEPE,Cataluña,NO,SI,SI,59,59,WSCR_Nudo,353,N/A,353,N/A,Est_Gen_Nudo,362,N/A,362,N/A,Est_Alm_Nudo
SANTA AGUEDA 220,29155,50547,SEC,Canarias,NO,NO,NO,111,111,WSCR_Nudo,251,E05_SEC,251,234,Est_Gen_Zona,309,E05_SEC,309,272,Est_Alm_Zona
SANTA AGUEDA 66,39155,50547,SEC,Canarias,SI,NO,SI,38,1,WSCR_Nudo,130,"E05_SEC, E07_SEC",103,68,Est_Gen_Zona,140,"E05_SEC, E07_SEC",103,68,Est_Alm_Zona
SANTA CATALINA 66,39770,50548,SEB,Islas Baleares,NO,SI,SI,68,41,WSCR_Nudo,138,N/A,119,N/A,Est_Gen_Nudo,147,N/A,119,N/A,Est_Alm_Nudo
SANTA ELVIRA 220,25156,50758,SEPE,Andalucía,SI,SI,SI,408,34,WSCR_Nudo,801,"E298_SEPE, E42_SEPE",319,-514,Est_Gen_Zona,805,"E298_SEPE, E42_SEPE",319,-480,Est_Alm_Zona
SANTA ENGRACIA 400,12017,50550,SEPE,La Rioja,SI,NO,SI,790,451,WSCR_Nudo,2491,E120_SEPE,1368,1557,Est_Gen_Nudo,2855,E120_SEPE,1731,1646,Est_Alm_Zona
SANTA ENGRACIA 220,22199,50550,SEPE,La Rioja,SI,NO,SI,467,320,WSCR_Nudo,777,"E120_SEPE, E307_SEPE",629,394,Est_Gen_Zona,981,"E120_SEPE, E307_SEPE",834,573,Est_Alm_Zona
SANTA EULALIA 66,39650,50551,SEB,Islas Baleares,NO,SI,SI,2,2,WSCR_Nudo,131,E28_SEB,129,223,Est_Gen_Nudo,135,E28_SEB,132,234,Est_Alm_Nudo
SANTA LLOGAIA 400,13023,50552,SEPE,Cataluña,SI,NO,SI,512,469,WSCR_Nudo,1879,N/A,1770,N/A,Est_Gen_Nudo,2362,N/A,2253,N/A,Est_Alm_Nudo
