request_id,request_received_date,request_type,transport_node_name_voltage,transport_position,autonomous_community,requested_access_capacity_mw,publication_month_end_date,contest_node
GENT-41538-25,2025-07-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,50,,NO
GENT-40487-25,2025-06-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,50,,NO
GENT-40496-25,2025-06-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,50,,NO
GENT-40725-25,2025-06-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,49.734999999999999,,NO
GENT-40848-25,2025-06-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,49,,NO
GENT-40854-25,2025-06-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MIR220-EER,Castilla y León,40,,NO
AUT-29254-24,2024-03-21,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MANCHEGA 400,MNCH400-EER1,Castilla-La Mancha,335,,SI
AUT-30282-24,2024-05-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MANCHEGA 400,MNCH400-EER1,Castilla-La Mancha,320,,SI
GENT-AC7-39402-25,2025-04-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MUNIESA 400,MNS400-MPRO1,Aragón,41.39,,NO
AUT-35868-24,2024-12-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUNIESA 400,MNS400-MPRO1,Aragón,118.3,,NO
AUT-34150-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUNIESA 400,MNS400-MPRO1,Aragón,1,,NO
AUT-33205-24,2024-09-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUNIESA 400,MNS400-MPRO1,Aragón,1,,NO
AUT-32015-24,2024-07-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUNIESA 400,MNS400-MPRO1,Aragón,1,,NO
AUT-34424-24,2024-10-24,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MONTALBANEJO 400,MNTL400-EER1,Castilla-La Mancha,64.5,,SI
AUT-35231-24,2024-11-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MONTALBANEJO 400,MNTL400-EER1,Castilla-La Mancha,64.5,,SI
AUT-36015-24,2024-12-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MONTALBANEJO 400,MNTL400-EER1,Castilla-La Mancha,0.495,,SI
DEA-35784-24,2025-01-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,LOS MONTES 220,MON220-CON1,Andalucía,100,,NO
AUT-43218-25,2025-09-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,0,,NO
AUT-AC6-43227-25,2025-09-12,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,153.69999999999999,,NO
AUT-41803-25,2025-07-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,11,,NO
AUT-AC3-35817-24,2024-12-09,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,152.405,,NO
AUT-34246-24,2024-10-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,81.875,,NO
AUT-AC2-33489-24,2024-09-18,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,11,,NO
AUT-33240-24,2024-09-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORALEJA 220,MOR220-COVA1,Comunidad de Madrid,58,,NO
AUT-32485-24,2024-08-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORALEJA 400,MOR400-PRMO1,Comunidad de Madrid,80,,NO
AUT-39244-25,2025-04-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORATA 220,MOT220-C2MR1,Comunidad de Madrid,0.5,,SI
AUT-38018-25,2025-02-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORATA 220,MOT220-C2MR1,Comunidad de Madrid,10,,SI
AUT-29346-24,2024-03-27,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORATA 220,MOT220-C2MR1,Comunidad de Madrid,10.11,,SI
AUT-31312-24,2024-06-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORATA 400,MOT400-C1MR1,Comunidad de Madrid,77,,NO
AUT-36867-25,2025-01-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MEQUINENZA 220,MQN220-GR1,Aragón,33,,NO
GENT-AC7-41205-25,2025-06-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,19.100000000000001,,NO
GENT-36063-24,2024-12-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.99,,NO
GENT-35551-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,30,,NO
GENT-35553-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,30,,NO
GENT-35585-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49,,NO
GENT-35744-24,2024-12-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.9,,NO
GENT-AC6-32829-24,2024-09-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,26.74,,NO
GENT-33201-24,2024-09-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.99,,NO
GENT-32099-24,2024-07-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,30,,NO
GENT-32227-24,2024-07-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,30,,NO
GENT-32231-24,2024-07-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.9,,NO
GENT-32275-24,2024-07-22,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49,,NO
GENT-32326-24,2024-07-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.9,,NO
GENT-32488-24,2024-07-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.5,,NO
GENT-31976-24,2024-07-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.9,,NO
GENT-31977-24,2024-07-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MEZQUITA 220,MQT220-SIC1,Aragón,49.99,,NO
AUT-43300-25,2025-09-18,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MEZQUITA 400,MQT400-C1MZ1,Aragón,20.5,,NO
AUT-35259-24,2024-11-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MEZQUITA 400,MQT400-C1MZ1,Aragón,25,,NO
AUT-28965-24,2024-03-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MEZQUITA 400,MQT400-C1MZ1,Aragón,60.5,,NO
AUT-37895-25,2025-02-21,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MARIA 220,MRA220-PRMA1,Aragón,39,,NO
AUT-AC1-36637-25,2025-01-13,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MARIA 220,MRA220-PRMA1,Aragón,42,,NO
AUT-32648-24,2024-08-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MARIA 220,MRA220-PRMA1,Aragón,36.11,,NO
AUT-45090-25,2025-11-28,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORERUELA 400,MRER400-C1MO1,Castilla y León,25,,NO
AUT-38503-25,2025-03-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORERUELA 400,MRER400-C1MO1,Castilla y León,6,,NO
AUT-AC1-38501-25,2025-03-13,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MORERUELA 400,MRER400-C1MO1,Castilla y León,29.5,,NO
AUT-34921-24,2024-11-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MORERUELA 400,MRER400-C1MO1,Castilla y León,6,,NO
GENT-41087-25,2025-06-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,98.775000000000006,,NO
GENT-41243-25,2025-06-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,49.5,,NO
GENT-40460-25,2025-06-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,50,,NO
GENT-40486-25,2025-06-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,50,,NO
GENT-40850-25,2025-06-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,49,,NO
GENT-40877-25,2025-06-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MIRANDA DE EBRO 220,MRN220-EER,Castilla y León,49.98,,NO
DEA-27245-23,2023-12-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MORVEDRE 400,MRV400-CON1,Comunidad Valenciana,150,,SI
DEA-34446-24,2024-10-24,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MORVEDRE 400,MRV400-CON1,Comunidad Valenciana,150,,SI
DEA-35782-24,2025-01-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MORVEDRE 400,MRV400-CON1,Comunidad Valenciana,100,,SI
DEA-35419-24,2024-11-28,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MORVEDRE 400,MRV400-CON2,Comunidad Valenciana,125,,SI
GENT-43560-25,2025-09-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G1,Islas Baleares,49.99,,NO
GENT-42725-25,2025-09-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G1,Islas Baleares,20,,NO
GENT-26881-23,2023-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G1,Islas Baleares,40,,NO
GENT-27155-23,2023-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G1,Islas Baleares,60,,NO
GENT-42585-25,2025-08-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G2,Islas Baleares,50,,NO
GENT-42668-25,2025-08-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-G2,Islas Baleares,50,,NO
GENT-42911-25,2025-09-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-TRA0,Islas Baleares,49.384999999999998,,NO
GENT-42900-25,2025-09-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURTERAR 220,MTE220-TRA1,Islas Baleares,18.655000000000001,,NO
DEA-31177-24,2024-06-07,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MONTETORRERO 220,MTO220-CON1,Aragón,150,,SI
DEA-30052-24,2024-05-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MONTETORRERO 220,"MTO220-CON1, MTO220-CON2",Aragón,300,,SI
DEA-31395-24,2024-06-18,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MONTETORRERO 220,"MTO220-CON1, MTO220-CON2",Aragón,100,,SI
DEA-31372-24,2024-06-14,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,MONTETORRERO 220,MTO220-CON2,Aragón,150,,SI
GENT-36486-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49.9,,NO
GENT-36498-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49.9,,NO
GENT-36565-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,50,,NO
GENT-36572-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,50,,NO
GENT-36580-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,50,,NO
GENT-36583-25,2025-01-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,50,,NO
GENT-36798-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49,,NO
GENT-37023-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,46.5,,NO
GENT-37024-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,46.5,,NO
GENT-37026-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,46.5,,NO
GENT-37036-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49,,NO
GENT-37042-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49,,NO
GENT-37051-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49,,NO
GENT-37282-25,2025-02-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49.9,,NO
GENT-37493-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-EER,Comunidad Foral de Navarra,49.99,,NO
GENT-39356-25,2025-04-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-TRP3,Comunidad Foral de Navarra,49.99,,NO
GENT-39357-25,2025-04-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-TRP3,Comunidad Foral de Navarra,49.99,,NO
GENT-36691-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MURUARTE 220,MUA220-TRP3,Comunidad Foral de Navarra,49.9,,NO
AUT-48251-25,2025-12-23,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MURUARTE 400,MUA400-C1MU1,Comunidad Foral de Navarra,9.7560000000000002,,NO
AUT-36029-24,2024-12-16,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MURUARTE 400,MUA400-C1MU1,Comunidad Foral de Navarra,25,,NO
AUT-38245-25,2025-03-21,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 220,MUD220-VBA1,Castilla y León,118,,NO
DEA-AC4-48375-25,2025-12-29,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MUDARRA 400,MUD400-MZL1,Castilla y León,19.8,,NO
AUT-44713-25,2025-11-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 400,MUD400-MZL1,Castilla y León,0,,NO
AUT-AC2-44114-25,2025-10-28,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MUDARRA 400,MUD400-MZL1,Castilla y León,19.8,,NO
AUT-35122-24,2024-12-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 400,MUD400-MZL1,Castilla y León,75,,NO
DEA-AC4-47869-25,2025-12-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MUDARRA 400,MUD400-STOV1,Castilla y León,208.05,,NO
GENT-AC6-40163-25,2025-05-14,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MUDARRA 400,MUD400-STOV1,Castilla y León,12.4,,NO
AUT-37257-25,2025-01-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 400,MUD400-STOV1,Castilla y León,97.7,,NO
AUT-AC1-36677-25,2025-01-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,MUDARRA 400,MUD400-STOV1,Castilla y León,97.700999999999993,,NO
AUT-35860-24,2024-12-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 400,MUD400-STOV1,Castilla y León,38.674999999999997,,NO
AUT-30120-24,2024-04-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MUDARRA 400,MUD400-STOV1,Castilla y León,10.074999999999999,,NO
GENT-42775-25,2025-08-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LAS MAZORRAS 220,MZR220-TRP2,Castilla y León,61.5,,NO
AUT-43639-25,2025-09-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MANZANARES 220,MZS220-SCMN1,Castilla-La Mancha,0.24,,NO
GENT-AC13-42824-25,2025-09-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 220,MZS220-SCMN1,Castilla-La Mancha,6,,NO
GENT-AC5-32693-24,2024-08-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 220,MZS220-SCMN1,Castilla-La Mancha,14.1,,NO
GENT-AC6-44764-25,2025-11-14,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 400,MZS400-CLMN1,Castilla-La Mancha,13.44,,NO
GENT-44030-25,2025-10-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 400,MZS400-CLMN1,Castilla-La Mancha,13.44,,NO
AUT-43629-25,2025-09-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,MANZANARES 400,MZS400-CLMN1,Castilla-La Mancha,0.24,,NO
GENT-AC6-39346-25,2025-04-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 400,MZS400-CLMN1,Castilla-La Mancha,11.46,,NO
GENT-AC6-29612-24,2024-04-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,MANZANARES 400,MZS400-CLMN1,Castilla-La Mancha,15.62,,NO
AUT-42087-25,2025-07-23,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,NUEVA ESCOMBRERAS 400,NES400-REP1,Región de Murcia,209,,NO
AUT-42133-25,2025-07-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,NUEVA ESCOMBRERAS 400,NES400-REP2,Región de Murcia,209,,NO
DEA-34861-24,2024-11-12,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,NARAIO 400,NIO400-CON1,Galicia,1860,,SI
DEA-35047-24,2024-11-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,NARAIO 400,NIO400-CON1,Galicia,125,,SI
DEA-35792-24,2025-01-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,NUEVO VIGO (BATEAS) 220,NVIG220-CON1,Galicia,100,,SI
DEA-35903-24,2024-12-11,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,NUEVO VIGO (BATEAS) 220,NVIG220-CON1,Galicia,50,,SI
DEA-36738-25,2025-01-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,NUEVO VIGO (BATEAS) 220,"NVIG220-CON1, NVIG220-CON2",Galicia,100,,SI
GENT-AC9-44517-25,2025-11-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,16,,NO
GENT-AC12-44521-25,2025-11-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,4,,NO
GENT-AC15-44522-25,2025-11-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,16,,NO
GENT-37607-25,2025-02-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,33,,NO
GENT-38379-25,2025-03-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,47,,NO
GENT-36503-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,49.9,,NO
GENT-36505-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,49.9,,NO
GENT-36598-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,44,,NO
GENT-36604-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,44,,NO
GENT-36612-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,44,,NO
GENT-36751-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,49.99,,NO
GENT-37303-25,2025-02-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,49.99,,NO
GENT-37415-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,50,,NO
GENT-37460-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,44,,NO
GENT-37520-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,49,,NO
GENT-35519-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-OLTP1,Comunidad Foral de Navarra,40,,NO
GENT-38091-25,2025-02-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-TRP1,Comunidad Foral de Navarra,49.99,,NO
GENT-38094-25,2025-02-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-TRP1,Comunidad Foral de Navarra,49.99,,NO
GENT-38097-25,2025-02-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-TRP1,Comunidad Foral de Navarra,49.99,,NO
GENT-36870-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-TRP1,Comunidad Foral de Navarra,49.99,,NO
GENT-37556-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLITE 220,OLE220-TRP1,Comunidad Foral de Navarra,44.496000000000002,,NO
AUT-39358-25,2025-04-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,OLMEDILLA 220,OLM220-OLRN1,Castilla-La Mancha,20,,SI
AUT-37609-25,2025-02-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,OLMEDILLA 220,OLM220-OLRN1,Castilla-La Mancha,20,,SI
AUT-37932-25,2025-02-24,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,OLMEDILLA 220,OLM220-OLRN1,Castilla-La Mancha,20,,SI
GENT-AC6-32095-24,2024-07-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDILLA 400,OLM400-ATP1,Castilla-La Mancha,30,,NO
GENT-AC11-40434-25,2025-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDILLA 400,"OLM400-ATP1, OLM400-ATP2",Castilla-La Mancha,25,,NO
GENT-AC14-40428-25,2025-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDILLA 400,"OLM400-ATP1, OLM400-ATP2",Castilla-La Mancha,25,,NO
GENT-AC9-31878-24,2024-07-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDILLA 400,OLM400-ATP2,Castilla-La Mancha,30,,NO
GENT-AC10-30134-24,2024-05-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDILLA 400,OLM400-ATP2,Castilla-La Mancha,36,,NO
GENT-AC5-44342-25,2025-10-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,OLMEDO 400,OMD400-OMRN1,Castilla y León,42.5,,NO
