request_id,request_received_date,request_type,transport_node_name_voltage,transport_position,autonomous_community,requested_access_capacity_mw,publication_month_end_date,contest_node
GENT-36278-24,2024-12-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-36630-25,2025-01-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-36715-25,2025-01-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-37549-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,50,,SI
AUT-36502-25,2025-01-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ESCATRON 220,ECT220-C1EA1,Aragón,37.19,,NO
GENT-AC4-44944-25,2025-12-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCATRON 400,ECT400-C1EA1,Aragón,40,,NO
GENT-AC9-44570-25,2025-11-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCATRON 400,ECT400-C1EA1,Aragón,20,,NO
GENT-AC8-44571-25,2025-11-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCATRON 400,ECT400-C1EA1,Aragón,20,,NO
GENT-AC8-44572-25,2025-11-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCATRON 400,ECT400-C1EA1,Aragón,20,,NO
AUT-34821-24,2024-11-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ESCATRON 400,ECT400-CCE,Aragón,402,,NO
GENT-34820-24,2024-11-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,40,,NO
GENT-34891-24,2024-11-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,40,,NO
GENT-35105-24,2024-11-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,40,,NO
GENT-35214-24,2024-11-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,30.73,,NO
GENT-34708-24,2024-11-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,26,,NO
GENT-21111-23,2023-04-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,30,,NO
GENT-28843-24,2024-02-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELGEA 220,EGE220-TRP1,País Vasco,26,,NO
GENT-AC5-44815-25,2025-11-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELCOGAS 220,ELC220-NUDO1,Castilla-La Mancha,17.5,,NO
GENT-AC8-44800-25,2025-11-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ELCOGAS 220,ELC220-NUDO1,Castilla-La Mancha,17.5,,NO
DEA-AC2-29383-24,2024-03-27,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ENTRERRIOS 220,ENT220-TRP1,Aragón,150,,NO
DEA-AC4-29457-24,2024-04-02,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ENTRERRIOS 220,ENT220-TRP3,Aragón,150,,NO
GENT-40085-25,2025-05-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,50,,SI
GENT-40197-25,2025-05-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,35,,SI
GENT-40530-25,2025-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49,,SI
GENT-40558-25,2025-05-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,44.496000000000002,,SI
GENT-40634-25,2025-05-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49,,SI
GENT-40638-25,2025-05-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49,,SI
GENT-40646-25,2025-05-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49,,SI
GENT-38811-25,2025-03-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-38812-25,2025-03-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-39165-25,2025-04-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-39177-25,2025-04-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-36662-25,2025-02-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.99,,SI
GENT-36689-25,2025-01-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-37281-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49.9,,SI
GENT-37348-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,49,,SI
GENT-37900-25,2025-02-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ENTRENUCLEOS 220,ENTR220-ENPR1,Andalucía,45,,SI
AUT-34617-24,2024-10-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LA ESPLUGA 220,EPG220-C1ES1,Cataluña,43,,NO
AUT-34203-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LA ESPLUGA 220,EPG220-C1ES1,Cataluña,43,,NO
AUT-34207-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LA ESPLUGA 400,EPG400-TRP1,Cataluña,31.5,,NO
AUT-36873-25,2025-01-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ESQUEDAS 220,EQU220-C1EQ1,Aragón,7,,NO
DEA-33522-24,2024-09-19,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,ESQUEDAS 220,EQU220-CON1,Aragón,100,,NO
DEA-30064-24,2024-05-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,ESQUEDAS 220,"EQU220-CON1, EQU220-CON2",Aragón,300,,NO
GENT-44334-25,2025-10-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ERISTE 220,ERI220-GR1,Aragón,41,,NO
GENT-35990-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ERISTE 220,ERI220-GR1,Aragón,40,,NO
GENT-AC1-32549-24,2024-08-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ERISTE 220,ERI220-GR1,Aragón,100,,NO
GENT-43472-25,2025-09-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ERISTE 220,ERI220-GR2,Aragón,25,,NO
GENT-36461-25,2025-01-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ERISTE 220,ERI220-GR2,Aragón,39.552,,NO
DEA-29943-24,2024-04-26,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,FAUSITA 220,FAU220-CON1,Región de Murcia,130,,NO
GENT-AC4-43481-25,2025-09-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FAUSITA 220,FAU220-EER,Región de Murcia,90.83,,NO
AUT-37923-25,2025-02-27,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FAUSITA 220,FAU220-EER,Región de Murcia,45,,NO
AUT-40289-25,2025-05-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENLABRADA 220,FBR220-C1FU1,Comunidad de Madrid,300,,SI
AUT-39304-25,2025-04-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENLABRADA 220,FBR220-C1FU1,Comunidad de Madrid,0.5,,SI
GENT-27136-23,2023-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENLABRADA 220,FBR220-C1FU1,Comunidad de Madrid,25,,SI
AUT-35219-24,2024-11-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTEBUREBA 400,FBRB400-C1FB1,Castilla y León,46.8,,NO
AUT-34174-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTEBUREBA 400,FBRB400-C1FB1,Castilla y León,50,,NO
AUT-32642-24,2024-08-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTEBUREBA 400,FBRB400-C1FB1,Castilla y León,300,,NO
GENT-AC5-30919-24,2024-06-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FACINAS 220,FCI220-TF1,Andalucía,24,,NO
DEA-47883-25,2025-12-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LA FARGA 220,FGA220-C1FA1,Cataluña,30,,NO
GENT-AC2-35247-24,2024-11-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA FARGA 220,FGA220-C1FA1,Cataluña,150,,NO
AUT-43224-25,2025-09-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FOIX 220,FOI220-GR1,Cataluña,25.5,,NO
AUT-39613-25,2025-05-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FORTUNA 220,FOR220-C1FR1,Comunidad de Madrid,37.5,,SI
AUT-40145-25,2025-05-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FORTUNA 220,FOR220-C1FR1,Comunidad de Madrid,37.5,,SI
AUT-40146-25,2025-05-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FORTUNA 220,FOR220-C1FR1,Comunidad de Madrid,37.5,,SI
AUT-40150-25,2025-05-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FORTUNA 220,FOR220-C1FR1,Comunidad de Madrid,50,,SI
AUT-38434-25,2025-03-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FORTUNA 220,FOR220-C1FR1,Comunidad de Madrid,0.5,,SI
DEA-27222-23,2023-12-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,FRANCOLI 220,FRN220-CON3,Cataluña,150,,SI
DEA-28608-24,2024-02-22,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,FRANCOLI 220,FRN220-CON3,Cataluña,52,,SI
AUT-35954-24,2024-12-16,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENDETODOS 220,FTD220-CSPR1,Aragón,47.2,,SI
AUT-36397-24,2025-01-03,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENDETODOS 220,FTD220-CSPR1,Aragón,10,,SI
GENT-AC7-44956-25,2025-11-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 220,FTD220-GR5,Aragón,35.104999999999997,,SI
AUT-34023-24,2024-10-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENDETODOS 400,FTD400-EER,Aragón,70,,NO
GENT-AC8-30708-24,2024-06-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-EER,Aragón,74,,NO
AUT-29161-24,2024-03-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENDETODOS 400,FTD400-EER,Aragón,48.5,,NO
GENT-AC4-44795-25,2025-11-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-FUCL1,Aragón,30,,NO
GENT-AC4-44775-25,2025-11-14,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-FUCL1,Aragón,10,,NO
GENT-AC6-44773-25,2025-11-14,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-FUCL1,Aragón,10,,NO
GENT-AC6-43976-25,2025-10-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-FUCL1,Aragón,43.5,,NO
GENT-AC2-42851-25,2025-08-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,FUENDETODOS 400,FTD400-FUCL1,Aragón,30,,NO
AUT-29923-24,2024-05-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTES DE LA ALCARRIA 400,FTE400-CLFN1,Castilla-La Mancha,65,,SI
AUT-31138-24,2024-06-06,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTES DE LA ALCARRIA 400,FTE400-CLFN1,Castilla-La Mancha,40,,SI
AUT-32018-24,2024-07-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTES DE LA ALCARRIA 400,FTE400-CLFN1,Castilla-La Mancha,45,,SI
AUT-43750-25,2025-10-02,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTE DE CANTOS 400,FUCN400-C1FC1,Extremadura,19.5,,SI
AUT-43759-25,2025-10-02,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTE DE CANTOS 400,FUCN400-C1FC1,Extremadura,19.95,,SI
AUT-36996-25,2025-01-23,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTE DE CANTOS 400,FUCN400-C1FC1,Extremadura,40,,SI
AUT-41578-25,2025-07-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENCARRAL 220,FUE220-C2FN1,Comunidad de Madrid,212,,NO
AUT-41556-25,2025-07-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENCARRAL 400,FUE400-LPRD1,Comunidad de Madrid,150,,NO
AUT-40292-25,2025-05-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTE DEL MAESTRE 400,FUMS400-EER1,Extremadura,300,,SI
AUT-40016-25,2025-05-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,FUENTE DEL MAESTRE 400,FUMS400-EER1,Extremadura,26,,SI
GENT-AC7-48428-26,2026-01-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,GABIAS 220,GAB220-EER,Andalucía,50,,NO
AUT-40853-25,2025-06-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,GALAPAGAR 220,GAL220-EER,Comunidad de Madrid,25,,NO
