Provincias	Categoría	Meses	Total
18 Granada	Una estrella de plata	Agosto	31,90
18 Granada	Una estrella de plata	Septiembre	33,07
18 Granada	Una estrella de plata	Octubre	30,19
18 Granada	Una estrella de plata	Noviembre	22,42
18 Granada	Una estrella de plata	Diciembre	28,07
19 Guadalajara	Total	Total	31,89
19 Guadalajara	Total	Enero	22,60
19 Guadalajara	Total	Febrero	27,26
19 Guadalajara	Total	Marzo	27,87
19 Guadalajara	Total	Abril	29,84
19 Guadalajara	Total	Mayo	32,83
19 Guadalajara	Total	Junio	34,92
19 Guadalajara	Total	Julio	34,62
19 Guadalajara	Total	Agosto	34,57
19 Guadalajara	Total	Septiembre	36,06
19 Guadalajara	Total	Octubre	37,59
19 Guadalajara	Total	Noviembre	34,66
19 Guadalajara	Total	Diciembre	28,67
19 Guadalajara	Total estrellas de oro	Total	39,52
19 Guadalajara	Total estrellas de oro	Enero	29,15
19 Guadalajara	Total estrellas de oro	Febrero	35,03
19 Guadalajara	Total estrellas de oro	Marzo	34,32
19 Guadalajara	Total estrellas de oro	Abril	38,31
19 Guadalajara	Total estrellas de oro	Mayo	41,65
19 Guadalajara	Total estrellas de oro	Junio	44,70
19 Guadalajara	Total estrellas de oro	Julio	41,35
19 Guadalajara	Total estrellas de oro	Agosto	41,19
19 Guadalajara	Total estrellas de oro	Septiembre	42,67
19 Guadalajara	Total estrellas de oro	Octubre	45,89
19 Guadalajara	Total estrellas de oro	Noviembre	42,68
19 Guadalajara	Total estrellas de oro	Diciembre	35,27
19 Guadalajara	Cinco estrellas de oro	Total	.
19 Guadalajara	Cinco estrellas de oro	Enero	0,00
19 Guadalajara	Cinco estrellas de oro	Febrero	0,00
19 Guadalajara	Cinco estrellas de oro	Marzo	0,00
19 Guadalajara	Cinco estrellas de oro	Abril	0,00
19 Guadalajara	Cinco estrellas de oro	Mayo	0,00
19 Guadalajara	Cinco estrellas de oro	Junio	0,00
19 Guadalajara	Cinco estrellas de oro	Julio	0,00
19 Guadalajara	Cinco estrellas de oro	Agosto	0,00
19 Guadalajara	Cinco estrellas de oro	Septiembre	0,00
19 Guadalajara	Cinco estrellas de oro	Octubre	.
19 Guadalajara	Cinco estrellas de oro	Noviembre	.
19 Guadalajara	Cinco estrellas de oro	Diciembre	.
19 Guadalajara	Cuatro estrellas de oro	Total	52,95
19 Guadalajara	Cuatro estrellas de oro	Enero	40,94
19 Guadalajara	Cuatro estrellas de oro	Febrero	47,45
19 Guadalajara	Cuatro estrellas de oro	Marzo	44,50
19 Guadalajara	Cuatro estrellas de oro	Abril	51,22
19 Guadalajara	Cuatro estrellas de oro	Mayo	55,84
19 Guadalajara	Cuatro estrellas de oro	Junio	59,53
19 Guadalajara	Cuatro estrellas de oro	Julio	52,30
19 Guadalajara	Cuatro estrellas de oro	Agosto	50,25
19 Guadalajara	Cuatro estrellas de oro	Septiembre	58,52
19 Guadalajara	Cuatro estrellas de oro	Octubre	60,19
19 Guadalajara	Cuatro estrellas de oro	Noviembre	58,19
19 Guadalajara	Cuatro estrellas de oro	Diciembre	51,48
19 Guadalajara	Tres estrellas de oro	Total	23,20
19 Guadalajara	Tres estrellas de oro	Enero	13,97
19 Guadalajara	Tres estrellas de oro	Febrero	18,13
19 Guadalajara	Tres estrellas de oro	Marzo	20,11
19 Guadalajara	Tres estrellas de oro	Abril	23,11
19 Guadalajara	Tres estrellas de oro	Mayo	26,95
19 Guadalajara	Tres estrellas de oro	Junio	28,12
19 Guadalajara	Tres estrellas de oro	Julio	26,38
19 Guadalajara	Tres estrellas de oro	Agosto	26,81
19 Guadalajara	Tres estrellas de oro	Septiembre	24,64
19 Guadalajara	Tres estrellas de oro	Octubre	26,60
19 Guadalajara	Tres estrellas de oro	Noviembre	24,19
19 Guadalajara	Tres estrellas de oro	Diciembre	19,02
19 Guadalajara	Dos estrellas de oro	Total	42,53
19 Guadalajara	Dos estrellas de oro	Enero	31,12
19 Guadalajara	Dos estrellas de oro	Febrero	44,06
19 Guadalajara	Dos estrellas de oro	Marzo	44,52
19 Guadalajara	Dos estrellas de oro	Abril	38,90
19 Guadalajara	Dos estrellas de oro	Mayo	46,23
19 Guadalajara	Dos estrellas de oro	Junio	43,95
19 Guadalajara	Dos estrellas de oro	Julio	51,16
19 Guadalajara	Dos estrellas de oro	Agosto	45,38
19 Guadalajara	Dos estrellas de oro	Septiembre	41,54
19 Guadalajara	Dos estrellas de oro	Octubre	41,22
19 Guadalajara	Dos estrellas de oro	Noviembre	45,70
19 Guadalajara	Dos estrellas de oro	Diciembre	42,10
19 Guadalajara	Una estrella de oro	Total	27,26
19 Guadalajara	Una estrella de oro	Enero	.
19 Guadalajara	Una estrella de oro	Febrero	30,32
19 Guadalajara	Una estrella de oro	Marzo	26,49
19 Guadalajara	Una estrella de oro	Abril	.
19 Guadalajara	Una estrella de oro	Mayo	28,34
19 Guadalajara	Una estrella de oro	Junio	.
19 Guadalajara	Una estrella de oro	Julio	32,02
19 Guadalajara	Una estrella de oro	Agosto	.
19 Guadalajara	Una estrella de oro	Septiembre	.
19 Guadalajara	Una estrella de oro	Octubre	.
19 Guadalajara	Una estrella de oro	Noviembre	28,59
19 Guadalajara	Una estrella de oro	Diciembre	20,67
19 Guadalajara	Total estrellas de plata	Total	20,83
19 Guadalajara	Total estrellas de plata	Enero	13,15
19 Guadalajara	Total estrellas de plata	Febrero	16,63
19 Guadalajara	Total estrellas de plata	Marzo	19,47
19 Guadalajara	Total estrellas de plata	Abril	18,60
19 Guadalajara	Total estrellas de plata	Mayo	21,21
19 Guadalajara	Total estrellas de plata	Junio	21,79
19 Guadalajara	Total estrellas de plata	Julio	24,72
19 Guadalajara	Total estrellas de plata	Agosto	25,23
19 Guadalajara	Total estrellas de plata	Septiembre	25,80
19 Guadalajara	Total estrellas de plata	Octubre	24,10
19 Guadalajara	Total estrellas de plata	Noviembre	21,55
19 Guadalajara	Total estrellas de plata	Diciembre	17,33
19 Guadalajara	Dos y tres estrellas de plata	Total	20,44
19 Guadalajara	Dos y tres estrellas de plata	Enero	13,01
19 Guadalajara	Dos y tres estrellas de plata	Febrero	14,81
19 Guadalajara	Dos y tres estrellas de plata	Marzo	18,42
19 Guadalajara	Dos y tres estrellas de plata	Abril	18,12
19 Guadalajara	Dos y tres estrellas de plata	Mayo	20,12
19 Guadalajara	Dos y tres estrellas de plata	Junio	22,65
19 Guadalajara	Dos y tres estrellas de plata	Julio	27,87
19 Guadalajara	Dos y tres estrellas de plata	Agosto	23,12
19 Guadalajara	Dos y tres estrellas de plata	Septiembre	25,09
19 Guadalajara	Dos y tres estrellas de plata	Octubre	22,44
19 Guadalajara	Dos y tres estrellas de plata	Noviembre	21,22
19 Guadalajara	Dos y tres estrellas de plata	Diciembre	17,44
19 Guadalajara	Una estrella de plata	Total	21,70
19 Guadalajara	Una estrella de plata	Enero	13,41
19 Guadalajara	Una estrella de plata	Febrero	20,86
19 Guadalajara	Una estrella de plata	Marzo	21,87
19 Guadalajara	Una estrella de plata	Abril	19,71
19 Guadalajara	Una estrella de plata	Mayo	23,70
19 Guadalajara	Una estrella de plata	Junio	19,96
19 Guadalajara	Una estrella de plata	Julio	15,83
19 Guadalajara	Una estrella de plata	Agosto	30,27
19 Guadalajara	Una estrella de plata	Septiembre	27,41
19 Guadalajara	Una estrella de plata	Octubre	27,58
19 Guadalajara	Una estrella de plata	Noviembre	22,36
19 Guadalajara	Una estrella de plata	Diciembre	17,13
21 Huelva	Total	Total	54,45
21 Huelva	Total	Enero	30,01
21 Huelva	Total	Febrero	36,94
21 Huelva	Total	Marzo	41,86
21 Huelva	Total	Abril	45,58
21 Huelva	Total	Mayo	47,71
21 Huelva	Total	Junio	58,56
21 Huelva	Total	Julio	70,03
21 Huelva	Total	Agosto	76,10
21 Huelva	Total	Septiembre	60,93
21 Huelva	Total	Octubre	46,27
21 Huelva	Total	Noviembre	38,40
21 Huelva	Total	Diciembre	30,19
21 Huelva	Total estrellas de oro	Total	57,19
21 Huelva	Total estrellas de oro	Enero	33,72
21 Huelva	Total estrellas de oro	Febrero	40,22
21 Huelva	Total estrellas de oro	Marzo	43,69
21 Huelva	Total estrellas de oro	Abril	47,69
21 Huelva	Total estrellas de oro	Mayo	48,94
21 Huelva	Total estrellas de oro	Junio	60,71
21 Huelva	Total estrellas de oro	Julio	72,78
21 Huelva	Total estrellas de oro	Agosto	78,42
21 Huelva	Total estrellas de oro	Septiembre	62,95
21 Huelva	Total estrellas de oro	Octubre	48,65
21 Huelva	Total estrellas de oro	Noviembre	41,75
21 Huelva	Total estrellas de oro	Diciembre	34,94
21 Huelva	Cinco estrellas de oro	Total	.
21 Huelva	Cinco estrellas de oro	Enero	.
21 Huelva	Cinco estrellas de oro	Febrero	.
21 Huelva	Cinco estrellas de oro	Marzo	.
21 Huelva	Cinco estrellas de oro	Abril	.
21 Huelva	Cinco estrellas de oro	Mayo	.
21 Huelva	Cinco estrellas de oro	Junio	.
21 Huelva	Cinco estrellas de oro	Julio	.
21 Huelva	Cinco estrellas de oro	Agosto	.
21 Huelva	Cinco estrellas de oro	Septiembre	.
21 Huelva	Cinco estrellas de oro	Octubre	.
21 Huelva	Cinco estrellas de oro	Noviembre	.
21 Huelva	Cinco estrellas de oro	Diciembre	.
21 Huelva	Cuatro estrellas de oro	Total	60,59
21 Huelva	Cuatro estrellas de oro	Enero	36,32
21 Huelva	Cuatro estrellas de oro	Febrero	43,47
21 Huelva	Cuatro estrellas de oro	Marzo	45,70
21 Huelva	Cuatro estrellas de oro	Abril	50,91
21 Huelva	Cuatro estrellas de oro	Mayo	50,94
21 Huelva	Cuatro estrellas de oro	Junio	63,83
21 Huelva	Cuatro estrellas de oro	Julio	76,38
21 Huelva	Cuatro estrellas de oro	Agosto	81,11
21 Huelva	Cuatro estrellas de oro	Septiembre	66,92
21 Huelva	Cuatro estrellas de oro	Octubre	50,59
21 Huelva	Cuatro estrellas de oro	Noviembre	42,96
21 Huelva	Cuatro estrellas de oro	Diciembre	34,13
21 Huelva	Tres estrellas de oro	Total	46,81
21 Huelva	Tres estrellas de oro	Enero	39,43
21 Huelva	Tres estrellas de oro	Febrero	45,70
21 Huelva	Tres estrellas de oro	Marzo	43,01
21 Huelva	Tres estrellas de oro	Abril	36,91
21 Huelva	Tres estrellas de oro	Mayo	41,64
21 Huelva	Tres estrellas de oro	Junio	47,08
21 Huelva	Tres estrellas de oro	Julio	54,17
21 Huelva	Tres estrellas de oro	Agosto	62,62
21 Huelva	Tres estrellas de oro	Septiembre	44,90
21 Huelva	Tres estrellas de oro	Octubre	45,55
21 Huelva	Tres estrellas de oro	Noviembre	42,60
21 Huelva	Tres estrellas de oro	Diciembre	43,36
21 Huelva	Dos estrellas de oro	Total	38,95
21 Huelva	Dos estrellas de oro	Enero	25,13
21 Huelva	Dos estrellas de oro	Febrero	24,73
21 Huelva	Dos estrellas de oro	Marzo	30,48
21 Huelva	Dos estrellas de oro	Abril	30,57
21 Huelva	Dos estrellas de oro	Mayo	31,85
21 Huelva	Dos estrellas de oro	Junio	39,28
21 Huelva	Dos estrellas de oro	Julio	56,11
21 Huelva	Dos estrellas de oro	Agosto	68,16
21 Huelva	Dos estrellas de oro	Septiembre	42,38
21 Huelva	Dos estrellas de oro	Octubre	36,60
21 Huelva	Dos estrellas de oro	Noviembre	36,76
21 Huelva	Dos estrellas de oro	Diciembre	32,77
21 Huelva	Una estrella de oro	Total	26,94
21 Huelva	Una estrella de oro	Enero	0,00
21 Huelva	Una estrella de oro	Febrero	21,67
21 Huelva	Una estrella de oro	Marzo	15,31
21 Huelva	Una estrella de oro	Abril	19,89
21 Huelva	Una estrella de oro	Mayo	.
21 Huelva	Una estrella de oro	Junio	.
21 Huelva	Una estrella de oro	Julio	27,90
21 Huelva	Una estrella de oro	Agosto	56,40
21 Huelva	Una estrella de oro	Septiembre	19,62
21 Huelva	Una estrella de oro	Octubre	18,75
21 Huelva	Una estrella de oro	Noviembre	0,00
21 Huelva	Una estrella de oro	Diciembre	0,00
21 Huelva	Total estrellas de plata	Total	29,36
21 Huelva	Total estrellas de plata	Enero	18,01
21 Huelva	Total estrellas de plata	Febrero	20,37
21 Huelva	Total estrellas de plata	Marzo	24,64
21 Huelva	Total estrellas de plata	Abril	25,28
21 Huelva	Total estrellas de plata	Mayo	32,87
21 Huelva	Total estrellas de plata	Junio	32,78
21 Huelva	Total estrellas de plata	Julio	37,54
21 Huelva	Total estrellas de plata	Agosto	48,87
21 Huelva	Total estrellas de plata	Septiembre	34,20
21 Huelva	Total estrellas de plata	Octubre	25,52
21 Huelva	Total estrellas de plata	Noviembre	23,44
21 Huelva	Total estrellas de plata	Diciembre	15,29
21 Huelva	Dos y tres estrellas de plata	Total	30,79
21 Huelva	Dos y tres estrellas de plata	Enero	20,07
21 Huelva	Dos y tres estrellas de plata	Febrero	22,18
21 Huelva	Dos y tres estrellas de plata	Marzo	23,28
21 Huelva	Dos y tres estrellas de plata	Abril	29,42
21 Huelva	Dos y tres estrellas de plata	Mayo	31,69
21 Huelva	Dos y tres estrellas de plata	Junio	32,66
21 Huelva	Dos y tres estrellas de plata	Julio	41,45
21 Huelva	Dos y tres estrellas de plata	Agosto	53,44
21 Huelva	Dos y tres estrellas de plata	Septiembre	36,85
21 Huelva	Dos y tres estrellas de plata	Octubre	26,01
21 Huelva	Dos y tres estrellas de plata	Noviembre	24,54
21 Huelva	Dos y tres estrellas de plata	Diciembre	17,18
21 Huelva	Una estrella de plata	Total	28,41
21 Huelva	Una estrella de plata	Enero	16,23
21 Huelva	Una estrella de plata	Febrero	18,66
21 Huelva	Una estrella de plata	Marzo	25,66
21 Huelva	Una estrella de plata	Abril	22,82
21 Huelva	Una estrella de plata	Mayo	33,64
21 Huelva	Una estrella de plata	Junio	32,85
21 Huelva	Una estrella de plata	Julio	35,06
21 Huelva	Una estrella de plata	Agosto	46,06
21 Huelva	Una estrella de plata	Septiembre	32,33
21 Huelva	Una estrella de plata	Octubre	25,22
21 Huelva	Una estrella de plata	Noviembre	22,75
21 Huelva	Una estrella de plata	Diciembre	14,12
22 Huesca	Total	Total	41,42
22 Huesca	Total	Enero	40,44
22 Huesca	Total	Febrero	42,96
22 Huesca	Total	Marzo	45,30
22 Huesca	Total	Abril	28,13
22 Huesca	Total	Mayo	34,10
22 Huesca	Total	Junio	39,93
22 Huesca	Total	Julio	49,69
22 Huesca	Total	Agosto	65,20
22 Huesca	Total	Septiembre	42,38
22 Huesca	Total	Octubre	34,91
22 Huesca	Total	Noviembre	27,77
22 Huesca	Total	Diciembre	31,64
22 Huesca	Total estrellas de oro	Total	44,60
22 Huesca	Total estrellas de oro	Enero	43,77
22 Huesca	Total estrellas de oro	Febrero	46,84
22 Huesca	Total estrellas de oro	Marzo	49,81
22 Huesca	Total estrellas de oro	Abril	29,98
22 Huesca	Total estrellas de oro	Mayo	36,63
22 Huesca	Total estrellas de oro	Junio	42,79
22 Huesca	Total estrellas de oro	Julio	52,44
22 Huesca	Total estrellas de oro	Agosto	68,98
22 Huesca	Total estrellas de oro	Septiembre	45,87
22 Huesca	Total estrellas de oro	Octubre	37,14
22 Huesca	Total estrellas de oro	Noviembre	29,70
22 Huesca	Total estrellas de oro	Diciembre	33,66
22 Huesca	Cinco estrellas de oro	Total	.
22 Huesca	Cinco estrellas de oro	Enero	.
22 Huesca	Cinco estrellas de oro	Febrero	.
22 Huesca	Cinco estrellas de oro	Marzo	.
22 Huesca	Cinco estrellas de oro	Abril	.
22 Huesca	Cinco estrellas de oro	Mayo	.
22 Huesca	Cinco estrellas de oro	Junio	.
22 Huesca	Cinco estrellas de oro	Julio	.
22 Huesca	Cinco estrellas de oro	Agosto	.
22 Huesca	Cinco estrellas de oro	Septiembre	.
22 Huesca	Cinco estrellas de oro	Octubre	.
22 Huesca	Cinco estrellas de oro	Noviembre	.
22 Huesca	Cinco estrellas de oro	Diciembre	.
22 Huesca	Cuatro estrellas de oro	Total	52,55
22 Huesca	Cuatro estrellas de oro	Enero	47,09
22 Huesca	Cuatro estrellas de oro	Febrero	52,64
22 Huesca	Cuatro estrellas de oro	Marzo	58,37
22 Huesca	Cuatro estrellas de oro	Abril	39,99
22 Huesca	Cuatro estrellas de oro	Mayo	49,28
22 Huesca	Cuatro estrellas de oro	Junio	53,75
22 Huesca	Cuatro estrellas de oro	Julio	58,75
22 Huesca	Cuatro estrellas de oro	Agosto	74,42
22 Huesca	Cuatro estrellas de oro	Septiembre	58,31
22 Huesca	Cuatro estrellas de oro	Octubre	49,65
22 Huesca	Cuatro estrellas de oro	Noviembre	38,30
22 Huesca	Cuatro estrellas de oro	Diciembre	38,55
22 Huesca	Tres estrellas de oro	Total	44,84
22 Huesca	Tres estrellas de oro	Enero	44,18
22 Huesca	Tres estrellas de oro	Febrero	47,07
22 Huesca	Tres estrellas de oro	Marzo	49,67
22 Huesca	Tres estrellas de oro	Abril	30,25
22 Huesca	Tres estrellas de oro	Mayo	39,07
22 Huesca	Tres estrellas de oro	Junio	43,91
22 Huesca	Tres estrellas de oro	Julio	52,17
22 Huesca	Tres estrellas de oro	Agosto	65,95
22 Huesca	Tres estrellas de oro	Septiembre	44,61
22 Huesca	Tres estrellas de oro	Octubre	35,79
22 Huesca	Tres estrellas de oro	Noviembre	26,48
22 Huesca	Tres estrellas de oro	Diciembre	33,48
22 Huesca	Dos estrellas de oro	Total	39,36
22 Huesca	Dos estrellas de oro	Enero	37,55
22 Huesca	Dos estrellas de oro	Febrero	41,40
22 Huesca	Dos estrellas de oro	Marzo	44,42
22 Huesca	Dos estrellas de oro	Abril	24,20
22 Huesca	Dos estrellas de oro	Mayo	30,49
22 Huesca	Dos estrellas de oro	Junio	37,47
22 Huesca	Dos estrellas de oro	Julio	49,03
22 Huesca	Dos estrellas de oro	Agosto	71,25
22 Huesca	Dos estrellas de oro	Septiembre	38,65
22 Huesca	Dos estrellas de oro	Octubre	30,28
22 Huesca	Dos estrellas de oro	Noviembre	26,59
22 Huesca	Dos estrellas de oro	Diciembre	32,08
22 Huesca	Una estrella de oro	Total	32,27
22 Huesca	Una estrella de oro	Enero	38,54
22 Huesca	Una estrella de oro	Febrero	36,44
22 Huesca	Una estrella de oro	Marzo	34,16
22 Huesca	Una estrella de oro	Abril	19,11
22 Huesca	Una estrella de oro	Mayo	16,15
22 Huesca	Una estrella de oro	Junio	26,89
22 Huesca	Una estrella de oro	Julio	43,08
22 Huesca	Una estrella de oro	Agosto	61,42
22 Huesca	Una estrella de oro	Septiembre	34,78
22 Huesca	Una estrella de oro	Octubre	25,83
22 Huesca	Una estrella de oro	Noviembre	20,78
22 Huesca	Una estrella de oro	Diciembre	20,14
22 Huesca	Total estrellas de plata	Total	26,03
22 Huesca	Total estrellas de plata	Enero	20,34
22 Huesca	Total estrellas de plata	Febrero	20,42
22 Huesca	Total estrellas de plata	Marzo	20,40
22 Huesca	Total estrellas de plata	Abril	20,14
22 Huesca	Total estrellas de plata	Mayo	24,26
22 Huesca	Total estrellas de plata	Junio	27,50
22 Huesca	Total estrellas de plata	Julio	34,67
22 Huesca	Total estrellas de plata	Agosto	44,66
22 Huesca	Total estrellas de plata	Septiembre	25,89
22 Huesca	Total estrellas de plata	Octubre	25,87
22 Huesca	Total estrellas de plata	Noviembre	20,74
22 Huesca	Total estrellas de plata	Diciembre	21,26
22 Huesca	Dos y tres estrellas de plata	Total	28,29
22 Huesca	Dos y tres estrellas de plata	Enero	20,89
22 Huesca	Dos y tres estrellas de plata	Febrero	22,06
22 Huesca	Dos y tres estrellas de plata	Marzo	22,80
22 Huesca	Dos y tres estrellas de plata	Abril	20,96
22 Huesca	Dos y tres estrellas de plata	Mayo	24,80
22 Huesca	Dos y tres estrellas de plata	Junio	29,57
22 Huesca	Dos y tres estrellas de plata	Julio	37,62
22 Huesca	Dos y tres estrellas de plata	Agosto	49,23
22 Huesca	Dos y tres estrellas de plata	Septiembre	28,71
22 Huesca	Dos y tres estrellas de plata	Octubre	28,85
22 Huesca	Dos y tres estrellas de plata	Noviembre	22,61
22 Huesca	Dos y tres estrellas de plata	Diciembre	23,86
22 Huesca	Una estrella de plata	Total	16,46
22 Huesca	Una estrella de plata	Enero	17,31
22 Huesca	Una estrella de plata	Febrero	13,36
22 Huesca	Una estrella de plata	Marzo	10,29
22 Huesca	Una estrella de plata	Abril	16,74
22 Huesca	Una estrella de plata	Mayo	21,76
22 Huesca	Una estrella de plata	Junio	18,41
22 Huesca	Una estrella de plata	Julio	19,82
22 Huesca	Una estrella de plata	Agosto	24,50
22 Huesca	Una estrella de plata	Septiembre	14,93
22 Huesca	Una estrella de plata	Octubre	14,04
22 Huesca	Una estrella de plata	Noviembre	13,65
22 Huesca	Una estrella de plata	Diciembre	12,95
23 Jaén	Total	Total	34,93
23 Jaén	Total	Enero	23,56
23 Jaén	Total	Febrero	30,23
23 Jaén	Total	Marzo	36,31
23 Jaén	Total	Abril	38,66
23 Jaén	Total	Mayo	37,56
23 Jaén	Total	Junio	34,47
23 Jaén	Total	Julio	32,12
23 Jaén	Total	Agosto	41,43
23 Jaén	Total	Septiembre	38,29
23 Jaén	Total	Octubre	39,18
23 Jaén	Total	Noviembre	34,85
23 Jaén	Total	Diciembre	30,09
23 Jaén	Total estrellas de oro	Total	37,87
23 Jaén	Total estrellas de oro	Enero	26,47
23 Jaén	Total estrellas de oro	Febrero	33,48
23 Jaén	Total estrellas de oro	Marzo	40,34
23 Jaén	Total estrellas de oro	Abril	42,48
23 Jaén	Total estrellas de oro	Mayo	41,58
23 Jaén	Total estrellas de oro	Junio	37,44
23 Jaén	Total estrellas de oro	Julio	33,43
23 Jaén	Total estrellas de oro	Agosto	43,27
23 Jaén	Total estrellas de oro	Septiembre	41,07
23 Jaén	Total estrellas de oro	Octubre	41,41
23 Jaén	Total estrellas de oro	Noviembre	38,04
23 Jaén	Total estrellas de oro	Diciembre	32,72
23 Jaén	Cinco estrellas de oro	Total	.
23 Jaén	Cinco estrellas de oro	Enero	.
23 Jaén	Cinco estrellas de oro	Febrero	.
23 Jaén	Cinco estrellas de oro	Marzo	.
23 Jaén	Cinco estrellas de oro	Abril	.
23 Jaén	Cinco estrellas de oro	Mayo	.
23 Jaén	Cinco estrellas de oro	Junio	.
23 Jaén	Cinco estrellas de oro	Julio	.
23 Jaén	Cinco estrellas de oro	Agosto	.
23 Jaén	Cinco estrellas de oro	Septiembre	.
23 Jaén	Cinco estrellas de oro	Octubre	.
23 Jaén	Cinco estrellas de oro	Noviembre	.
23 Jaén	Cinco estrellas de oro	Diciembre	.
23 Jaén	Cuatro estrellas de oro	Total	47,92
23 Jaén	Cuatro estrellas de oro	Enero	37,03
23 Jaén	Cuatro estrellas de oro	Febrero	46,17
23 Jaén	Cuatro estrellas de oro	Marzo	51,66
23 Jaén	Cuatro estrellas de oro	Abril	53,69
23 Jaén	Cuatro estrellas de oro	Mayo	54,96
23 Jaén	Cuatro estrellas de oro	Junio	47,16
23 Jaén	Cuatro estrellas de oro	Julio	39,21
23 Jaén	Cuatro estrellas de oro	Agosto	51,69
23 Jaén	Cuatro estrellas de oro	Septiembre	49,67
23 Jaén	Cuatro estrellas de oro	Octubre	51,57
23 Jaén	Cuatro estrellas de oro	Noviembre	48,29
23 Jaén	Cuatro estrellas de oro	Diciembre	42,18
23 Jaén	Tres estrellas de oro	Total	40,00
23 Jaén	Tres estrellas de oro	Enero	26,07
23 Jaén	Tres estrellas de oro	Febrero	33,43
23 Jaén	Tres estrellas de oro	Marzo	42,05
23 Jaén	Tres estrellas de oro	Abril	45,54
23 Jaén	Tres estrellas de oro	Mayo	44,77
23 Jaén	Tres estrellas de oro	Junio	40,73
23 Jaén	Tres estrellas de oro	Julio	36,16
23 Jaén	Tres estrellas de oro	Agosto	44,35
23 Jaén	Tres estrellas de oro	Septiembre	42,49
23 Jaén	Tres estrellas de oro	Octubre	44,30
23 Jaén	Tres estrellas de oro	Noviembre	39,66
23 Jaén	Tres estrellas de oro	Diciembre	36,04
23 Jaén	Dos estrellas de oro	Total	18,11
23 Jaén	Dos estrellas de oro	Enero	8,73
23 Jaén	Dos estrellas de oro	Febrero	10,92
23 Jaén	Dos estrellas de oro	Marzo	18,20
23 Jaén	Dos estrellas de oro	Abril	21,19
23 Jaén	Dos estrellas de oro	Mayo	15,28
23 Jaén	Dos estrellas de oro	Junio	16,18
23 Jaén	Dos estrellas de oro	Julio	18,79
23 Jaén	Dos estrellas de oro	Agosto	28,85
23 Jaén	Dos estrellas de oro	Septiembre	24,20
23 Jaén	Dos estrellas de oro	Octubre	20,77
23 Jaén	Dos estrellas de oro	Noviembre	18,66
23 Jaén	Dos estrellas de oro	Diciembre	12,78
23 Jaén	Una estrella de oro	Total	24,59
23 Jaén	Una estrella de oro	Enero	19,58
23 Jaén	Una estrella de oro	Febrero	22,34
23 Jaén	Una estrella de oro	Marzo	29,42
23 Jaén	Una estrella de oro	Abril	24,18
23 Jaén	Una estrella de oro	Mayo	26,16
23 Jaén	Una estrella de oro	Junio	21,49
23 Jaén	Una estrella de oro	Julio	23,54
23 Jaén	Una estrella de oro	Agosto	28,42
23 Jaén	Una estrella de oro	Septiembre	34,44
23 Jaén	Una estrella de oro	Octubre	26,04
23 Jaén	Una estrella de oro	Noviembre	23,68
23 Jaén	Una estrella de oro	Diciembre	14,57
23 Jaén	Total estrellas de plata	Total	21,40
23 Jaén	Total estrellas de plata	Enero	12,02
23 Jaén	Total estrellas de plata	Febrero	16,46
23 Jaén	Total estrellas de plata	Marzo	17,81
23 Jaén	Total estrellas de plata	Abril	21,91
23 Jaén	Total estrellas de plata	Mayo	19,83
23 Jaén	Total estrellas de plata	Junio	20,97
23 Jaén	Total estrellas de plata	Julio	26,60
23 Jaén	Total estrellas de plata	Agosto	33,11
23 Jaén	Total estrellas de plata	Septiembre	24,37
23 Jaén	Total estrellas de plata	Octubre	27,85
23 Jaén	Total estrellas de plata	Noviembre	18,01
23 Jaén	Total estrellas de plata	Diciembre	16,47
23 Jaén	Dos y tres estrellas de plata	Total	29,66
23 Jaén	Dos y tres estrellas de plata	Enero	21,74
23 Jaén	Dos y tres estrellas de plata	Febrero	24,83
23 Jaén	Dos y tres estrellas de plata	Marzo	23,86
23 Jaén	Dos y tres estrellas de plata	Abril	26,75
23 Jaén	Dos y tres estrellas de plata	Mayo	31,12
23 Jaén	Dos y tres estrellas de plata	Junio	31,71
23 Jaén	Dos y tres estrellas de plata	Julio	35,31
23 Jaén	Dos y tres estrellas de plata	Agosto	31,90
23 Jaén	Dos y tres estrellas de plata	Septiembre	30,66
23 Jaén	Dos y tres estrellas de plata	Octubre	33,16
23 Jaén	Dos y tres estrellas de plata	Noviembre	28,33
23 Jaén	Dos y tres estrellas de plata	Diciembre	35,69
23 Jaén	Una estrella de plata	Total	17,40
23 Jaén	Una estrella de plata	Enero	8,22
23 Jaén	Una estrella de plata	Febrero	12,92
23 Jaén	Una estrella de plata	Marzo	14,28
23 Jaén	Una estrella de plata	Abril	19,49
23 Jaén	Una estrella de plata	Mayo	14,14
23 Jaén	Una estrella de plata	Junio	14,44
23 Jaén	Una estrella de plata	Julio	21,78
23 Jaén	Una estrella de plata	Agosto	33,77
23 Jaén	Una estrella de plata	Septiembre	21,56
23 Jaén	Una estrella de plata	Octubre	25,79
23 Jaén	Una estrella de plata	Noviembre	13,74
23 Jaén	Una estrella de plata	Diciembre	7,87
24 León	Total	Total	39,76
24 León	Total	Enero	24,17
24 León	Total	Febrero	28,34
24 León	Total	Marzo	34,31
24 León	Total	Abril	34,65
24 León	Total	Mayo	43,47
24 León	Total	Junio	42,69
24 León	Total	Julio	45,65
24 León	Total	Agosto	56,67
24 León	Total	Septiembre	46,87
24 León	Total	Octubre	43,06
24 León	Total	Noviembre	35,48
