cuenca_hidrografica,embalse_nombre,mes,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guadiana,Alange,12,627.25,655.2,600.6,431.4,400.0,328.25,328.0,269.8,210.0,183.25
Guadiana,Boquerón,1,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
Guadiana,Boquerón,2,5.0,4.25,6.25,5.0,4.0,4.75,4.0,5.0,4.0,4.5
Guadiana,Boquerón,3,5.0,5.75,6.0,5.0,4.0,5.0,4.5,4.25,4.0,5.0
Guadiana,Boquerón,4,5.0,5.8,5.8,5.0,4.0,5.0,5.0,4.0,4.5,5.0
Guadiana,Boquerón,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
Guadiana,Boquerón,6,4.0,5.0,5.0,5.0,5.0,4.5,5.0,4.0,4.6,4.4
Guadiana,Boquerón,7,4.0,5.0,5.0,4.5,5.0,4.0,5.0,4.0,4.0,4.0
Guadiana,Boquerón,8,4.0,5.0,5.0,4.0,4.8,4.0,5.0,4.0,4.0,4.0
Guadiana,Boquerón,9,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
Guadiana,Boquerón,10,4.0,5.0,5.0,4.0,4.0,4.0,4.4,4.0,4.0,4.0
Guadiana,Boquerón,11,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Guadiana,Boquerón,12,4.0,5.0,5.0,4.0,4.0,4.0,4.75,4.0,4.0,4.0
Guadiana,Brovales,1,6.0,6.75,6.0,6.0,4.5,5.0,3.0,5.0,5.5,7.0
Guadiana,Brovales,2,6.0,7.0,6.5,6.75,5.5,6.0,3.0,6.0,6.0,6.75
Guadiana,Brovales,3,6.0,7.0,6.75,6.8,7.0,7.0,6.0,6.0,6.0,6.8
Guadiana,Brovales,4,6.0,6.8,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0
Guadiana,Brovales,5,6.0,7.0,7.0,7.0,7.0,6.8,7.0,6.25,6.0,7.0
Guadiana,Brovales,6,5.25,7.0,6.25,6.0,7.0,6.0,7.0,5.75,6.2,6.2
Guadiana,Brovales,7,4.4,6.0,5.6,5.5,6.0,5.0,6.2,4.8,5.75,5.75
Guadiana,Brovales,8,3.5,5.0,4.75,4.25,5.2,4.2,5.25,4.0,5.0,4.8
Guadiana,Brovales,9,3.0,4.5,4.0,4.0,4.25,3.5,5.0,3.5,4.0,4.25
Guadiana,Brovales,10,3.0,4.0,5.5,3.5,4.0,3.0,5.0,3.0,4.0,4.5
Guadiana,Brovales,11,6.25,4.0,6.25,4.0,4.0,3.0,5.0,3.0,4.75,5.0
Guadiana,Brovales,12,6.5,4.2,6.2,4.0,4.25,3.0,5.0,3.8,5.4,5.0
Guadiana,Canchales,1,19.0,14.0,23.25,23.75,17.75,15.0,13.0,19.0,11.0,11.0
Guadiana,Canchales,2,19.0,18.25,26.0,25.0,17.5,17.5,12.75,18.5,12.0,16.75
Guadiana,Canchales,3,18.0,25.0,26.0,25.0,17.0,20.75,17.75,18.0,11.8,21.0
Guadiana,Canchales,4,17.75,26.0,26.0,25.0,17.5,21.0,24.25,17.2,13.5,20.0
Guadiana,Canchales,5,17.0,26.0,25.5,24.5,19.2,20.0,26.0,16.5,16.0,20.0
Guadiana,Canchales,6,15.75,25.0,24.25,22.8,19.75,19.0,25.25,15.5,15.6,19.0
Guadiana,Canchales,7,14.6,23.8,23.0,21.5,18.75,18.0,23.6,14.4,14.25,17.25
Guadiana,Canchales,8,13.25,21.75,21.5,20.5,17.4,17.0,22.5,13.5,13.25,16.4
Guadiana,Canchales,9,12.0,21.0,20.2,18.6,16.0,16.0,21.25,12.5,12.0,15.0
Guadiana,Canchales,10,11.8,20.0,20.0,18.0,15.25,14.2,20.2,11.0,11.25,15.0
Guadiana,Canchales,11,12.0,20.0,20.25,18.0,14.8,14.0,20.0,10.75,11.0,14.4
Guadiana,Canchales,12,12.0,19.8,22.4,17.4,15.0,13.0,20.0,10.6,11.0,14.0
Guadiana,Cancho del Fresno,1,8.0,10.5,12.75,11.0,9.0,8.0,9.0,8.0,11.0,8.25
Guadiana,Cancho del Fresno,2,8.0,13.75,14.5,11.25,11.5,9.5,8.0,8.75,11.75,13.0
Guadiana,Cancho del Fresno,3,8.0,15.0,15.0,12.0,13.4,10.75,14.0,9.0,12.2,13.0
Guadiana,Cancho del Fresno,4,8.0,15.0,14.6,12.0,14.75,11.0,15.0,9.2,13.0,13.0
Guadiana,Cancho del Fresno,5,8.0,15.0,11.75,12.25,15.0,11.4,15.0,10.0,14.25,14.0
Guadiana,Cancho del Fresno,6,8.0,15.0,8.25,11.0,13.0,11.5,15.0,10.0,15.0,14.0
Guadiana,Cancho del Fresno,7,7.2,15.0,8.0,11.0,13.0,11.0,14.8,10.0,14.75,13.25
Guadiana,Cancho del Fresno,8,6.75,14.5,7.5,10.5,12.4,10.2,14.0,9.5,14.0,13.0
Guadiana,Cancho del Fresno,9,6.0,14.0,7.0,9.2,12.0,10.0,14.0,8.5,13.0,12.25
Guadiana,Cancho del Fresno,10,6.0,12.4,7.0,9.0,11.0,9.2,13.2,7.0,12.5,12.0
Guadiana,Cancho del Fresno,11,7.75,9.75,7.5,9.0,9.6,9.0,10.5,7.0,12.25,12.0
Guadiana,Cancho del Fresno,12,8.5,9.2,10.2,7.0,8.25,9.0,8.0,8.6,10.2,11.0
Guadiana,Chanza,1,209.8,202.0,243.0,274.25,139.5,196.4,138.6,179.5,154.5,206.5
Guadiana,Chanza,2,217.5,209.75,261.0,276.75,149.5,237.0,128.75,175.25,151.0,263.25
Guadiana,Chanza,3,215.5,267.75,273.75,270.0,162.8,260.75,179.5,166.5,143.0,302.6
Guadiana,Chanza,4,210.0,321.8,290.4,270.25,145.0,256.5,224.5,174.4,140.0,285.5
Guadiana,Chanza,5,236.0,303.5,278.5,261.25,169.6,236.8,229.2,176.75,139.75,268.5
Guadiana,Chanza,6,222.5,287.0,258.25,231.0,178.25,217.25,209.0,191.5,138.6,241.6
Guadiana,Chanza,7,208.4,275.0,243.4,215.5,170.75,220.75,192.6,179.0,158.0,210.75
Guadiana,Chanza,8,188.5,252.25,227.0,198.5,186.4,219.8,178.5,163.5,149.0,187.8
Guadiana,Chanza,9,167.0,240.0,204.2,165.4,168.25,199.5,166.0,142.5,142.8,165.75
Guadiana,Chanza,10,164.0,219.6,201.5,143.75,166.75,164.0,171.0,136.0,128.0,166.75
Guadiana,Chanza,11,180.5,224.75,206.5,144.0,154.2,148.75,165.5,136.0,147.0,148.6
Guadiana,Chanza,12,195.75,245.6,268.2,138.6,190.25,148.75,175.75,142.4,186.6,137.75
Guadiana,Cijara,1,1191.4,786.75,1209.25,1123.25,776.75,742.8,533.2,909.5,565.75,381.75
Guadiana,Cijara,2,1152.25,910.25,1344.25,1143.5,794.0,737.75,538.5,923.5,577.25,459.5
Guadiana,Cijara,3,1130.25,1154.75,1384.5,1168.4,811.4,752.25,780.25,929.25,584.4,504.4
Guadiana,Cijara,4,1050.5,1457.8,1403.2,1192.25,829.5,759.0,1008.25,880.8,614.0,512.25
Guadiana,Cijara,5,974.8,1422.25,1417.25,1195.0,907.6,760.8,1084.6,882.75,638.0,508.75
Guadiana,Cijara,6,947.5,1361.5,1348.75,1045.8,930.75,721.75,1077.25,824.5,634.2,474.0
Guadiana,Cijara,7,842.4,1256.2,1247.4,929.5,914.75,654.25,1039.0,677.2,514.5,354.25
Guadiana,Cijara,8,655.25,1156.75,1086.75,827.25,808.6,597.4,978.5,541.75,408.5,234.2
Guadiana,Cijara,9,561.25,1112.75,1053.2,764.6,734.75,540.5,900.5,492.25,359.4,209.25
Guadiana,Cijara,10,564.0,1091.0,1057.5,760.25,722.75,530.4,876.4,486.2,355.0,208.25
Guadiana,Cijara,11,648.0,1109.5,1078.0,762.25,726.2,527.5,884.5,484.75,357.0,238.2
Guadiana,Cijara,12,714.75,1119.6,1110.6,761.8,752.25,527.5,901.0,513.0,362.0,244.75
Guadiana,Cornalbo,1,2.0,1.0,2.5,2.0,1.0,1.0,0.0,1.0,0.0,0.25
Guadiana,Cornalbo,2,2.0,1.25,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
Guadiana,Cornalbo,3,2.0,2.75,3.0,2.0,1.4,1.0,0.5,1.0,0.0,1.6
Guadiana,Cornalbo,4,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.8,0.0,1.0
Guadiana,Cornalbo,5,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,6,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,7,1.4,3.0,2.2,2.0,1.0,1.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,8,1.0,2.5,2.0,2.0,1.0,0.2,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,9,1.0,2.0,2.0,1.2,1.0,0.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,10,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,11,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Guadiana,Cornalbo,12,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Guadiana,Cubilar,1,3.0,5.25,4.75,4.0,3.0,3.0,3.0,3.0,4.0,3.25
Guadiana,Cubilar,2,3.0,5.5,5.5,4.0,4.0,4.5,3.0,3.75,4.75,3.75
Guadiana,Cubilar,3,3.0,5.5,5.75,5.0,5.0,4.25,4.0,4.0,5.0,3.4
Guadiana,Cubilar,4,3.0,6.0,4.0,5.0,5.0,4.0,3.75,4.0,4.5,4.0
Guadiana,Cubilar,5,3.0,4.5,3.0,5.0,5.6,4.0,4.0,4.0,4.0,4.0
Guadiana,Cubilar,6,3.0,3.0,3.0,4.2,6.0,4.0,4.0,4.0,4.0,4.0
Guadiana,Cubilar,7,3.0,3.2,3.0,4.0,5.25,4.0,4.0,4.0,4.0,4.0
Guadiana,Cubilar,8,2.75,3.0,3.0,4.0,5.0,3.2,4.0,3.75,4.0,4.0
Guadiana,Cubilar,9,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0
Guadiana,Cubilar,10,2.0,2.8,3.0,4.0,4.75,3.0,3.2,2.0,3.5,3.0
Guadiana,Cubilar,11,3.75,3.0,3.25,3.25,4.8,3.0,3.0,2.0,4.25,4.0
Guadiana,Cubilar,12,4.5,3.0,3.8,3.0,2.75,3.0,3.0,2.4,3.8,4.25
Guadiana,El Vicario,1,25.0,18.75,29.75,26.75,19.0,11.0,4.0,14.0,4.0,2.0
Guadiana,El Vicario,2,25.5,20.5,29.0,28.25,21.0,11.75,4.0,14.0,4.0,2.0
Guadiana,El Vicario,3,26.5,27.25,28.75,28.6,22.6,12.75,9.0,14.0,4.0,2.6
Guadiana,El Vicario,4,26.75,29.6,29.4,28.75,24.75,13.0,18.25,14.0,4.0,3.0
Guadiana,El Vicario,5,27.8,30.0,29.75,29.75,27.4,13.0,23.6,13.5,4.0,3.0
Guadiana,El Vicario,6,26.25,31.0,29.25,28.6,27.25,11.25,24.25,11.25,4.0,2.4
Guadiana,El Vicario,7,22.2,30.6,26.6,25.0,23.5,9.0,21.8,8.6,3.25,2.0
Guadiana,El Vicario,8,18.5,28.0,22.5,18.25,17.2,6.2,17.75,6.25,3.0,1.8
Guadiana,El Vicario,9,16.0,26.5,20.0,14.8,11.75,4.5,15.0,5.0,2.2,1.0
Guadiana,El Vicario,10,16.0,27.2,20.25,14.0,9.75,4.0,13.4,4.2,2.0,1.0
Guadiana,El Vicario,11,17.0,29.0,21.5,15.5,10.0,4.0,13.0,4.0,2.0,1.0
Guadiana,El Vicario,12,18.0,29.8,23.8,17.0,10.5,4.0,13.75,4.0,2.0,1.0
Guadiana,García de Sola,1,231.8,374.0,369.75,345.25,247.5,288.8,219.6,275.0,309.5,281.75
Guadiana,García de Sola,2,276.0,406.25,448.25,358.25,237.0,337.25,208.5,283.5,318.25,347.0
Guadiana,García de Sola,3,298.25,445.0,462.75,367.6,229.2,354.75,343.25,285.5,324.6,380.0
Guadiana,García de Sola,4,351.75,519.8,468.8,369.75,227.25,359.25,434.5,292.8,336.25,384.25
Guadiana,García de Sola,5,388.2,497.75,471.5,346.0,269.8,353.4,379.4,287.5,342.25,375.5
Guadiana,García de Sola,6,338.25,464.25,452.0,351.0,279.25,330.5,331.25,267.0,310.2,301.6
Guadiana,García de Sola,7,296.6,437.4,406.8,333.5,259.0,293.25,304.0,278.4,281.75,270.25
Guadiana,García de Sola,8,330.0,328.5,415.0,280.75,246.6,247.6,273.25,281.0,270.5,252.8
Guadiana,García de Sola,9,323.25,330.25,388.0,244.0,232.5,222.5,250.75,276.5,253.2,235.0
Guadiana,García de Sola,10,316.8,306.4,387.5,233.75,231.5,216.8,264.2,265.8,244.0,228.5
Guadiana,García de Sola,11,334.5,305.75,396.75,237.25,236.8,216.0,266.5,263.5,250.5,245.0
Guadiana,García de Sola,12,344.0,309.4,339.4,238.6,259.5,216.5,270.5,280.4,262.6,251.5
Guadiana,Gargáligas,1,13.0,12.75,18.25,13.25,14.0,14.8,15.0,10.5,11.0,10.75
Guadiana,Gargáligas,2,13.0,18.25,19.5,14.5,14.5,17.0,12.0,11.0,11.75,17.0
Guadiana,Gargáligas,3,13.0,20.0,19.75,15.6,16.4,18.25,17.0,11.25,13.0,15.6
Guadiana,Gargáligas,4,13.0,21.0,18.4,16.0,18.25,18.5,17.0,12.0,13.5,16.5
Guadiana,Gargáligas,5,13.0,20.25,18.25,16.0,19.6,19.0,17.0,11.75,14.0,17.0
Guadiana,Gargáligas,6,12.5,15.5,15.25,15.4,19.0,18.0,17.0,11.0,14.0,17.0
Guadiana,Gargáligas,7,11.0,13.0,14.6,15.0,18.75,17.5,16.8,10.8,13.5,16.25
Guadiana,Gargáligas,8,8.0,12.5,14.0,14.5,17.8,17.0,16.0,10.0,13.0,15.6
Guadiana,Gargáligas,9,7.5,12.0,13.0,13.4,17.0,16.5,16.0,9.5,12.4,15.0
Guadiana,Gargáligas,10,7.8,12.0,13.75,13.5,16.25,15.0,14.4,9.0,12.0,15.0
Guadiana,Gargáligas,11,8.75,12.25,14.5,14.0,17.0,15.0,11.5,9.0,13.0,16.0
Guadiana,Gargáligas,12,9.5,13.4,15.4,14.0,14.0,15.0,10.0,9.4,15.6,16.25
Guadiana,Gasset,1,22.0,19.0,23.25,20.0,11.0,8.2,9.8,24.0,15.0,11.5
Guadiana,Gasset,2,22.0,25.25,28.75,20.0,11.0,8.5,9.0,23.25,15.0,16.25
Guadiana,Gasset,3,21.25,31.25,32.0,20.2,12.0,11.0,20.5,22.75,15.0,19.0
Guadiana,Gasset,4,20.5,32.8,32.0,21.0,12.0,12.0,31.75,22.0,15.0,19.0
Guadiana,Gasset,5,19.6,33.25,30.5,20.5,13.0,11.2,32.8,21.25,15.0,18.25
Guadiana,Gasset,6,18.0,32.75,28.25,19.0,13.25,10.25,33.0,19.5,14.0,17.0
Guadiana,Gasset,7,16.8,31.0,26.8,17.5,11.75,9.0,31.2,17.8,13.0,15.0
Guadiana,Gasset,8,13.5,28.5,24.5,15.25,10.0,8.2,29.0,15.5,13.0,14.0
Guadiana,Gasset,9,11.75,26.75,22.4,13.6,8.25,8.0,27.25,14.5,13.0,14.0
Guadiana,Gasset,10,11.0,25.4,21.5,12.5,7.0,8.4,25.6,13.6,12.5,14.0
Guadiana,Gasset,11,14.0,24.25,21.0,12.0,8.2,9.25,25.0,14.0,12.0,14.4
Guadiana,Gasset,12,16.5,23.4,20.4,11.2,9.0,10.0,24.75,14.4,11.2,14.0
Guadiana,Horno Tejero,1,21.0,19.5,22.0,22.0,19.5,20.0,19.0,21.0,20.0,20.0
Guadiana,Horno Tejero,2,21.0,20.25,23.75,22.0,20.0,21.25,18.25,21.0,20.0,21.75
Guadiana,Horno Tejero,3,21.0,22.75,22.25,22.0,20.0,22.0,21.25,21.0,20.0,23.0
Guadiana,Horno Tejero,4,21.0,23.2,22.0,22.0,20.0,21.75,22.75,21.0,21.0,23.0
Guadiana,Horno Tejero,5,21.0,23.0,22.0,21.5,21.6,21.0,23.0,21.0,22.0,23.0
Guadiana,Horno Tejero,6,20.0,23.0,22.0,21.0,22.0,21.0,23.0,20.5,21.8,22.4
Guadiana,Horno Tejero,7,19.6,22.2,21.2,20.5,21.25,20.25,22.6,20.0,21.0,22.0
Guadiana,Horno Tejero,8,19.0,21.75,20.75,20.0,20.8,20.0,22.0,19.5,20.5,21.4
Guadiana,Horno Tejero,9,18.5,21.0,20.0,19.0,20.0,19.5,22.0,19.0,20.0,21.0
Guadiana,Horno Tejero,10,17.6,21.0,20.5,19.0,20.0,19.0,21.2,18.2,20.0,21.0
Guadiana,Horno Tejero,11,19.0,21.0,21.0,19.0,20.0,19.0,21.0,18.0,20.0,21.0
Guadiana,Horno Tejero,12,19.0,21.0,22.0,19.0,20.0,19.0,21.0,18.8,20.0,21.0
Guadiana,La Cabezuela,1,38.6,43.0,41.75,34.75,28.0,20.0,12.0,17.0,13.0,8.0
Guadiana,La Cabezuela,2,38.0,43.0,43.0,34.25,27.0,19.0,11.25,17.0,13.75,8.5
Guadiana,La Cabezuela,3,38.0,43.0,43.0,35.2,27.0,19.0,14.0,16.5,13.0,9.0
Guadiana,La Cabezuela,4,38.0,42.8,43.0,36.0,26.75,18.75,16.75,16.4,13.0,9.0
Guadiana,La Cabezuela,5,37.2,42.75,42.5,36.0,26.0,18.0,18.4,17.0,13.0,9.0
Guadiana,La Cabezuela,6,36.25,43.0,42.0,35.6,25.25,16.75,19.75,16.75,12.6,8.8
Guadiana,La Cabezuela,7,34.6,41.8,40.4,34.25,24.25,15.75,19.4,15.6,11.75,8.0
Guadiana,La Cabezuela,8,33.5,40.5,38.5,32.5,22.8,14.4,18.25,14.5,10.75,7.0
Guadiana,La Cabezuela,9,32.5,39.5,36.4,30.6,21.5,13.5,18.0,14.0,10.0,6.25
Guadiana,La Cabezuela,10,32.0,39.2,35.5,29.25,21.0,13.0,19.2,13.0,9.0,6.0
Guadiana,La Cabezuela,11,40.25,39.0,35.0,29.0,20.2,12.0,17.0,13.0,9.0,6.0
Guadiana,La Cabezuela,12,43.0,39.2,35.0,28.2,20.0,12.0,17.0,13.0,8.8,6.0
Guadiana,La Serena,1,2740.4,2387.5,2816.5,2774.25,2423.25,1842.8,1220.2,1338.25,913.5,615.75
Guadiana,La Serena,2,2727.0,2530.5,2959.5,2793.5,2402.75,1807.5,1218.75,1354.0,922.0,623.0
Guadiana,La Serena,3,2716.75,2834.75,2997.75,2813.0,2399.4,1778.75,1497.25,1356.75,917.8,620.6
Guadiana,La Serena,4,2682.25,3153.4,3019.8,2819.25,2392.25,1741.0,1733.5,1299.4,878.5,583.25
Guadiana,La Serena,5,2626.2,3023.75,3012.25,2782.75,2385.8,1665.2,1729.0,1257.25,865.25,574.25
Guadiana,La Serena,6,2500.5,2948.5,2926.25,2714.6,2318.0,1564.5,1685.25,1153.25,804.0,537.2
Guadiana,La Serena,7,2349.8,2888.4,2841.2,2644.5,2212.0,1448.75,1572.0,1032.6,692.5,489.25
Guadiana,La Serena,8,2191.25,2768.75,2766.25,2557.25,2072.4,1313.4,1439.25,913.25,624.25,449.8
Guadiana,La Serena,9,2078.0,2732.75,2721.0,2508.0,1944.75,1237.5,1352.75,860.5,607.6,445.75
Guadiana,La Serena,10,2042.8,2710.4,2716.5,2482.75,1886.75,1228.6,1296.4,836.8,601.75,442.75
Guadiana,La Serena,11,2212.5,2724.75,2729.75,2451.5,1871.6,1223.0,1324.75,827.5,602.25,463.6
Guadiana,La Serena,12,2300.25,2725.2,2765.0,2437.2,1851.75,1218.0,1330.5,857.8,603.8,464.5
Guadiana,Llerena,1,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,2,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,3,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,4,9.0,8.6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,5,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,6,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,7,9.0,7.4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,8,9.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,9,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Llerena,10,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.6,7.0,7.0
Guadiana,Llerena,11,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.25,7.0,7.0
Guadiana,Llerena,12,9.0,7.4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Guadiana,Los Molinos,1,34.0,34.0,34.0,34.0,29.0,29.0,21.0,31.0,26.0,18.25
Guadiana,Los Molinos,2,34.0,34.0,34.75,34.0,30.0,29.5,20.75,31.75,26.5,22.75
Guadiana,Los Molinos,3,34.0,34.0,34.0,34.0,30.0,30.0,29.5,32.0,26.0,26.4
Guadiana,Los Molinos,4,34.0,34.0,34.0,34.0,30.5,30.0,34.0,32.0,26.0,25.75
Guadiana,Los Molinos,5,33.6,34.0,33.75,33.75,31.6,29.8,34.0,31.5,26.0,24.75
Guadiana,Los Molinos,6,32.75,34.0,33.0,32.2,32.75,28.75,33.5,30.5,25.6,23.4
Guadiana,Los Molinos,7,31.6,33.2,32.2,32.0,31.75,27.5,32.6,29.6,24.0,22.25
Guadiana,Los Molinos,8,30.5,32.5,31.5,31.0,30.8,27.0,32.0,28.5,22.5,21.4
Guadiana,Los Molinos,9,29.5,32.0,30.2,30.0,29.75,26.0,31.0,27.5,21.4,20.0
Guadiana,Los Molinos,10,29.0,32.0,31.5,29.25,29.0,24.2,30.2,26.4,20.25,19.5
Guadiana,Los Molinos,11,34.0,32.5,32.5,29.0,29.0,23.25,30.0,25.5,20.0,18.6
Guadiana,Los Molinos,12,34.0,34.0,34.0,29.0,29.0,21.75,30.75,25.4,18.8,17.5
Guadiana,Montijo,1,10.0,3.25,11.0,11.0,11.0,2.0,8.4,2.0,10.5,10.25
Guadiana,Montijo,2,6.75,6.5,9.5,10.75,2.0,2.75,4.0,3.0,11.0,10.75
Guadiana,Montijo,3,11.0,8.75,10.0,10.8,4.4,3.5,10.0,4.75,11.0,10.2
Guadiana,Montijo,4,11.0,8.4,11.0,11.0,11.0,11.0,10.75,10.8,11.0,10.25
Guadiana,Montijo,5,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.75,10.5,11.0
Guadiana,Montijo,6,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.5,10.8,11.0
Guadiana,Montijo,7,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.75,11.0
Guadiana,Montijo,8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.75,10.8
Guadiana,Montijo,9,11.0,11.0,11.2,10.8,11.0,11.0,11.0,10.5,11.0,10.75
Guadiana,Montijo,10,11.0,11.0,11.0,10.25,10.5,10.8,10.6,10.4,9.75,10.75
Guadiana,Montijo,11,7.5,11.0,11.0,10.0,7.6,11.0,11.0,10.5,10.75,10.2
Guadiana,Montijo,12,3.5,10.8,11.0,10.4,2.0,11.0,8.0,11.0,11.0,6.25
Guadiana,Nogales,1,11.2,10.5,13.5,15.0,12.25,12.4,10.0,13.25,11.0,10.25
Guadiana,Nogales,2,11.0,14.0,14.5,15.0,13.0,12.5,10.0,13.75,12.0,14.25
Guadiana,Nogales,3,10.25,15.0,15.0,15.0,13.8,14.0,11.5,14.0,11.0,15.0
Guadiana,Nogales,4,10.0,15.0,15.0,15.0,14.0,14.0,12.0,13.2,11.0,15.0
Guadiana,Nogales,5,10.0,15.0,15.0,14.75,15.0,14.0,13.2,13.5,11.0,14.25
Guadiana,Nogales,6,9.75,14.75,14.0,14.0,14.25,13.5,14.75,13.0,10.8,14.0
Guadiana,Nogales,7,8.8,14.0,14.0,14.0,14.0,13.0,14.0,12.2,10.0,13.25
Guadiana,Nogales,8,8.25,13.5,13.5,13.0,13.8,11.8,13.75,11.25,10.0,12.4
Guadiana,Nogales,9,7.25,12.75,13.0,12.2,13.0,11.0,13.0,11.0,9.2,12.0
Guadiana,Nogales,10,7.0,12.0,13.5,12.0,13.25,10.6,13.0,10.2,9.0,12.0
Guadiana,Nogales,11,8.25,12.25,14.5,12.0,12.8,10.0,13.0,10.0,9.0,13.0
Guadiana,Nogales,12,10.0,12.2,15.0,11.8,13.0,10.0,13.5,10.2,9.6,13.25
Guadiana,Orellana,1,513.0,624.5,603.0,679.0,590.75,597.6,523.6,598.25,523.0,473.0
Guadiana,Orellana,2,511.25,644.75,678.0,679.0,632.25,636.0,522.5,599.0,524.0,497.5
Guadiana,Orellana,3,508.5,712.0,716.5,678.4,654.6,666.0,544.5,598.5,523.0,539.4
Guadiana,Orellana,4,518.75,771.6,744.2,682.0,672.25,683.25,561.5,608.2,551.25,560.75
Guadiana,Orellana,5,531.8,749.0,729.25,655.25,690.4,661.2,650.4,570.5,570.0,562.0
Guadiana,Orellana,6,530.75,727.5,715.25,629.6,642.5,611.75,666.5,540.25,540.0,586.2
Guadiana,Orellana,7,533.2,691.6,681.0,600.75,557.0,579.25,608.2,547.6,537.0,571.25
Guadiana,Orellana,8,537.25,658.0,648.0,567.75,534.8,549.4,563.5,557.75,521.25,537.2
Guadiana,Orellana,9,547.5,589.5,584.2,546.0,520.25,548.25,578.0,546.5,485.4,488.25
Guadiana,Orellana,10,587.2,587.6,571.75,539.0,523.75,538.4,594.2,525.6,467.75,482.5
Guadiana,Orellana,11,617.75,598.25,581.25,539.25,539.6,530.0,598.0,518.5,469.25,482.0
Guadiana,Orellana,12,619.5,595.8,674.6,550.0,584.75,525.5,599.0,520.8,470.6,480.25
Guadiana,Peñarroya,1,48.4,38.75,50.0,46.0,31.5,25.2,20.4,49.0,50.0,46.5
Guadiana,Peñarroya,2,49.0,46.0,50.0,48.75,33.5,26.25,22.0,49.0,48.75,48.5
Guadiana,Peñarroya,3,48.5,50.0,50.0,50.0,35.4,27.5,24.0,49.5,47.6,49.8
Guadiana,Peñarroya,4,49.0,49.6,50.0,50.0,36.75,28.0,26.25,50.0,49.75,49.0
Guadiana,Peñarroya,5,49.6,50.0,50.0,49.5,38.0,28.0,28.4,50.0,50.0,49.0
Guadiana,Peñarroya,6,48.25,50.0,49.25,46.2,37.25,27.0,32.25,49.75,48.2,47.2
Guadiana,Peñarroya,7,41.0,50.0,44.6,39.5,33.25,23.5,35.8,46.0,44.5,43.5
Guadiana,Peñarroya,8,32.5,49.5,38.25,31.75,27.6,19.8,36.0,40.5,40.0,37.4
Guadiana,Peñarroya,9,28.5,49.75,36.0,28.2,23.25,18.0,36.75,39.25,37.6,35.0
Guadiana,Peñarroya,10,28.4,50.0,37.75,28.0,22.25,18.0,40.2,42.2,39.0,35.75
Guadiana,Peñarroya,11,31.75,50.0,40.25,28.5,23.0,18.25,45.25,44.75,41.0,37.4
Guadiana,Peñarroya,12,34.75,50.0,43.6,30.0,24.25,19.5,49.25,47.8,43.8,39.25
Guadiana,Piedra Aguda,1,11.0,10.25,11.5,16.0,9.75,11.0,5.0,11.0,6.0,7.5
Guadiana,Piedra Aguda,2,11.0,13.25,15.25,16.0,10.25,11.25,5.0,11.0,6.0,14.5
